wind.dir.9.am,rainfall,pressure.9.am,wind.dir.3.pm,evaporation,date,humidity.9.am,sunshine,wind.speed.9.am,temp.3.pm.c,pressure.3.pm,temp.9.am.c,location,wind.gust.speed,wind.speed.3.pm,humidity.3.pm,wind.gust.dir,min.temp.c,rain.today,max.temp.c,rain.tomorrow
,0.0,1035.9,E,2.8,2010-07-26,80.0,7.8,0.0,15.8,1033.1,9.5,Adelaide,26.0,11.0,42.0,NNE,4.6,No,17.4,No
NE,0.0,1031.6,ENE,1.4,2010-07-27,55.0,8.1,17.0,16.2,1027.2,11.3,Adelaide,35.0,17.0,44.0,ENE,7.4,No,16.3,No
NE,0.0,1021.7,NNW,2.4,2010-07-28,54.0,7.7,9.0,17.9,1016.6,13.2,Adelaide,35.0,9.0,33.0,ENE,7.0,No,18.7,Yes
NNE,9.8,1012.4,NW,1.2,2010-07-29,89.0,0.2,11.0,15.0,1010.3,12.4,Adelaide,31.0,15.0,83.0,NNW,11.2,Yes,15.2,No
N,0.4,1011.3,NW,0.8,2010-07-30,67.0,5.4,7.0,15.3,1010.5,13.4,Adelaide,46.0,19.0,74.0,W,11.1,No,18.2,Yes
NNE,1.6,1019.4,NW,1.6,2010-07-31,89.0,0.8,7.0,15.5,1018.1,10.4,Adelaide,54.0,20.0,73.0,WSW,9.5,Yes,15.8,Yes
SW,12.8,1024.5,SSW,,2010-08-01,62.0,8.3,24.0,11.2,1027.2,10.2,Adelaide,69.0,20.0,59.0,SW,8.3,Yes,12.6,Yes
S,1.4,1034.3,SSE,3.8,2010-08-02,72.0,8.2,9.0,13.6,1031.9,10.0,Adelaide,41.0,17.0,48.0,SSE,6.5,Yes,14.6,No
ENE,0.0,1029.6,W,1.8,2010-08-03,65.0,0.0,7.0,11.7,1026.1,10.8,Adelaide,24.0,13.0,65.0,WNW,7.1,No,12.4,Yes
NW,8.6,1017.9,S,1.0,2010-08-04,96.0,2.8,6.0,12.0,1018.0,8.7,Adelaide,43.0,13.0,68.0,S,8.5,Yes,12.5,Yes
N,7.4,1026.0,SW,2.4,2010-08-05,86.0,3.8,2.0,13.2,1025.3,6.8,Adelaide,28.0,13.0,54.0,SW,3.7,Yes,13.4,No
NE,0.2,1028.2,N,0.2,2010-08-06,82.0,0.8,11.0,11.5,1025.3,9.9,Adelaide,20.0,4.0,58.0,N,4.8,No,12.3,
NNE,,1022.8,N,,2010-08-07,63.0,2.6,11.0,14.1,1018.9,9.1,Adelaide,39.0,22.0,49.0,N,3.6,,14.2,
N,,1015.9,NNE,,2010-08-08,50.0,0.7,15.0,11.4,1012.3,11.1,Adelaide,31.0,6.0,74.0,N,7.4,,13.4,Yes
,4.8,1014.3,NNE,3.0,2010-08-09,87.0,1.8,0.0,12.5,1012.7,10.1,Adelaide,24.0,7.0,55.0,N,7.1,Yes,14.0,No
S,0.6,1014.1,S,1.0,2010-08-10,61.0,9.8,11.0,15.4,1013.1,10.9,Adelaide,44.0,20.0,40.0,SSE,6.6,No,16.1,Yes
SSW,1.8,1017.8,SW,2.4,2010-08-11,66.0,8.0,13.0,13.9,1017.3,13.2,Adelaide,52.0,28.0,61.0,SW,10.7,Yes,14.9,No
SSW,0.2,1022.6,SW,2.8,2010-08-12,87.0,3.0,11.0,12.8,1021.9,10.8,Adelaide,39.0,19.0,61.0,WSW,9.6,No,13.6,No
NE,0.2,1017.4,NNW,1.4,2010-08-13,63.0,6.2,17.0,15.7,1011.0,9.4,Adelaide,39.0,22.0,46.0,N,7.2,No,16.2,Yes
N,4.0,996.3,NW,,2010-08-14,80.0,1.4,28.0,15.4,997.3,11.9,Adelaide,59.0,19.0,59.0,N,9.4,Yes,16.3,Yes
W,6.6,1011.9,WSW,,2010-08-15,51.0,3.4,31.0,11.7,1014.2,12.0,Adelaide,54.0,19.0,75.0,WSW,11.0,Yes,14.0,Yes
SSW,3.2,1020.2,WSW,6.0,2010-08-16,67.0,6.7,11.0,13.3,1020.8,11.2,Adelaide,,15.0,43.0,,9.7,Yes,14.5,No
NE,0.0,1020.2,NNE,2.0,2010-08-17,47.0,4.5,17.0,15.2,1013.3,11.1,Adelaide,44.0,19.0,43.0,N,4.8,No,16.3,Yes
N,4.8,1000.4,NW,2.8,2010-08-18,78.0,5.5,9.0,18.3,998.6,12.5,Adelaide,54.0,20.0,50.0,NW,10.3,Yes,19.8,Yes
WNW,1.2,1010.2,WNW,2.8,2010-08-19,64.0,6.0,24.0,12.8,1011.4,12.2,Adelaide,57.0,28.0,69.0,WNW,10.0,Yes,13.6,Yes
W,5.8,1018.2,WNW,1.6,2010-08-20,78.0,6.0,13.0,12.2,1017.9,10.4,Adelaide,65.0,15.0,67.0,W,7.6,Yes,14.7,Yes
N,13.0,1021.2,NW,,2010-08-21,87.0,8.8,6.0,15.1,1019.4,9.6,Adelaide,35.0,17.0,48.0,W,8.0,Yes,15.9,No
NE,0.0,1018.5,NW,,2010-08-22,42.0,,13.0,17.6,1014.4,12.8,Adelaide,41.0,20.0,31.0,NNW,4.0,No,18.4,Yes
NNW,2.8,1013.1,WSW,6.4,2010-08-23,95.0,3.0,19.0,12.4,1012.2,10.8,Adelaide,56.0,28.0,77.0,W,9.4,Yes,15.6,Yes
N,1.2,1013.0,WSW,1.0,2010-08-24,78.0,1.8,17.0,12.5,1011.1,10.2,Adelaide,69.0,24.0,66.0,WSW,8.4,Yes,13.0,Yes
NW,4.2,1010.5,WSW,0.8,2010-08-25,83.0,1.9,19.0,11.1,1006.7,10.2,Adelaide,57.0,20.0,73.0,WNW,8.6,Yes,12.4,Yes
WSW,28.4,1008.1,WSW,0.6,2010-08-26,82.0,4.1,20.0,13.6,1010.3,11.5,Adelaide,65.0,24.0,63.0,SW,9.0,Yes,14.6,No
SW,1.0,1017.9,SW,2.0,2010-08-27,78.0,,17.0,15.0,1018.9,12.5,Adelaide,35.0,17.0,64.0,SSW,10.4,No,15.5,No
ENE,1.0,1027.3,WSW,,2010-08-28,78.0,,7.0,14.5,1026.3,11.7,Adelaide,20.0,9.0,57.0,W,7.8,No,15.3,No
NNE,0.0,1028.6,NW,,2010-08-29,51.0,9.7,9.0,16.9,1026.0,13.9,Adelaide,31.0,15.0,44.0,NNW,7.2,No,17.7,No
NNE,0.0,1027.0,NNW,5.4,2010-08-30,49.0,9.1,9.0,20.0,1022.6,14.4,Adelaide,31.0,17.0,34.0,N,5.7,No,20.1,No
N,0.0,1017.6,N,3.8,2010-08-31,34.0,4.4,20.0,18.7,1013.2,16.2,Adelaide,52.0,20.0,34.0,N,14.1,No,20.1,Yes
ESE,1.4,1016.3,SSE,2.2,2010-09-01,89.0,0.0,6.0,13.2,1014.8,13.0,Adelaide,20.0,13.0,75.0,ESE,12.1,Yes,15.8,No
ESE,0.8,1019.9,SE,0.4,2010-09-02,55.0,3.8,9.0,15.3,1019.9,12.8,Adelaide,46.0,15.0,47.0,E,10.7,No,15.4,No
ENE,0.4,1015.1,ENE,3.0,2010-09-03,67.0,0.1,13.0,11.6,1006.2,11.3,Adelaide,67.0,20.0,82.0,NE,11.1,No,18.3,Yes
N,37.6,991.3,SW,1.4,2010-09-04,95.0,0.0,20.0,12.3,994.0,12.4,Adelaide,78.0,39.0,92.0,SW,9.4,Yes,13.7,Yes
WNW,6.6,1017.1,WNW,,2010-09-05,74.0,3.8,17.0,12.7,1017.0,13.1,Adelaide,41.0,22.0,78.0,WNW,9.0,Yes,14.9,Yes
WSW,8.8,1024.4,WSW,1.6,2010-09-06,78.0,7.8,2.0,13.4,1024.0,10.9,Adelaide,30.0,17.0,53.0,WSW,5.2,Yes,14.6,No
ENE,0.0,1026.8,N,1.8,2010-09-07,50.0,8.9,13.0,16.6,1022.6,12.6,Adelaide,39.0,20.0,44.0,N,4.1,No,17.1,No
NNE,0.0,1018.1,NNE,3.6,2010-09-08,60.0,2.5,19.0,16.1,1012.8,14.1,Adelaide,46.0,17.0,67.0,NNE,12.2,No,18.6,Yes
WNW,4.0,1010.1,NW,1.2,2010-09-09,88.0,8.1,7.0,19.3,1006.7,14.9,Adelaide,50.0,19.0,37.0,W,13.5,Yes,19.6,Yes
WSW,1.4,1010.6,W,3.4,2010-09-10,76.0,6.4,17.0,15.9,1013.4,13.4,Adelaide,48.0,22.0,55.0,W,10.3,Yes,16.5,No
NW,0.0,1020.5,NW,,2010-09-11,57.0,5.0,13.0,16.3,1019.1,13.7,Adelaide,33.0,15.0,49.0,W,11.3,No,16.9,No
N,0.0,1017.8,NW,,2010-09-12,49.0,9.2,11.0,18.6,1014.7,15.7,Adelaide,39.0,24.0,39.0,NW,8.1,No,19.6,No
NE,0.0,1015.8,ESE,8.4,2010-09-13,74.0,2.6,7.0,19.3,1012.1,15.1,Adelaide,31.0,15.0,50.0,ESE,12.4,No,20.5,Yes
SSE,9.2,1017.3,SSW,2.2,2010-09-14,76.0,4.6,9.0,15.2,1017.8,12.7,Adelaide,39.0,13.0,56.0,SW,11.9,Yes,16.4,No
W,0.4,1022.6,WSW,2.6,2010-09-15,71.0,8.7,17.0,14.4,1020.9,12.5,Adelaide,43.0,20.0,63.0,WNW,9.1,No,16.1,No
SW,0.8,1025.5,SW,2.8,2010-09-16,61.0,8.6,19.0,14.3,1024.7,12.3,Adelaide,43.0,24.0,50.0,WSW,10.6,No,15.7,No
SSW,0.0,1030.7,SSW,3.8,2010-09-17,45.0,1.0,9.0,14.1,1027.7,12.2,Adelaide,33.0,15.0,51.0,SW,10.2,No,15.1,No
S,0.0,1027.5,SW,,2010-09-18,52.0,3.2,17.0,13.8,1024.4,11.8,Adelaide,33.0,19.0,63.0,WSW,8.1,No,15.8,No
SSW,0.0,1029.0,SSW,,2010-09-19,81.0,8.1,7.0,16.7,1027.2,12.3,Adelaide,37.0,19.0,48.0,S,9.1,No,17.6,No
S,0.0,1032.3,WSW,7.4,2010-09-20,65.0,0.6,7.0,14.2,1029.7,12.4,Adelaide,28.0,13.0,72.0,SSW,8.8,No,15.6,No
SSE,0.0,1030.7,SE,1.4,2010-09-21,68.0,6.5,11.0,16.0,1028.4,13.7,Adelaide,31.0,19.0,60.0,SSE,10.0,No,18.0,No
,0.0,1030.7,SE,2.2,2010-09-22,64.0,7.5,0.0,16.8,1027.3,12.8,Adelaide,35.0,15.0,53.0,SE,8.2,No,18.2,No
W,0.0,1030.5,SW,2.8,2010-09-23,67.0,5.8,9.0,15.8,1027.6,13.1,Adelaide,37.0,20.0,48.0,SSW,8.2,No,16.6,No
NNW,0.0,1025.9,W,3.0,2010-09-24,57.0,10.1,9.0,17.5,1022.0,12.3,Adelaide,24.0,11.0,47.0,NNE,4.9,No,18.3,No
WNW,0.0,1018.9,SW,,2010-09-25,74.0,2.6,13.0,17.2,1018.9,14.5,Adelaide,35.0,19.0,61.0,WSW,10.1,No,18.6,No
N,0.0,1022.4,W,,2010-09-26,64.0,7.8,9.0,17.1,1018.2,13.2,Adelaide,28.0,15.0,50.0,W,7.3,No,18.2,No
WNW,0.0,1017.1,SW,8.0,2010-09-27,73.0,6.4,19.0,14.7,1017.0,15.4,Adelaide,44.0,22.0,55.0,WSW,10.6,No,16.5,No
SW,0.6,1020.6,SW,3.0,2010-09-28,45.0,7.1,19.0,14.2,1020.3,14.2,Adelaide,39.0,19.0,52.0,WSW,10.2,No,14.9,No
SSW,0.2,1028.5,SW,2.8,2010-09-29,49.0,6.9,7.0,15.2,1026.7,12.2,Adelaide,30.0,15.0,44.0,WSW,5.1,No,16.0,No
NE,0.0,1027.0,NW,2.4,2010-09-30,43.0,7.7,11.0,16.8,1023.4,12.8,Adelaide,30.0,13.0,26.0,NNW,5.3,No,18.1,No
NE,0.0,1023.4,N,3.2,2010-10-01,29.0,9.2,15.0,21.0,1021.3,17.9,Adelaide,35.0,15.0,19.0,E,9.8,No,22.5,No
NE,0.0,1024.0,NNE,,2010-10-02,30.0,10.9,24.0,23.5,1021.1,18.3,Adelaide,39.0,17.0,20.0,NE,14.7,No,23.5,No
NNE,0.0,1020.1,NNE,,2010-10-03,40.0,7.3,15.0,24.6,1016.9,18.9,Adelaide,46.0,19.0,27.0,NE,15.7,No,25.7,No
WSW,0.0,1019.9,WSW,,2010-10-04,76.0,7.9,6.0,18.5,1019.8,15.9,Adelaide,35.0,17.0,58.0,WNW,14.7,No,20.0,No
W,0.0,1023.5,SW,21.4,2010-10-05,69.0,11.5,6.0,19.3,1020.0,14.6,Adelaide,28.0,15.0,50.0,WSW,9.0,No,21.0,No
SW,0.0,1017.0,SW,3.2,2010-10-06,65.0,10.9,9.0,16.2,1019.5,16.0,Adelaide,56.0,28.0,59.0,WSW,10.8,No,21.4,No
S,0.0,1028.4,SW,4.8,2010-10-07,43.0,11.1,9.0,15.4,1027.7,12.5,Adelaide,41.0,22.0,40.0,SW,6.3,No,16.2,No
SSW,0.0,1029.8,SW,4.4,2010-10-08,65.0,3.8,7.0,15.9,1028.0,13.6,Adelaide,26.0,11.0,64.0,WSW,9.3,No,18.1,No
SSE,0.0,1027.6,WSW,,2010-10-09,64.0,11.5,2.0,20.1,1024.3,13.4,Adelaide,44.0,17.0,43.0,ESE,6.6,No,20.8,No
NE,0.0,1024.7,ENE,,2010-10-10,42.0,11.8,15.0,25.1,1021.5,18.7,Adelaide,37.0,20.0,27.0,ESE,13.4,No,25.7,No
NNE,0.0,1020.8,N,14.2,2010-10-11,34.0,10.1,19.0,28.8,1017.5,23.7,Adelaide,54.0,22.0,22.0,N,18.5,No,30.0,No
N,0.0,1019.9,W,7.8,2010-10-12,45.0,0.0,9.0,19.3,1020.1,21.9,Adelaide,35.0,7.0,68.0,NE,20.2,No,21.9,Yes
ENE,1.4,1019.2,WSW,1.0,2010-10-13,72.0,3.0,6.0,18.0,1016.6,14.5,Adelaide,28.0,17.0,58.0,W,13.2,Yes,18.8,No
NNE,0.2,1010.0,NW,2.2,2010-10-14,61.0,6.2,11.0,22.5,1004.1,15.3,Adelaide,37.0,13.0,34.0,NNW,7.8,No,22.8,Yes
SSW,10.4,1002.0,SSW,4.0,2010-10-15,84.0,4.4,20.0,11.0,1005.1,9.2,Adelaide,59.0,17.0,68.0,SW,8.9,Yes,13.6,Yes
S,2.0,1016.8,SW,,2010-10-16,63.0,8.3,13.0,14.6,1018.1,11.6,Adelaide,43.0,24.0,51.0,SW,7.9,Yes,15.5,No
SW,0.8,1021.6,WSW,,2010-10-17,69.0,6.2,7.0,15.1,1021.0,12.1,Adelaide,33.0,17.0,53.0,SW,9.9,No,15.9,No
SSW,0.4,1024.8,WSW,8.6,2010-10-18,67.0,9.0,11.0,16.8,1024.5,12.6,Adelaide,33.0,19.0,45.0,SW,10.6,No,18.1,No
SSW,0.0,1028.8,SSW,,2010-10-19,63.0,12.4,4.0,19.2,1026.4,13.8,Adelaide,30.0,13.0,45.0,WSW,6.9,No,20.0,No
NNE,0.0,1026.9,SW,8.6,2010-10-20,47.0,12.4,7.0,24.4,1022.8,18.3,Adelaide,30.0,15.0,29.0,NNW,11.4,No,24.9,No
N,0.0,1019.9,NW,5.0,2010-10-21,31.0,12.5,15.0,27.3,1016.9,22.2,Adelaide,35.0,20.0,16.0,NW,13.0,No,28.5,No
N,0.0,1014.6,WSW,7.4,2010-10-22,26.0,2.7,15.0,21.0,1015.4,24.6,Adelaide,43.0,13.0,46.0,WSW,18.5,No,26.1,Yes
SSW,4.0,1022.4,SSE,,2010-10-23,64.0,10.5,13.0,17.0,1022.8,14.1,Adelaide,33.0,19.0,41.0,SSE,12.6,Yes,18.6,No
SW,0.0,1025.2,WSW,,2010-10-24,58.0,12.5,4.0,18.0,1022.7,13.7,Adelaide,31.0,19.0,43.0,WSW,8.9,No,18.7,No
,0.0,1021.0,W,9.2,2010-10-25,50.0,11.9,0.0,24.4,1017.7,14.3,Adelaide,31.0,11.0,20.0,WNW,8.2,No,25.3,No
WSW,0.0,1019.2,W,3.6,2010-10-26,60.0,10.1,11.0,21.1,1019.2,16.6,Adelaide,35.0,22.0,43.0,SW,10.8,No,21.2,No
WNW,0.0,1022.0,SW,4.2,2010-10-27,63.0,12.2,4.0,19.5,1020.0,15.6,Adelaide,31.0,15.0,47.0,WSW,10.0,No,21.1,No
NE,0.0,1014.7,NNE,5.2,2010-10-28,30.0,9.0,20.0,28.6,1010.1,21.0,Adelaide,41.0,17.0,21.0,NNE,13.2,No,29.7,No
N,0.0,1005.7,WNW,9.2,2010-10-29,35.0,0.1,11.0,19.5,1005.3,23.1,Adelaide,44.0,7.0,91.0,WSW,21.0,No,23.6,Yes
S,9.6,1012.2,SSE,,2010-10-30,74.0,4.6,13.0,16.1,1011.9,14.6,Adelaide,54.0,22.0,61.0,SSE,11.4,Yes,17.4,No
SW,0.4,1019.4,SW,5.0,2010-10-31,64.0,9.4,13.0,15.0,1019.5,12.5,Adelaide,50.0,20.0,35.0,WSW,9.3,No,16.1,Yes
NNE,2.4,1023.2,SW,4.2,2010-11-01,60.0,10.1,4.0,16.6,1021.2,11.3,Adelaide,28.0,13.0,39.0,WNW,5.3,Yes,18.0,No
WSW,0.2,1022.7,WSW,3.8,2010-11-02,66.0,11.2,13.0,18.7,1022.0,14.9,Adelaide,37.0,19.0,49.0,SW,11.2,No,19.5,No
S,0.0,1025.4,WSW,5.2,2010-11-03,50.0,0.1,9.0,14.1,1024.4,14.5,Adelaide,31.0,19.0,67.0,SW,11.7,No,15.8,No
SSE,0.0,1026.5,ESE,2.0,2010-11-04,48.0,10.5,15.0,17.5,1023.0,13.2,Adelaide,35.0,17.0,33.0,SE,10.7,No,18.7,No
E,0.0,1021.7,E,6.0,2010-11-05,41.0,12.8,13.0,21.1,1017.2,15.9,Adelaide,39.0,9.0,26.0,ESE,11.0,No,22.8,No
NE,0.0,1014.9,WNW,,2010-11-06,31.0,8.2,17.0,27.4,1012.2,21.0,Adelaide,43.0,11.0,18.0,NNE,14.2,No,27.9,No
WSW,0.4,1012.2,W,,2010-11-07,83.0,7.6,13.0,20.7,1011.7,15.9,Adelaide,33.0,20.0,44.0,W,14.4,No,21.0,No
WNW,0.0,1016.0,WNW,16.0,2010-11-08,61.0,12.2,13.0,22.5,1016.3,17.2,Adelaide,31.0,17.0,38.0,W,13.7,No,23.1,No
WNW,0.0,1022.6,WSW,5.4,2010-11-09,48.0,10.9,6.0,27.2,1018.1,19.0,Adelaide,31.0,11.0,28.0,NNE,11.1,No,29.9,No
NE,0.0,1016.7,NNE,5.8,2010-11-10,29.0,5.1,6.0,25.1,1014.6,23.7,Adelaide,30.0,11.0,39.0,SE,16.5,No,27.6,No
ENE,0.0,1010.0,NNW,3.4,2010-11-11,51.0,5.0,4.0,30.2,1005.5,21.6,Adelaide,28.0,6.0,31.0,W,15.2,No,32.1,No
WNW,0.0,1006.7,SW,5.8,2010-11-12,63.0,1.0,15.0,18.2,1008.2,22.2,Adelaide,37.0,9.0,75.0,N,21.6,No,22.2,Yes
SE,2.2,1013.9,SW,,2010-11-13,71.0,0.0,9.0,16.5,1013.1,16.0,Adelaide,31.0,6.0,75.0,ESE,14.7,Yes,17.8,No
SSE,0.8,1018.5,SW,,2010-11-14,60.0,9.7,13.0,20.9,1016.9,17.2,Adelaide,37.0,20.0,47.0,SW,12.5,No,22.6,No
N,0.0,1017.9,SW,9.6,2010-11-15,51.0,8.0,7.0,20.3,1016.0,16.6,Adelaide,39.0,17.0,47.0,SSW,12.7,No,22.7,No
NE,0.0,1018.4,SSW,5.0,2010-11-16,55.0,9.5,6.0,18.4,1016.7,16.1,Adelaide,35.0,19.0,45.0,SW,9.9,No,20.8,No
WNW,0.0,1020.5,SW,4.8,2010-11-17,51.0,13.2,6.0,20.2,1018.2,15.3,Adelaide,30.0,13.0,36.0,WSW,8.7,No,21.4,No
WSW,1.0,1019.9,SW,5.4,2010-11-18,74.0,6.9,15.0,20.3,1019.7,16.6,Adelaide,39.0,19.0,48.0,WSW,13.2,No,21.2,No
ESE,0.4,1024.7,ENE,5.4,2010-11-19,45.0,13.0,19.0,23.0,1021.7,14.9,Adelaide,39.0,9.0,29.0,ESE,10.7,No,24.3,No
WSW,0.0,1022.9,WSW,,2010-11-20,46.0,13.1,6.0,27.5,1020.1,19.4,Adelaide,28.0,17.0,23.0,WSW,11.6,No,29.0,No
WSW,0.0,1019.8,WSW,,2010-11-21,38.0,13.0,2.0,32.5,1016.9,23.7,Adelaide,30.0,15.0,16.0,ESE,16.5,No,33.8,No
NE,0.0,1016.0,WSW,23.6,2010-11-22,19.0,12.7,17.0,35.2,1013.3,30.0,Adelaide,39.0,11.0,15.0,E,23.5,No,36.4,No
NNE,0.0,1015.6,W,9.4,2010-11-23,34.0,7.7,13.0,35.9,1012.2,27.6,Adelaide,35.0,13.0,20.0,N,23.5,No,36.4,No
NNE,0.0,1014.8,SSW,9.6,2010-11-24,49.0,0.1,15.0,19.4,1016.9,26.4,Adelaide,41.0,7.0,88.0,NNW,24.8,No,27.8,Yes
NW,11.4,1018.3,SW,1.4,2010-11-25,84.0,4.5,6.0,22.4,1017.3,19.3,Adelaide,20.0,6.0,57.0,W,17.3,Yes,25.3,No
WSW,0.0,1014.4,WSW,3.4,2010-11-26,71.0,10.1,6.0,28.0,1011.3,19.7,Adelaide,35.0,15.0,44.0,WSW,15.3,No,29.5,Yes
SW,2.8,1011.7,S,,2010-11-27,94.0,5.6,13.0,19.7,1011.0,14.8,Adelaide,41.0,15.0,48.0,S,14.7,Yes,20.2,Yes
SSW,1.4,1020.2,S,,2010-11-28,62.0,7.4,15.0,16.3,1020.4,14.4,Adelaide,44.0,20.0,52.0,SSW,11.8,Yes,19.5,No
S,0.2,1021.4,S,14.6,2010-11-29,52.0,5.3,13.0,16.9,1018.3,15.1,Adelaide,46.0,24.0,51.0,SSE,12.1,No,18.9,No
SSE,0.0,1015.9,WSW,4.6,2010-11-30,65.0,5.1,19.0,21.0,1013.1,16.5,Adelaide,33.0,13.0,59.0,SSE,13.9,No,23.5,No
ESE,0.0,1012.3,SSW,3.8,2010-12-01,68.0,5.9,9.0,20.3,1010.0,20.5,Adelaide,35.0,9.0,86.0,NE,16.3,No,25.1,Yes
NW,1.4,1011.4,WSW,3.6,2010-12-02,71.0,13.1,11.0,24.4,1009.1,19.5,Adelaide,28.0,17.0,55.0,WSW,15.1,Yes,27.2,No
N,0.0,1009.4,WNW,5.2,2010-12-03,46.0,13.4,9.0,34.1,1006.3,24.9,Adelaide,30.0,15.0,19.0,NNW,15.5,No,34.8,No
NE,0.0,1007.0,WSW,,2010-12-04,24.0,12.2,13.0,37.4,1004.3,30.9,Adelaide,35.0,13.0,12.0,NNW,24.9,No,38.2,No
NNW,0.0,1008.3,SW,,2010-12-05,44.0,1.2,17.0,25.3,1008.1,27.5,Adelaide,46.0,17.0,52.0,NE,26.4,No,30.2,Yes
NNE,2.2,1006.3,WSW,24.2,2010-12-06,48.0,7.9,15.0,32.5,1002.4,26.8,Adelaide,74.0,15.0,32.0,NNE,19.9,Yes,33.1,Yes
NNW,3.4,1001.2,SSE,5.8,2010-12-07,64.0,6.0,20.0,21.2,999.7,25.7,Adelaide,52.0,19.0,92.0,WSW,21.1,Yes,32.5,Yes
WSW,66.2,1005.0,WNW,,2010-12-08,84.0,7.6,17.0,23.2,1006.3,17.7,Adelaide,41.0,20.0,53.0,NNE,16.8,Yes,24.4,No
WSW,0.0,1012.0,W,4.4,2010-12-09,72.0,11.1,15.0,23.7,1011.2,19.1,Adelaide,46.0,24.0,41.0,NW,16.1,No,24.5,No
SW,0.2,1016.1,WSW,6.8,2010-12-10,65.0,2.0,19.0,16.7,1015.0,14.7,Adelaide,44.0,19.0,55.0,WSW,13.7,No,18.3,No
NW,0.4,1009.6,W,,2010-12-11,73.0,4.8,17.0,21.4,1005.9,16.2,Adelaide,59.0,28.0,51.0,WNW,14.2,No,21.7,Yes
SW,2.2,1010.3,WSW,,2010-12-12,55.0,7.3,19.0,19.8,1011.0,15.9,Adelaide,39.0,17.0,39.0,WSW,13.2,Yes,20.6,No
NW,0.0,1016.7,SW,11.4,2010-12-13,53.0,11.4,4.0,21.5,1014.0,16.6,Adelaide,31.0,19.0,44.0,W,12.9,No,24.2,No
NE,0.0,1009.9,NNW,6.8,2010-12-14,35.0,8.6,19.0,31.2,1006.2,24.1,Adelaide,48.0,15.0,20.0,NNW,16.6,No,32.4,No
SSW,0.0,1009.4,SW,9.4,2010-12-15,51.0,11.1,20.0,20.6,1009.7,17.3,Adelaide,46.0,20.0,44.0,SW,16.3,No,21.7,No
WSW,0.0,1012.1,SW,6.8,2010-12-16,47.0,12.4,15.0,21.6,1009.9,17.6,Adelaide,33.0,17.0,36.0,WNW,14.0,No,22.5,Yes
WSW,2.2,1006.7,SW,6.4,2010-12-17,87.0,5.4,20.0,21.0,1006.1,15.2,Adelaide,43.0,22.0,42.0,W,15.1,Yes,21.4,Yes
WSW,2.6,1008.5,WSW,,2010-12-18,76.0,7.5,11.0,18.9,1007.4,14.4,Adelaide,54.0,20.0,46.0,WSW,13.6,Yes,19.8,Yes
WSW,3.8,1002.8,SW,,2010-12-19,50.0,9.1,30.0,16.3,1005.7,14.5,Adelaide,67.0,31.0,42.0,SW,12.6,Yes,17.6,Yes
SSW,1.6,1014.3,WSW,15.0,2010-12-20,74.0,2.6,11.0,17.9,1013.9,14.4,Adelaide,39.0,20.0,45.0,WSW,11.6,Yes,19.1,No
S,0.8,1016.5,SSW,3.8,2010-12-21,52.0,11.4,9.0,20.4,1014.9,16.7,Adelaide,35.0,13.0,40.0,SSE,13.6,No,21.6,No
,0.0,1017.5,W,6.4,2010-12-22,48.0,11.9,0.0,25.0,1016.0,19.0,Adelaide,30.0,19.0,30.0,W,11.3,No,26.2,No
E,0.0,1022.7,SE,5.2,2010-12-23,51.0,12.8,9.0,24.7,1021.8,18.1,Adelaide,33.0,17.0,36.0,SE,13.1,No,25.5,No
SSW,0.0,1020.8,S,7.8,2010-12-24,39.0,13.5,6.0,30.1,1016.4,23.2,Adelaide,39.0,13.0,28.0,ESE,16.5,No,33.3,No
W,0.0,1012.0,WSW,,2010-12-25,45.0,6.9,6.0,30.5,1009.6,22.4,Adelaide,31.0,19.0,22.0,WSW,19.4,No,31.7,No
SE,0.0,1011.4,SSE,,2010-12-26,57.0,7.9,17.0,19.8,1010.7,19.3,Adelaide,44.0,28.0,55.0,SE,15.6,No,21.4,No
SSE,0.0,1017.8,SSE,21.8,2010-12-27,50.0,9.2,19.0,20.6,1015.8,15.0,Adelaide,43.0,17.0,39.0,SE,13.6,No,21.3,No
NNE,0.0,1016.6,SW,,2010-12-28,37.0,12.4,7.0,27.9,1012.3,18.3,Adelaide,30.0,11.0,16.0,E,12.7,No,29.6,No
NE,0.0,1014.1,SW,13.0,2010-12-29,30.0,13.3,6.0,29.7,1013.4,23.8,Adelaide,28.0,17.0,22.0,W,15.4,No,31.2,No
WSW,0.0,1014.9,NW,7.4,2010-12-30,41.0,13.3,4.0,37.5,1011.4,23.3,Adelaide,35.0,17.0,11.0,WNW,16.6,No,39.6,No
N,0.0,1009.0,SW,11.8,2010-12-31,17.0,12.6,20.0,33.3,1008.8,33.6,Adelaide,54.0,15.0,24.0,NNW,23.3,No,36.9,No
NW,0.0,1013.0,SW,,2011-01-01,73.0,7.9,9.0,25.1,1011.3,20.5,Adelaide,43.0,7.0,48.0,WSW,18.2,No,28.6,No
SE,0.0,1017.0,SSE,,2011-01-02,53.0,13.6,11.0,25.5,1015.1,18.8,Adelaide,35.0,15.0,34.0,SE,14.7,No,26.1,No
NE,0.0,1017.2,SE,22.4,2011-01-03,44.0,13.7,9.0,24.9,1014.8,18.0,Adelaide,43.0,13.0,27.0,ESE,13.6,No,26.2,No
SSW,0.0,1012.4,SW,8.0,2011-01-04,44.0,11.9,7.0,27.2,1009.9,20.7,Adelaide,30.0,9.0,19.0,WSW,15.2,No,29.6,No
