RainToday,Evaporation,WindDir3pm,Temp3pmF,MaxTempF,Cloud3pm,WindSpeed9am,Rainfall,Date,Location,Humidity3pm,MinTempF,WindGustDir,RainTomorrow,Sunshine,WindDir9am,Humidity9am,Pressure3pm,WindSpeed3pm,Cloud9am,Temp9amF,WindGustSpeed,Pressure9am
No,5.4,SE,77.54,77.54,1.0,28.0,0.0,2010-04-25,AliceSprings,41.0,60.8,ESE,No,11.0,SE,47.0,1018.3,24.0,1.0,68.72,41.0,1021.5
No,7.6,ESE,79.88,81.14,1.0,13.0,0.0,2010-04-26,AliceSprings,31.0,54.14,E,No,11.1,E,48.0,1017.5,7.0,2.0,65.48,22.0,1021.8
No,4.0,S,78.44,79.34,5.0,9.0,0.0,2010-04-27,AliceSprings,41.0,59.540000000000006,SE,No,7.3,NW,49.0,1018.8,15.0,7.0,66.74000000000001,33.0,1021.6
No,6.4,SE,73.04,73.94,1.0,19.0,0.0,2010-04-28,AliceSprings,34.0,53.42,ESE,No,11.0,E,60.0,1021.1,17.0,1.0,64.4,31.0,1024.2
No,7.0,SSE,73.22,74.3,0.0,2.0,0.0,2010-04-29,AliceSprings,32.0,47.120000000000005,E,No,11.0,SSW,60.0,1020.9,17.0,0.0,60.440000000000005,33.0,1024.4
No,4.6,SSE,75.02,75.92,1.0,4.0,0.0,2010-04-30,AliceSprings,29.0,45.5,SE,No,11.0,WNW,57.0,1019.7,15.0,0.0,60.08,33.0,1024.1
No,5.8,E,76.64,77.72,0.0,0.0,0.0,2010-05-01,AliceSprings,30.0,45.86,ESE,No,11.1,,48.0,1019.8,13.0,0.0,62.24,30.0,1023.4
No,5.6,E,77.9,78.98,0.0,7.0,0.0,2010-05-02,AliceSprings,26.0,45.32,E,No,11.0,ESE,59.0,1019.1,13.0,0.0,61.519999999999996,30.0,1022.8
No,5.2,S,83.12,84.74,1.0,0.0,0.0,2010-05-03,AliceSprings,19.0,46.94,SSW,No,,,51.0,1016.3,9.0,0.0,65.84,24.0,1020.8
No,,S,84.02,84.74,,7.0,0.0,2010-05-04,AliceSprings,16.0,50.72,SSE,No,,WNW,44.0,1016.6,15.0,,68.72,33.0,1019.8
No,11.4,ESE,71.06,72.32,,17.0,0.0,2010-05-05,AliceSprings,35.0,50.18,SE,No,,SE,49.0,1020.1,17.0,0.0,63.68,39.0,1023.6
No,5.4,SE,68.54,69.44,5.0,11.0,0.0,2010-05-06,AliceSprings,26.0,41.9,ESE,No,9.8,E,50.0,1020.8,17.0,4.0,56.84,31.0,1024.7
No,5.4,ESE,66.74000000000001,68.18,3.0,0.0,0.0,2010-05-07,AliceSprings,22.0,40.82,ESE,No,9.8,,59.0,1019.4,20.0,7.0,52.16,37.0,1022.8
No,4.0,E,69.8,70.7,0.0,2.0,0.0,2010-05-08,AliceSprings,18.0,36.32,E,No,10.9,NNE,49.0,1017.2,19.0,0.0,53.24,35.0,1021.4
No,5.0,E,72.14,73.22,0.0,4.0,0.0,2010-05-09,AliceSprings,24.0,37.76,E,No,11.0,ENE,50.0,1013.5,15.0,0.0,55.76,33.0,1019.2
No,4.4,ESE,77.36,78.98,0.0,2.0,0.0,2010-05-10,AliceSprings,15.0,38.660000000000004,WNW,No,10.8,ESE,50.0,1013.2,11.0,0.0,57.92,28.0,1017.0
No,4.8,SSE,75.74000000000001,76.82,,0.0,0.0,2010-05-11,AliceSprings,19.0,42.08,SE,No,10.8,,38.0,1016.9,22.0,1.0,61.88,46.0,1018.6
No,6.0,SE,69.8,70.16,0.0,22.0,0.0,2010-05-12,AliceSprings,28.0,43.7,SE,No,,ESE,45.0,1019.3,17.0,0.0,55.76,37.0,1023.0
No,,ESE,71.24000000000001,71.6,,15.0,0.0,2010-05-13,AliceSprings,26.0,38.3,E,No,,E,56.0,1016.1,13.0,,55.22,31.0,1021.4
No,9.4,N,80.06,80.42,,6.0,0.0,2010-05-14,AliceSprings,22.0,39.56,NNE,No,,ENE,44.0,1012.8,17.0,2.0,59.9,28.0,1017.0
No,5.8,N,72.86,74.12,7.0,7.0,0.0,2010-05-15,AliceSprings,29.0,59.9,NNW,No,0.2,NNE,28.0,1011.8,20.0,8.0,68.18,39.0,1014.0
No,3.8,W,69.44,72.14,6.0,7.0,0.0,2010-05-16,AliceSprings,65.0,60.8,NW,No,1.9,WNW,84.0,1013.4,7.0,7.0,63.5,30.0,1014.6
No,2.0,SE,70.52,70.88,2.0,6.0,0.0,2010-05-17,AliceSprings,34.0,43.34,SE,No,9.7,W,70.0,1016.3,11.0,0.0,56.66,30.0,1019.1
No,4.6,SE,69.08,70.34,0.0,7.0,0.0,2010-05-18,AliceSprings,33.0,40.28,ESE,No,10.3,ESE,64.0,1016.6,15.0,0.0,56.48,35.0,1020.1
No,4.0,ESE,69.62,70.52,7.0,7.0,0.0,2010-05-19,AliceSprings,34.0,39.02,E,Yes,6.0,ESE,61.0,1014.4,17.0,5.0,56.3,30.0,1019.6
Yes,3.6,ENE,58.459999999999994,58.82,8.0,11.0,4.8,2010-05-20,AliceSprings,91.0,55.22,NNE,Yes,0.0,E,94.0,1015.7,13.0,8.0,56.120000000000005,22.0,1018.1
Yes,12.0,E,67.82,68.36,6.0,11.0,5.0,2010-05-21,AliceSprings,50.0,55.76,ESE,No,3.1,E,80.0,1015.2,17.0,7.0,58.64,33.0,1018.9
No,4.0,NNE,72.68,72.68,7.0,7.0,0.0,2010-05-22,AliceSprings,38.0,55.58,N,No,1.4,ENE,68.0,1011.9,17.0,7.0,59.18,33.0,1017.0
No,4.0,NW,79.52,81.5,7.0,39.0,0.0,2010-05-23,AliceSprings,51.0,56.84,NNW,No,7.4,NNW,54.0,1008.0,28.0,4.0,70.88,54.0,1011.2
No,3.4,W,80.06,82.22,5.0,9.0,0.2,2010-05-24,AliceSprings,39.0,65.3,WNW,No,9.8,NW,73.0,1008.5,24.0,3.0,72.5,50.0,1011.6
No,6.4,SW,72.68,73.22,0.0,17.0,0.0,2010-05-25,AliceSprings,33.0,50.9,WSW,No,10.3,W,45.0,1012.5,19.0,0.0,62.059999999999995,39.0,1015.9
No,4.8,S,70.16,71.6,0.0,4.0,0.0,2010-05-26,AliceSprings,37.0,45.5,ESE,No,10.1,WSW,75.0,1014.5,13.0,1.0,56.66,22.0,1018.0
No,4.0,NNW,70.7,71.06,7.0,9.0,0.0,2010-05-27,AliceSprings,42.0,44.239999999999995,N,Yes,3.9,ENE,69.0,1012.6,20.0,3.0,58.28,44.0,1016.6
Yes,2.4,W,73.22,74.3,1.0,28.0,1.6,2010-05-28,AliceSprings,30.0,58.28,NW,No,9.7,NNW,76.0,1012.3,26.0,1.0,64.94,46.0,1014.4
No,6.4,SSE,65.66,66.92,0.0,17.0,0.0,2010-05-29,AliceSprings,35.0,44.6,SSE,No,10.3,SSW,66.0,1019.8,17.0,1.0,55.22,37.0,1022.4
No,2.8,SSE,61.88,62.959999999999994,0.0,13.0,0.0,2010-05-30,AliceSprings,33.0,38.660000000000004,SE,No,10.3,SSE,74.0,1020.5,17.0,0.0,50.72,33.0,1024.2
No,3.4,ESE,64.04,64.75999999999999,,0.0,0.0,2010-05-31,AliceSprings,31.0,34.88,ESE,No,10.3,,71.0,1017.6,9.0,1.0,46.94,30.0,1022.1
No,2.8,SSW,69.08,69.62,4.0,9.0,0.0,2010-06-01,AliceSprings,22.0,35.42,NNE,No,,NW,63.0,1014.6,11.0,2.0,53.42,20.0,1019.2
No,,SSE,66.92,67.82,,0.0,0.0,2010-06-02,AliceSprings,27.0,36.68,SE,No,10.2,,66.0,1018.7,17.0,,51.26,35.0,1020.6
No,8.0,ESE,63.5,65.12,,7.0,0.0,2010-06-03,AliceSprings,33.0,35.06,ESE,No,,SW,64.0,1020.9,19.0,0.0,49.64,33.0,1024.3
No,3.8,ESE,64.94,65.48,,6.0,0.0,2010-06-04,AliceSprings,37.0,37.58,E,No,,WNW,64.0,1021.1,17.0,1.0,51.8,33.0,1024.4
No,3.8,SE,64.94,65.66,,11.0,0.0,2010-06-05,AliceSprings,31.0,38.3,SSE,No,,SE,60.0,1020.6,17.0,1.0,51.98,35.0,1024.1
No,3.6,ESE,63.86,64.04,2.0,11.0,0.0,2010-06-06,AliceSprings,30.0,36.86,ESE,No,9.9,ESE,63.0,1021.5,31.0,1.0,50.9,41.0,1024.3
No,4.0,ESE,63.14,63.86,6.0,13.0,0.0,2010-06-07,AliceSprings,39.0,39.92,ENE,No,10.1,ESE,69.0,1021.6,13.0,2.0,52.34,35.0,1025.1
No,3.8,S,64.04,65.3,5.0,4.0,0.0,2010-06-08,AliceSprings,27.0,36.68,SE,No,8.0,ENE,50.0,1020.5,13.0,2.0,50.54,31.0,1023.9
No,3.0,SE,62.24,65.3,8.0,6.0,0.0,2010-06-09,AliceSprings,39.0,43.34,SSE,No,5.1,WSW,56.0,1022.2,26.0,5.0,51.44,41.0,1024.7
No,5.2,SE,61.16,62.42,3.0,24.0,0.0,2010-06-10,AliceSprings,36.0,49.64,SE,No,8.1,ESE,54.0,1023.6,20.0,4.0,53.24,48.0,1027.0
No,4.0,ESE,60.62,61.16,1.0,13.0,0.0,2010-06-11,AliceSprings,35.0,39.2,SE,No,10.3,E,58.0,1023.8,22.0,1.0,49.64,37.0,1027.4
No,4.0,ESE,57.74,58.82,7.0,13.0,0.0,2010-06-12,AliceSprings,34.0,34.34,E,No,6.5,ESE,63.0,1023.8,22.0,7.0,46.58,41.0,1027.0
No,4.0,E,60.62,61.16,2.0,9.0,0.0,2010-06-13,AliceSprings,31.0,32.54,ESE,No,10.2,E,61.0,1023.7,31.0,4.0,46.22,44.0,1027.4
No,4.0,SE,60.08,61.519999999999996,0.0,7.0,0.0,2010-06-14,AliceSprings,30.0,30.74,ESE,No,10.0,ESE,66.0,1024.1,17.0,0.0,43.879999999999995,31.0,1027.4
No,3.2,E,62.78,63.5,0.0,4.0,0.0,2010-06-15,AliceSprings,18.0,27.14,ENE,No,10.2,ESE,50.0,1020.6,15.0,0.0,41.54,33.0,1025.2
No,3.8,NW,74.3,75.02,0.0,0.0,0.0,2010-06-16,AliceSprings,18.0,31.1,N,No,10.4,,49.0,1018.0,13.0,0.0,50.36,33.0,1021.9
No,3.6,SSE,77.36,77.36,1.0,9.0,0.0,2010-06-17,AliceSprings,13.0,41.54,SSW,No,10.1,N,36.0,1019.1,17.0,1.0,57.74,30.0,1021.2
No,4.6,SSE,71.06,73.75999999999999,5.0,6.0,0.0,2010-06-18,AliceSprings,35.0,43.519999999999996,SSE,No,8.0,NNE,45.0,1020.5,26.0,3.0,59.540000000000006,37.0,1022.3
No,6.4,SE,63.86,64.75999999999999,1.0,13.0,0.0,2010-06-19,AliceSprings,21.0,40.82,ESE,No,10.2,E,66.0,1024.8,22.0,1.0,51.620000000000005,43.0,1027.7
No,4.0,ESE,64.04,66.38,5.0,2.0,0.0,2010-06-20,AliceSprings,35.0,33.98,ENE,No,9.6,ENE,63.0,1024.9,22.0,1.0,49.64,37.0,1028.6
No,4.0,ENE,67.82,68.9,1.0,4.0,0.0,2010-06-21,AliceSprings,24.0,33.44,ESE,No,10.3,W,70.0,1025.9,24.0,3.0,47.48,37.0,1028.8
No,4.0,ESE,68.72,69.8,0.0,6.0,0.0,2010-06-22,AliceSprings,25.0,35.96,E,No,10.3,WSW,66.0,1024.7,20.0,1.0,48.56,33.0,1028.4
No,4.0,ESE,70.34,71.06,0.0,0.0,0.0,2010-06-23,AliceSprings,32.0,36.32,E,No,10.3,,65.0,1022.6,9.0,0.0,52.16,30.0,1026.9
No,3.6,SW,77.36,78.25999999999999,0.0,0.0,0.0,2010-06-24,AliceSprings,23.0,36.14,N,No,10.3,,66.0,1016.0,7.0,0.0,51.620000000000005,26.0,1021.3
No,3.6,SE,69.25999999999999,69.98,0.0,13.0,0.0,2010-06-25,AliceSprings,36.0,42.8,SSE,No,10.2,SW,57.0,1018.9,17.0,0.0,55.22,31.0,1021.1
No,3.8,ESE,63.5,64.75999999999999,1.0,9.0,0.0,2010-06-26,AliceSprings,40.0,38.660000000000004,ESE,No,9.9,ESE,68.0,1022.3,20.0,1.0,49.82,37.0,1025.0
No,4.0,E,60.8,61.519999999999996,3.0,11.0,0.0,2010-06-27,AliceSprings,35.0,35.24,,No,9.5,E,72.0,1020.7,19.0,1.0,47.3,,1025.1
No,4.0,ESE,60.8,62.24,3.0,19.0,0.0,2010-06-28,AliceSprings,28.0,43.34,ENE,No,6.5,E,45.0,1019.2,17.0,7.0,49.1,28.0,1022.3
No,3.6,S,68.0,68.72,2.0,9.0,0.0,2010-06-29,AliceSprings,35.0,38.3,E,No,6.6,E,55.0,1018.5,11.0,7.0,49.1,20.0,1021.8
No,2.6,ENE,52.16,52.879999999999995,8.0,11.0,0.0,2010-06-30,AliceSprings,72.0,49.1,SW,Yes,0.0,SSW,68.0,1022.2,6.0,8.0,49.82,19.0,1023.8
Yes,0.4,ESE,48.56,48.74,8.0,9.0,8.2,2010-07-01,AliceSprings,95.0,45.86,E,Yes,0.0,ESE,95.0,1024.0,11.0,8.0,46.22,22.0,1025.8
Yes,0.2,ESE,56.66,57.74,1.0,15.0,10.0,2010-07-02,AliceSprings,47.0,44.239999999999995,E,No,7.3,ENE,92.0,1024.4,13.0,7.0,45.14,28.0,1027.6
No,3.6,ESE,57.92,58.64,7.0,13.0,0.0,2010-07-03,AliceSprings,36.0,33.62,E,No,10.0,E,83.0,1024.9,20.0,6.0,45.14,43.0,1028.3
No,2.2,SSE,59.0,59.9,7.0,13.0,0.0,2010-07-04,AliceSprings,48.0,44.239999999999995,E,Yes,2.2,ENE,77.0,1021.1,9.0,7.0,46.94,19.0,1024.2
Yes,0.2,E,47.66,49.28,8.0,13.0,2.8,2010-07-05,AliceSprings,96.0,46.94,E,Yes,0.0,E,95.0,1021.5,11.0,8.0,49.1,31.0,1022.4
Yes,0.6,SE,43.16,44.6,8.0,26.0,36.0,2010-07-06,AliceSprings,95.0,43.16,ESE,Yes,0.0,E,94.0,1021.5,13.0,8.0,43.16,39.0,1023.0
Yes,0.4,E,46.76,47.84,8.0,13.0,13.2,2010-07-07,AliceSprings,73.0,41.54,ESE,No,1.1,ESE,86.0,1022.5,17.0,6.0,44.6,28.0,1024.4
No,0.8,ESE,60.440000000000005,61.519999999999996,1.0,0.0,0.0,2010-07-08,AliceSprings,52.0,35.42,ENE,No,10.3,,84.0,1019.5,13.0,1.0,44.6,26.0,1023.6
No,2.4,N,70.16,71.6,3.0,20.0,0.0,2010-07-09,AliceSprings,47.0,42.980000000000004,N,No,9.0,N,71.0,1014.9,20.0,2.0,52.16,44.0,1019.7
No,4.6,SSW,59.36,70.16,8.0,13.0,0.0,2010-07-10,AliceSprings,86.0,52.16,NNW,Yes,1.4,NNW,61.0,1018.2,11.0,7.0,64.22,50.0,1018.0
Yes,1.6,E,59.9,63.86,8.0,7.0,5.6,2010-07-11,AliceSprings,98.0,56.84,ESE,Yes,0.0,SE,98.0,1018.9,13.0,8.0,57.92,20.0,1022.1
Yes,1.4,NNW,78.8,80.24000000000001,6.0,9.0,2.8,2010-07-12,AliceSprings,52.0,52.879999999999995,N,Yes,6.0,N,88.0,1013.9,19.0,2.0,63.86,35.0,1018.7
Yes,3.6,WNW,64.94,66.56,7.0,26.0,4.2,2010-07-13,AliceSprings,48.0,60.62,W,Yes,0.8,SSW,92.0,1016.9,11.0,7.0,60.62,37.0,1016.9
Yes,1.4,ESE,60.08,60.8,0.0,11.0,12.2,2010-07-14,AliceSprings,35.0,38.12,ESE,No,10.2,SSE,67.0,1023.0,17.0,0.0,48.379999999999995,35.0,1025.5
No,3.8,SE,61.519999999999996,62.42,1.0,0.0,0.0,2010-07-15,AliceSprings,36.0,34.52,ESE,No,10.2,,88.0,1023.5,15.0,1.0,44.78,33.0,1026.0
No,2.6,ENE,61.88,63.32,1.0,2.0,0.0,2010-07-16,AliceSprings,43.0,37.4,ENE,No,10.1,W,81.0,1022.1,17.0,3.0,48.92,33.0,1025.9
No,3.0,SSW,64.58,65.48,0.0,6.0,0.2,2010-07-17,AliceSprings,40.0,35.96,ENE,No,10.0,E,90.0,1020.5,7.0,1.0,48.02,22.0,1024.5
No,2.2,SSW,71.42,72.68,1.0,4.0,0.0,2010-07-18,AliceSprings,20.0,37.22,SSW,No,10.2,W,86.0,1018.0,11.0,1.0,49.64,28.0,1021.5
No,3.4,S,59.0,60.980000000000004,2.0,17.0,0.0,2010-07-19,AliceSprings,42.0,43.7,SE,No,8.5,SSE,81.0,1023.7,17.0,5.0,51.98,35.0,1026.0
No,3.0,SE,59.540000000000006,60.62,5.0,7.0,0.0,2010-07-20,AliceSprings,39.0,36.5,ESE,No,8.7,SSW,78.0,1024.6,19.0,6.0,45.68,37.0,1027.6
No,3.0,SE,57.02,58.28,7.0,7.0,0.0,2010-07-21,AliceSprings,47.0,41.36,SSE,No,2.2,ESE,85.0,1023.5,22.0,7.0,46.04,37.0,1026.9
No,3.0,ESE,59.0,60.08,6.0,28.0,0.0,2010-07-22,AliceSprings,34.0,45.5,ESE,No,8.2,ESE,64.0,1023.6,26.0,6.0,50.54,43.0,1027.4
No,4.0,SE,59.9,60.980000000000004,7.0,17.0,0.0,2010-07-23,AliceSprings,33.0,37.22,SE,No,7.2,ESE,74.0,1023.7,22.0,7.0,46.04,37.0,1027.4
No,3.0,SE,61.519999999999996,62.6,6.0,13.0,0.0,2010-07-24,AliceSprings,30.0,37.76,ESE,No,10.2,SE,66.0,1023.6,20.0,4.0,47.66,37.0,1026.9
No,4.6,ESE,63.68,64.58,1.0,9.0,0.0,2010-07-25,AliceSprings,24.0,37.4,ESE,No,10.6,E,59.0,1023.2,24.0,1.0,48.74,37.0,1027.3
No,4.4,SE,65.3,66.02,7.0,13.0,0.0,2010-07-26,AliceSprings,33.0,36.68,E,Yes,6.3,E,61.0,1023.0,15.0,1.0,49.64,28.0,1025.7
Yes,2.2,S,75.56,77.0,1.0,7.0,1.8,2010-07-27,AliceSprings,40.0,48.74,ENE,No,8.2,ENE,80.0,1019.6,11.0,7.0,54.68,22.0,1023.8
No,3.2,NNW,82.4,82.75999999999999,3.0,13.0,0.0,2010-07-28,AliceSprings,30.0,49.46,NNW,No,10.5,NNW,63.0,1015.3,26.0,3.0,64.75999999999999,44.0,1019.8
No,5.2,NNW,84.74,85.28,3.0,0.0,0.0,2010-07-29,AliceSprings,27.0,51.8,N,No,8.7,,63.0,1013.0,24.0,1.0,65.84,50.0,1017.5
No,4.8,SSW,57.74,71.42,8.0,11.0,0.0,2010-07-30,AliceSprings,94.0,61.34,SSW,Yes,0.0,NNW,76.0,1017.7,15.0,7.0,67.82,39.0,1015.9
Yes,1.8,ESE,62.42,62.6,6.0,19.0,5.8,2010-07-31,AliceSprings,52.0,50.54,ESE,No,7.1,SE,77.0,1025.1,17.0,6.0,52.879999999999995,43.0,1026.8
No,3.4,SE,63.14,64.4,7.0,11.0,0.0,2010-08-01,AliceSprings,33.0,45.86,SE,No,4.7,SSE,68.0,1027.7,31.0,7.0,52.16,44.0,1030.5
No,5.0,SE,58.82,59.72,6.0,20.0,0.0,2010-08-02,AliceSprings,39.0,41.36,ESE,No,9.7,ESE,70.0,1028.2,24.0,4.0,50.18,48.0,1032.5
No,2.2,ESE,57.379999999999995,58.82,0.0,17.0,0.0,2010-08-03,AliceSprings,37.0,34.34,ESE,No,10.6,ESE,74.0,1023.0,20.0,1.0,44.96,39.0,1027.7
No,3.6,S,60.980000000000004,61.7,0.0,7.0,0.0,2010-08-04,AliceSprings,28.0,32.18,SE,No,10.6,SE,69.0,1019.0,15.0,0.0,45.86,28.0,1023.2
No,2.6,SSE,59.0,59.72,0.0,20.0,0.0,2010-08-05,AliceSprings,35.0,34.34,ESE,No,10.9,SE,70.0,1021.7,22.0,1.0,48.2,50.0,1024.7
No,4.0,ESE,60.08,60.62,0.0,7.0,0.0,2010-08-06,AliceSprings,25.0,30.38,E,No,10.9,ESE,65.0,1021.4,13.0,0.0,44.06,33.0,1025.6
No,3.6,WSW,68.18,69.8,0.0,6.0,0.0,2010-08-07,AliceSprings,16.0,30.74,N,No,10.9,NW,64.0,1017.0,9.0,0.0,47.66,24.0,1023.3
No,3.4,S,71.42,72.5,0.0,7.0,0.0,2010-08-08,AliceSprings,12.0,34.34,SW,No,10.9,SW,61.0,1012.9,15.0,0.0,51.08,28.0,1018.2
No,3.8,SSW,62.6,64.94,6.0,13.0,0.0,2010-08-09,AliceSprings,29.0,42.08,SW,No,10.7,SW,45.0,1013.7,26.0,1.0,54.86,48.0,1015.8
No,5.6,SW,60.8,61.34,1.0,30.0,0.0,2010-08-10,AliceSprings,29.0,38.12,SSW,No,10.9,SSW,58.0,1019.8,20.0,2.0,49.28,41.0,1021.2
No,3.8,ESE,62.059999999999995,62.6,0.0,9.0,0.0,2010-08-11,AliceSprings,30.0,36.14,S,No,11.0,S,59.0,1022.4,17.0,0.0,47.84,30.0,1026.1
No,3.0,SE,64.04,65.48,0.0,0.0,0.0,2010-08-12,AliceSprings,23.0,33.98,E,No,11.0,,68.0,1020.9,13.0,0.0,49.46,35.0,1025.0
No,4.0,NW,71.42,75.02,0.0,17.0,0.0,2010-08-13,AliceSprings,17.0,34.52,NNW,No,11.1,N,37.0,1012.3,17.0,0.0,55.58,44.0,1017.5
No,7.6,WSW,74.3,75.02,0.0,13.0,0.0,2010-08-14,AliceSprings,27.0,54.32,WSW,No,9.6,W,33.0,1012.0,26.0,7.0,63.68,39.0,1015.0
No,5.8,E,65.84,66.92,1.0,11.0,0.0,2010-08-15,AliceSprings,24.0,40.1,S,No,11.1,SSE,43.0,1019.2,19.0,0.0,53.78,31.0,1022.8
No,4.4,NE,69.08,70.34,0.0,13.0,0.0,2010-08-16,AliceSprings,17.0,36.14,E,No,11.1,NE,46.0,1017.3,13.0,0.0,55.22,35.0,1021.8
No,7.2,N,77.9,78.8,4.0,13.0,0.0,2010-08-17,AliceSprings,21.0,46.58,N,No,7.9,ENE,39.0,1008.8,41.0,7.0,58.64,57.0,1014.0
No,8.0,WNW,83.12,84.74,7.0,0.0,0.0,2010-08-18,AliceSprings,33.0,58.459999999999994,NW,No,8.9,,52.0,1009.4,33.0,6.0,68.54,70.0,1012.5
No,8.0,ESE,65.66,69.98,7.0,4.0,0.8,2010-08-19,AliceSprings,58.0,60.980000000000004,S,No,9.0,N,74.0,1015.7,15.0,7.0,63.86,30.0,1017.0
No,4.0,E,65.12,66.74000000000001,4.0,24.0,0.0,2010-08-20,AliceSprings,41.0,48.379999999999995,E,No,10.1,E,56.0,1018.3,20.0,5.0,57.2,41.0,1021.3
No,4.0,ENE,75.56,76.46,1.0,24.0,0.0,2010-08-21,AliceSprings,28.0,46.22,E,No,9.9,E,54.0,1015.2,22.0,1.0,57.74,37.0,1019.8
No,7.4,NW,77.54,80.24000000000001,7.0,13.0,0.6,2010-08-22,AliceSprings,38.0,56.48,NNW,No,3.7,NNE,72.0,1012.1,28.0,6.0,61.88,54.0,1014.8
No,3.6,ESE,66.38,68.36,7.0,6.0,0.8,2010-08-23,AliceSprings,49.0,57.92,E,Yes,0.6,SW,91.0,1016.4,20.0,8.0,60.980000000000004,33.0,1019.2
Yes,1.0,SE,59.9,60.08,8.0,11.0,4.4,2010-08-24,AliceSprings,92.0,54.86,SE,Yes,0.0,S,97.0,1018.3,11.0,8.0,57.2,24.0,1020.7
Yes,0.0,SSE,52.879999999999995,54.14,8.0,9.0,6.8,2010-08-25,AliceSprings,90.0,51.8,S,Yes,0.0,SE,95.0,1019.2,17.0,8.0,52.7,28.0,1021.3
Yes,1.4,S,61.34,62.42,,15.0,3.0,2010-08-26,AliceSprings,40.0,39.74,S,No,,SSW,86.0,1018.6,11.0,1.0,51.8,31.0,1022.7
No,,E,63.32,64.75999999999999,,2.0,0.0,2010-08-27,AliceSprings,40.0,39.56,ESE,No,,WSW,74.0,1019.2,9.0,,49.46,33.0,1022.8
No,7.2,SE,63.86,64.94,2.0,2.0,0.0,2010-08-28,AliceSprings,36.0,40.82,SE,No,11.0,ESE,72.0,1021.3,20.0,3.0,53.24,37.0,1024.9
No,4.0,ESE,66.02,67.64,0.0,9.0,0.0,2010-08-29,AliceSprings,28.0,39.02,ESE,No,11.0,E,68.0,1021.9,17.0,0.0,53.42,37.0,1026.1
No,4.0,SE,67.82,68.54,0.0,7.0,0.0,2010-08-30,AliceSprings,23.0,37.58,ENE,No,11.3,ESE,60.0,1019.5,15.0,0.0,53.42,35.0,1024.4
No,5.2,N,79.88,80.6,0.0,17.0,0.0,2010-08-31,AliceSprings,18.0,37.76,NW,No,11.3,ENE,38.0,1014.4,19.0,0.0,60.62,43.0,1020.9
No,5.6,NW,87.26,87.8,1.0,0.0,0.0,2010-09-01,AliceSprings,20.0,49.46,NW,No,11.4,,37.0,1011.6,28.0,1.0,71.24000000000001,43.0,1015.7
No,7.4,N,79.7,81.5,7.0,33.0,0.0,2010-09-02,AliceSprings,54.0,55.4,NW,Yes,4.6,NNW,73.0,1011.0,28.0,7.0,73.04,61.0,1014.2
Yes,6.0,SSW,61.519999999999996,75.56,8.0,26.0,3.8,2010-09-03,AliceSprings,93.0,65.48,NNW,Yes,1.6,NNW,75.0,1006.9,28.0,7.0,68.54,65.0,1010.1
Yes,1.2,SSW,65.12,66.56,1.0,19.0,8.6,2010-09-04,AliceSprings,43.0,47.120000000000005,WSW,No,11.2,WSW,74.0,1014.3,9.0,4.0,54.32,30.0,1016.7
No,3.2,ESE,64.58,66.02,5.0,17.0,0.0,2010-09-05,AliceSprings,39.0,43.16,SE,No,9.9,SSE,64.0,1019.6,17.0,1.0,52.879999999999995,37.0,1023.4
No,3.8,ESE,68.72,69.08,1.0,19.0,0.0,2010-09-06,AliceSprings,26.0,41.0,,No,11.3,E,54.0,1018.6,24.0,1.0,57.379999999999995,,1023.3
No,5.0,N,80.06,81.5,1.0,19.0,0.0,2010-09-07,AliceSprings,24.0,47.3,NNE,No,9.5,NNE,50.0,1013.6,24.0,4.0,58.28,39.0,1019.0
No,7.4,WNW,89.24,89.78,2.0,20.0,0.0,2010-09-08,AliceSprings,26.0,58.28,NW,Yes,10.5,N,35.0,1012.9,26.0,1.0,70.52,41.0,1017.3
Yes,9.2,SW,80.06,82.75999999999999,6.0,9.0,3.0,2010-09-09,AliceSprings,58.0,65.84,W,Yes,3.9,N,95.0,1012.0,17.0,7.0,67.46,52.0,1015.5
Yes,3.6,ESE,68.18,69.25999999999999,4.0,13.0,3.8,2010-09-10,AliceSprings,49.0,59.540000000000006,ESE,No,8.2,S,76.0,1016.3,19.0,7.0,63.5,37.0,1018.5
No,4.0,ENE,76.82,77.54,3.0,17.0,0.2,2010-09-11,AliceSprings,38.0,49.82,ENE,No,11.3,ENE,55.0,1015.4,15.0,1.0,62.78,33.0,1019.5
No,6.0,E,59.18,67.82,7.0,17.0,0.0,2010-09-12,AliceSprings,96.0,57.2,WSW,Yes,1.3,SSW,80.0,1017.1,13.0,8.0,58.82,39.0,1018.2
Yes,1.6,SSW,81.5,83.48,1.0,11.0,5.6,2010-09-13,AliceSprings,43.0,54.86,,No,10.5,WSW,75.0,1014.2,11.0,1.0,67.82,,1017.8
No,4.8,SE,68.72,69.25999999999999,1.0,20.0,0.0,2010-09-14,AliceSprings,38.0,51.26,SE,No,11.5,SSE,49.0,1018.1,17.0,1.0,59.540000000000006,33.0,1021.2
No,5.6,SE,61.7,65.48,8.0,26.0,0.0,2010-09-15,AliceSprings,47.0,51.98,ESE,Yes,1.5,ESE,54.0,1019.7,17.0,7.0,58.82,37.0,1021.7
Yes,3.6,ESE,51.44,52.879999999999995,8.0,22.0,5.2,2010-09-16,AliceSprings,92.0,50.72,E,Yes,0.0,E,83.0,1021.4,13.0,8.0,50.9,31.0,1022.9
