WindGustDir,Cloud9am,Temp9amC,RainToday,Sunshine,Pressure3pm,WindSpeed3pm,WindDir9am,WindGustSpeed,RainTomorrow,Cloud3pm,WindSpeed9am,Date,MinTempC,Location,Evaporation,MaxTempC,WindDir3pm,Rainfall,Humidity9am,Temp3pmC,Humidity3pm,Pressure9am
S,7.0,12.5,Yes,0.3,1023.1,46.0,SSE,67.0,Yes,7.0,41.0,2011-06-12,11.4,SydneyAirport,4.8,15.5,S,10.4,99.0,15.2,72.0,1025.5
SSE,7.0,13.4,Yes,0.0,1021.3,20.0,S,56.0,Yes,7.0,26.0,2011-06-13,12.5,SydneyAirport,2.4,16.9,SE,5.8,96.0,14.9,79.0,1024.1
SSE,8.0,15.4,Yes,0.3,1020.0,46.0,SE,70.0,Yes,7.0,39.0,2011-06-14,13.4,SydneyAirport,3.4,17.3,SSE,2.2,79.0,16.1,71.0,1021.5
SSE,7.0,14.4,Yes,0.2,1021.8,37.0,SE,69.0,Yes,7.0,41.0,2011-06-15,13.9,SydneyAirport,6.0,18.0,SE,6.6,87.0,17.4,61.0,1023.8
SE,7.0,15.2,Yes,1.3,1017.0,33.0,SSE,52.0,No,7.0,35.0,2011-06-16,13.9,SydneyAirport,3.6,16.6,SW,4.8,72.0,15.3,74.0,1021.2
W,1.0,12.1,No,9.5,1005.9,37.0,WNW,74.0,No,2.0,9.0,2011-06-17,8.3,SydneyAirport,1.4,19.1,W,0.0,73.0,16.4,39.0,1008.3
W,1.0,11.5,No,9.8,1009.8,33.0,W,52.0,No,1.0,17.0,2011-06-18,9.0,SydneyAirport,3.6,18.0,W,0.0,54.0,17.5,40.0,1011.8
WSW,1.0,11.7,No,9.7,1014.0,11.0,NW,35.0,No,1.0,13.0,2011-06-19,8.1,SydneyAirport,2.8,18.8,WNW,0.0,64.0,18.2,40.0,1016.4
NW,0.0,13.1,No,9.7,1011.7,26.0,NW,41.0,No,1.0,22.0,2011-06-20,8.4,SydneyAirport,3.4,20.3,WNW,0.0,57.0,19.6,34.0,1015.4
W,6.0,14.6,No,6.8,1001.3,54.0,N,83.0,No,7.0,35.0,2011-06-21,11.3,SydneyAirport,5.0,21.6,W,0.0,52.0,17.3,41.0,1004.8
W,2.0,11.9,No,9.2,1010.7,43.0,NW,57.0,No,3.0,20.0,2011-06-22,8.8,SydneyAirport,4.6,16.4,WSW,0.0,45.0,15.1,32.0,1010.6
WSW,1.0,14.3,No,9.4,1017.4,24.0,WNW,50.0,No,1.0,17.0,2011-06-23,9.7,SydneyAirport,3.8,19.5,WSW,0.0,53.0,18.8,40.0,1016.8
WNW,1.0,11.6,No,9.8,1024.7,15.0,NW,30.0,No,1.0,11.0,2011-06-24,7.8,SydneyAirport,3.4,18.7,WNW,0.0,62.0,18.0,40.0,1026.8
NW,1.0,11.6,No,9.5,1027.9,7.0,NNW,20.0,No,4.0,13.0,2011-06-25,7.5,SydneyAirport,2.4,19.4,NE,0.0,68.0,18.8,49.0,1031.2
NW,1.0,10.8,No,9.7,1023.1,11.0,NW,31.0,No,3.0,17.0,2011-06-26,7.5,SydneyAirport,1.8,20.5,WNW,0.0,77.0,20.4,31.0,1026.9
SSW,1.0,12.1,No,9.6,1027.5,20.0,WNW,35.0,No,2.0,13.0,2011-06-27,7.1,SydneyAirport,2.6,18.1,S,0.0,54.0,16.5,71.0,1027.8
SE,5.0,13.1,No,0.7,1032.9,30.0,W,50.0,Yes,5.0,9.0,2011-06-28,9.9,SydneyAirport,2.6,16.9,S,0.0,73.0,15.8,67.0,1034.3
SSE,6.0,15.6,Yes,2.6,1036.0,11.0,S,44.0,Yes,7.0,24.0,2011-06-29,13.0,SydneyAirport,2.0,18.0,ESE,1.4,71.0,14.5,90.0,1036.9
ESE,7.0,14.3,Yes,0.7,1035.1,15.0,WNW,39.0,Yes,7.0,11.0,2011-06-30,12.4,SydneyAirport,1.6,16.8,SSE,2.0,78.0,16.0,51.0,1038.1
SSW,6.0,13.5,Yes,1.9,1028.2,30.0,SW,44.0,Yes,6.0,20.0,2011-07-01,10.9,SydneyAirport,2.6,15.5,S,2.2,86.0,15.4,72.0,1031.7
SW,3.0,14.5,Yes,9.6,1022.5,11.0,WNW,26.0,No,2.0,9.0,2011-07-02,11.6,SydneyAirport,1.4,19.0,NNE,4.6,84.0,18.4,54.0,1026.6
N,3.0,12.0,No,8.1,1017.1,28.0,NW,41.0,No,1.0,17.0,2011-07-03,7.7,SydneyAirport,3.0,20.8,N,0.0,78.0,19.9,39.0,1022.1
WNW,1.0,17.6,No,6.9,1009.8,26.0,NNW,56.0,No,5.0,24.0,2011-07-04,12.0,SydneyAirport,4.4,21.2,NNW,0.0,48.0,20.2,46.0,1014.0
WNW,1.0,14.8,No,9.8,1005.0,39.0,WNW,74.0,No,1.0,44.0,2011-07-05,12.0,SydneyAirport,4.8,17.9,W,0.0,32.0,17.6,26.0,1009.0
WNW,1.0,14.2,No,9.4,1007.5,33.0,NW,69.0,No,2.0,19.0,2011-07-06,10.4,SydneyAirport,5.6,18.3,WNW,0.0,40.0,17.4,28.0,1010.4
W,1.0,14.5,No,10.0,1013.9,39.0,WNW,76.0,No,3.0,57.0,2011-07-07,11.7,SydneyAirport,5.4,17.0,WSW,0.0,43.0,16.1,31.0,1007.8
WNW,0.0,9.5,No,9.9,1018.1,24.0,NW,57.0,No,0.0,19.0,2011-07-08,5.6,SydneyAirport,4.0,18.0,NW,0.0,54.0,17.4,29.0,1022.5
W,1.0,10.4,No,10.0,1015.8,31.0,WNW,54.0,No,1.0,30.0,2011-07-09,5.9,SydneyAirport,4.0,17.0,W,0.0,47.0,16.4,34.0,1018.8
WNW,1.0,11.2,No,10.0,1010.1,35.0,WNW,70.0,No,1.0,31.0,2011-07-10,5.7,SydneyAirport,3.8,17.2,WNW,0.0,41.0,16.7,25.0,1014.6
W,0.0,12.0,No,10.0,1018.2,13.0,W,41.0,No,1.0,19.0,2011-07-11,9.8,SydneyAirport,4.0,17.3,W,0.0,41.0,16.2,31.0,1017.7
WSW,0.0,9.4,No,9.4,1017.7,17.0,WNW,52.0,No,1.0,15.0,2011-07-12,5.7,SydneyAirport,3.2,19.1,NW,0.0,56.0,19.1,26.0,1022.4
SW,6.0,11.0,No,0.0,1016.8,20.0,WSW,48.0,No,7.0,20.0,2011-07-13,9.3,SydneyAirport,3.8,13.6,W,0.0,47.0,12.6,47.0,1018.5
WSW,1.0,11.3,No,9.9,1027.5,30.0,WSW,48.0,No,2.0,30.0,2011-07-14,8.9,SydneyAirport,2.8,13.4,SSW,0.0,55.0,13.2,48.0,1025.8
S,7.0,8.1,No,0.6,1032.5,33.0,WNW,50.0,Yes,7.0,20.0,2011-07-15,5.4,SydneyAirport,2.0,12.8,S,0.6,67.0,12.7,83.0,1034.7
ENE,8.0,10.1,Yes,4.4,1027.8,13.0,WSW,31.0,Yes,7.0,9.0,2011-07-16,8.1,SydneyAirport,1.4,16.4,E,4.6,96.0,15.3,57.0,1032.0
NNW,6.0,12.8,Yes,0.7,1021.5,9.0,WNW,24.0,No,6.0,7.0,2011-07-17,10.1,SydneyAirport,1.4,16.5,N,1.8,93.0,15.9,72.0,1025.2
W,5.0,12.4,No,7.0,1015.0,9.0,WNW,39.0,No,5.0,17.0,2011-07-18,9.3,SydneyAirport,1.0,19.3,WNW,0.0,82.0,18.4,46.0,1018.7
SSW,3.0,8.8,No,5.1,1011.7,35.0,WNW,69.0,Yes,7.0,20.0,2011-07-19,6.5,SydneyAirport,3.2,15.2,W,0.0,63.0,10.3,71.0,1014.8
S,7.0,13.8,Yes,1.6,1013.5,57.0,SSW,85.0,Yes,7.0,46.0,2011-07-20,8.6,SydneyAirport,,16.8,SSW,60.2,99.0,14.6,80.0,1012.8
SSW,8.0,11.4,Yes,0.0,1014.3,41.0,SW,63.0,Yes,8.0,37.0,2011-07-21,11.4,SydneyAirport,6.4,14.4,SW,36.8,99.0,11.2,97.0,1016.6
S,7.0,12.8,Yes,0.0,1017.9,26.0,S,72.0,Yes,7.0,39.0,2011-07-22,11.1,SydneyAirport,,14.1,W,91.0,89.0,11.4,99.0,1018.4
SW,7.0,10.4,Yes,2.7,1019.2,39.0,SW,54.0,No,6.0,28.0,2011-07-23,9.1,SydneyAirport,5.6,13.9,SSW,47.4,91.0,13.5,74.0,1020.3
W,6.0,9.9,No,4.7,1017.8,15.0,WNW,28.0,No,8.0,15.0,2011-07-24,6.7,SydneyAirport,2.8,14.7,WSW,1.0,70.0,13.7,51.0,1019.9
WSW,6.0,12.0,No,6.0,1014.7,13.0,NNW,46.0,No,4.0,13.0,2011-07-25,7.9,SydneyAirport,1.6,18.6,W,0.0,69.0,17.7,46.0,1017.8
SW,2.0,11.9,No,8.3,1018.7,20.0,NW,41.0,No,5.0,17.0,2011-07-26,7.4,SydneyAirport,0.4,18.7,W,0.2,64.0,18.6,32.0,1020.1
,5.0,12.4,No,8.7,1026.9,26.0,SW,,No,4.0,17.0,2011-07-27,7.8,SydneyAirport,3.0,15.3,SSW,0.0,75.0,14.5,73.0,1027.1
,1.0,11.2,No,10.2,1025.6,13.0,NW,,No,1.0,17.0,2011-07-28,7.6,SydneyAirport,1.8,19.6,NNW,0.0,70.0,19.4,37.0,1029.5
NW,0.0,11.9,No,10.4,1023.5,7.0,NW,26.0,No,1.0,15.0,2011-07-29,7.6,SydneyAirport,3.6,19.9,NNE,0.0,63.0,19.0,28.0,1027.0
NE,1.0,11.0,No,9.7,1020.4,17.0,NW,30.0,No,3.0,15.0,2011-07-30,6.7,SydneyAirport,2.8,20.7,N,0.0,62.0,20.1,29.0,1024.7
W,5.0,12.1,No,8.7,1019.4,7.0,NW,28.0,No,6.0,17.0,2011-07-31,7.1,SydneyAirport,3.4,20.4,SE,0.0,61.0,18.2,58.0,1022.3
NNE,2.0,14.5,No,9.6,1019.1,19.0,WNW,30.0,No,3.0,15.0,2011-08-01,9.8,SydneyAirport,2.4,21.9,E,0.0,64.0,21.6,38.0,1022.8
NW,3.0,14.2,No,9.8,1020.7,0.0,WNW,31.0,No,3.0,17.0,2011-08-02,9.2,SydneyAirport,3.8,22.5,,0.0,60.0,21.6,29.0,1023.1
NW,7.0,14.8,No,5.2,1021.3,11.0,NW,22.0,No,1.0,13.0,2011-08-03,11.7,SydneyAirport,2.8,25.9,NW,0.0,62.0,25.5,27.0,1023.3
NE,0.0,17.1,No,10.2,1023.8,17.0,NW,35.0,No,1.0,15.0,2011-08-04,12.7,SydneyAirport,,25.4,NNE,0.0,53.0,24.2,40.0,1026.5
N,1.0,15.7,No,10.1,1021.5,31.0,NW,46.0,No,1.0,11.0,2011-08-05,11.0,SydneyAirport,5.4,25.2,N,0.0,58.0,24.5,24.0,1025.5
SW,1.0,15.0,No,7.7,1016.4,17.0,WNW,35.0,No,6.0,9.0,2011-08-06,10.8,SydneyAirport,5.8,24.5,NNW,0.0,57.0,23.3,35.0,1021.3
N,6.0,15.5,No,4.3,1012.7,28.0,NNW,37.0,Yes,7.0,13.0,2011-08-07,14.3,SydneyAirport,5.0,20.5,N,0.2,79.0,18.3,65.0,1017.0
W,1.0,12.0,Yes,9.1,1007.8,19.0,WNW,41.0,No,6.0,11.0,2011-08-08,8.5,SydneyAirport,2.0,17.4,WSW,3.0,61.0,15.9,47.0,1011.2
W,6.0,10.4,No,2.8,1005.8,15.0,W,33.0,No,5.0,22.0,2011-08-09,7.1,SydneyAirport,3.8,16.9,SSE,0.0,65.0,14.9,47.0,1008.3
WNW,2.0,11.6,No,9.8,1004.3,19.0,WNW,48.0,No,3.0,20.0,2011-08-10,5.7,SydneyAirport,0.8,19.1,W,0.0,54.0,17.8,28.0,1007.3
SSW,6.0,11.7,No,6.7,1008.4,11.0,WNW,33.0,Yes,6.0,19.0,2011-08-11,5.6,SydneyAirport,,16.2,SE,0.0,58.0,15.7,55.0,1008.7
SSW,6.0,14.4,Yes,2.7,1018.8,30.0,SSW,50.0,Yes,7.0,28.0,2011-08-12,11.3,SydneyAirport,6.2,15.2,SSW,9.0,77.0,13.8,91.0,1018.0
WNW,1.0,12.5,Yes,7.8,1022.3,17.0,WNW,28.0,Yes,8.0,17.0,2011-08-13,7.9,SydneyAirport,1.2,18.4,SE,1.6,65.0,17.1,54.0,1024.5
S,7.0,12.9,Yes,0.8,1024.0,19.0,SSW,41.0,No,7.0,17.0,2011-08-14,11.6,SydneyAirport,2.2,15.3,S,3.2,96.0,15.1,78.0,1025.9
SW,6.0,13.8,No,5.1,1022.8,13.0,NNW,22.0,No,7.0,9.0,2011-08-15,9.3,SydneyAirport,1.6,17.1,SE,0.2,70.0,16.6,64.0,1026.4
E,4.0,13.7,No,8.2,1018.7,17.0,NNW,26.0,Yes,3.0,13.0,2011-08-16,10.4,SydneyAirport,2.4,17.9,ENE,0.0,77.0,17.5,57.0,1022.1
NNE,7.0,13.7,Yes,1.1,1014.0,20.0,WNW,63.0,Yes,8.0,9.0,2011-08-17,10.1,SydneyAirport,2.0,17.7,N,4.0,84.0,16.2,78.0,1018.4
NNE,3.0,13.9,Yes,9.7,1008.8,30.0,NNW,56.0,No,3.0,30.0,2011-08-18,11.2,SydneyAirport,2.2,18.4,W,6.4,61.0,17.2,30.0,1008.6
SE,7.0,9.4,No,0.7,1016.1,56.0,W,81.0,Yes,8.0,26.0,2011-08-19,8.2,SydneyAirport,4.2,17.2,SSE,0.6,89.0,16.0,76.0,1014.1
SSE,3.0,16.7,Yes,9.7,1028.9,30.0,SE,61.0,No,2.0,35.0,2011-08-20,9.2,SydneyAirport,3.8,18.4,SE,11.8,54.0,17.5,50.0,1029.1
SE,4.0,16.2,No,5.8,1035.0,30.0,SE,54.0,No,7.0,30.0,2011-08-21,13.2,SydneyAirport,6.0,17.7,SE,0.0,53.0,15.6,61.0,1035.1
SE,4.0,14.0,No,6.9,1037.0,20.0,S,37.0,No,5.0,28.0,2011-08-22,12.0,SydneyAirport,4.2,17.5,SE,0.0,79.0,16.9,52.0,1038.3
WNW,5.0,14.6,No,3.0,1031.9,13.0,SW,41.0,No,5.0,15.0,2011-08-23,12.5,SydneyAirport,2.8,16.8,ESE,0.2,86.0,16.4,73.0,1036.1
ENE,1.0,15.4,No,10.3,1026.4,17.0,NW,31.0,No,1.0,13.0,2011-08-24,10.0,SydneyAirport,1.4,19.9,NE,0.6,77.0,19.0,50.0,1030.5
NE,1.0,15.4,No,10.6,1020.4,22.0,NW,33.0,No,0.0,13.0,2011-08-25,9.4,SydneyAirport,4.0,21.6,NE,0.0,67.0,21.0,54.0,1025.7
SSE,3.0,16.9,No,10.4,1022.8,17.0,SSE,33.0,No,1.0,20.0,2011-08-26,10.4,SydneyAirport,4.0,19.4,ESE,0.0,78.0,19.0,63.0,1025.6
S,7.0,13.7,No,4.0,1017.8,11.0,WNW,46.0,No,5.0,13.0,2011-08-27,10.9,SydneyAirport,3.4,20.1,NNE,0.0,91.0,18.3,70.0,1021.8
S,7.0,14.8,No,8.2,1016.8,19.0,WNW,46.0,No,2.0,15.0,2011-08-28,10.8,SydneyAirport,0.8,19.6,E,0.0,72.0,19.3,58.0,1021.2
SSW,8.0,14.8,No,10.4,1015.2,19.0,SW,41.0,No,8.0,7.0,2011-08-29,10.4,SydneyAirport,3.6,21.9,SW,0.0,74.0,21.2,30.0,1017.4
S,6.0,15.1,No,8.4,1021.2,19.0,S,44.0,No,5.0,22.0,2011-08-30,14.0,SydneyAirport,3.6,17.4,SE,0.0,80.0,16.8,65.0,1023.1
SE,5.0,15.6,No,9.7,1021.3,17.0,WSW,26.0,No,3.0,6.0,2011-08-31,11.9,SydneyAirport,2.4,18.8,E,0.0,81.0,17.9,62.0,
SE,7.0,16.4,No,7.9,1022.7,22.0,SW,31.0,No,5.0,11.0,2011-09-01,14.6,SydneyAirport,1.0,19.1,SE,0.0,81.0,17.8,61.0,1024.4
S,7.0,14.9,No,4.2,1029.0,20.0,SSW,41.0,No,7.0,26.0,2011-09-02,14.3,SydneyAirport,4.0,16.8,S,0.0,69.0,15.6,56.0,1029.6
NE,6.0,14.6,No,9.7,1027.0,33.0,NW,44.0,No,1.0,13.0,2011-09-03,10.0,SydneyAirport,1.0,20.7,NE,0.0,64.0,19.9,46.0,1031.1
NE,2.0,16.8,No,10.5,1023.8,31.0,NW,43.0,No,4.0,15.0,2011-09-04,10.8,SydneyAirport,3.4,21.7,NE,0.0,58.0,21.0,52.0,1028.2
NNE,6.0,18.7,No,6.1,1023.1,22.0,NW,41.0,No,2.0,13.0,2011-09-05,13.6,SydneyAirport,5.6,22.6,NE,0.0,54.0,21.6,48.0,1026.4
WNW,4.0,20.8,No,10.3,1014.0,26.0,N,57.0,No,6.0,22.0,2011-09-06,14.5,SydneyAirport,3.2,27.0,ENE,0.0,42.0,26.0,33.0,1019.6
W,2.0,15.2,No,10.4,1017.7,24.0,W,48.0,No,3.0,30.0,2011-09-07,11.3,SydneyAirport,8.4,18.1,SE,1.0,37.0,17.0,36.0,1019.4
SE,6.0,16.7,No,0.9,1017.7,19.0,ESE,31.0,Yes,7.0,19.0,2011-09-08,12.9,SydneyAirport,5.8,17.8,E,0.0,56.0,17.5,57.0,1021.1
WSW,8.0,12.2,Yes,1.1,1006.6,19.0,WSW,48.0,Yes,7.0,15.0,2011-09-09,12.0,SydneyAirport,1.6,12.9,S,2.8,87.0,12.6,80.0,1009.2
W,2.0,12.0,Yes,7.8,1008.6,33.0,W,67.0,No,7.0,28.0,2011-09-10,6.6,SydneyAirport,2.3,17.0,W,2.2,44.0,15.4,35.0,1010.8
SW,1.0,14.7,No,10.2,1011.5,33.0,W,59.0,No,2.0,24.0,2011-09-11,9.2,SydneyAirport,4.4,19.4,WSW,0.0,48.0,17.4,31.0,1013.3
SSW,1.0,13.9,No,10.8,1022.8,20.0,SSW,48.0,No,1.0,26.0,2011-09-12,8.5,SydneyAirport,6.0,17.2,SE,0.2,56.0,16.7,45.0,1023.2
NNW,0.0,13.4,No,10.9,1019.7,19.0,WNW,39.0,No,3.0,15.0,2011-09-13,7.7,SydneyAirport,4.0,23.6,NE,0.0,50.0,21.9,29.0,1026.0
SSW,1.0,18.6,No,10.9,1016.9,28.0,WNW,54.0,No,1.0,9.0,2011-09-14,10.1,SydneyAirport,5.2,27.2,WSW,0.0,31.0,25.8,12.0,1022.5
S,6.0,16.2,No,9.1,1018.2,22.0,S,37.0,No,1.0,13.0,2011-09-15,14.9,SydneyAirport,6.8,20.0,ENE,0.0,72.0,18.5,57.0,1022.7
NNE,1.0,18.8,No,7.6,1012.3,22.0,NW,33.0,No,5.0,11.0,2011-09-16,10.5,SydneyAirport,4.8,24.6,NE,0.0,52.0,23.6,37.0,1018.5
SSW,1.0,18.1,No,9.6,1013.1,26.0,S,35.0,No,5.0,17.0,2011-09-17,14.5,SydneyAirport,5.8,23.9,ENE,0.0,76.0,22.1,60.0,1017.6
S,7.0,19.7,No,10.5,1015.9,31.0,WSW,63.0,No,1.0,7.0,2011-09-18,14.2,SydneyAirport,6.8,31.1,SSE,0.0,58.0,20.0,69.0,1013.4
NNE,4.0,20.5,No,9.8,1013.5,37.0,N,65.0,No,1.0,20.0,2011-09-19,14.9,SydneyAirport,3.8,25.9,NE,0.0,54.0,22.0,62.0,1020.6
W,4.0,25.9,No,10.0,1006.6,52.0,N,83.0,No,3.0,35.0,2011-09-20,17.3,SydneyAirport,8.0,29.3,WNW,0.0,27.0,23.2,19.0,1004.5
WSW,0.0,17.1,No,11.0,1017.3,24.0,W,41.0,No,0.0,17.0,2011-09-21,11.1,SydneyAirport,9.0,21.0,ENE,0.0,40.0,20.1,39.0,1020.3
NNE,1.0,18.8,No,10.9,1018.8,26.0,W,50.0,No,0.0,7.0,2011-09-22,12.0,SydneyAirport,5.2,22.7,ENE,0.0,55.0,21.6,50.0,1024.1
S,0.0,22.2,No,9.5,1012.8,19.0,NW,83.0,No,2.0,22.0,2011-09-23,12.5,SydneyAirport,5.6,32.1,W,0.0,35.0,30.9,13.0,1016.0
S,8.0,16.6,No,0.4,1018.1,19.0,E,56.0,Yes,8.0,17.0,2011-09-24,14.7,SydneyAirport,8.2,17.8,SE,0.2,65.0,16.2,76.0,1021.6
ESE,7.0,14.6,Yes,0.0,1020.4,41.0,ESE,65.0,Yes,7.0,43.0,2011-09-25,13.1,SydneyAirport,6.8,17.3,SSE,22.8,81.0,14.9,75.0,1019.2
SSE,6.0,17.3,Yes,7.2,1022.3,26.0,SE,52.0,No,1.0,30.0,2011-09-26,12.1,SydneyAirport,4.0,18.8,SE,19.8,46.0,18.0,48.0,1025.2
ENE,5.0,18.3,No,9.3,1018.7,35.0,NW,52.0,No,5.0,13.0,2011-09-27,10.4,SydneyAirport,5.0,21.2,NE,0.0,53.0,19.3,49.0,1023.2
NE,6.0,16.9,No,0.2,1010.5,20.0,NW,31.0,Yes,7.0,17.0,2011-09-28,13.2,SydneyAirport,7.2,18.8,NE,0.0,58.0,16.7,84.0,1015.8
,8.0,18.2,Yes,5.1,995.8,52.0,N,,Yes,6.0,22.0,2011-09-29,15.6,SydneyAirport,1.4,22.8,NW,5.0,73.0,18.9,27.0,997.7
WNW,5.0,16.4,Yes,8.0,1002.9,39.0,W,70.0,No,3.0,37.0,2011-09-30,11.9,SydneyAirport,7.0,21.3,WNW,1.2,36.0,19.7,25.0,1004.4
SSW,7.0,16.8,No,5.2,1005.3,20.0,W,54.0,Yes,8.0,7.0,2011-10-01,10.0,SydneyAirport,6.6,19.0,SSE,0.0,42.0,18.3,47.0,1006.8
SSE,7.0,13.3,Yes,0.2,1016.7,41.0,S,69.0,Yes,7.0,46.0,2011-10-02,11.8,SydneyAirport,6.4,16.9,SSE,7.0,87.0,15.5,63.0,1013.3
SSE,7.0,12.9,Yes,7.2,1021.7,39.0,SW,54.0,No,6.0,24.0,2011-10-03,10.4,SydneyAirport,4.2,16.2,S,6.4,75.0,16.0,60.0,1023.4
SSW,7.0,14.4,No,5.9,1023.3,30.0,SW,48.0,No,3.0,19.0,2011-10-04,11.0,SydneyAirport,6.0,17.3,S,0.6,76.0,16.4,63.0,1024.7
SE,7.0,14.6,No,2.9,1018.3,17.0,NW,28.0,No,7.0,15.0,2011-10-05,10.2,SydneyAirport,4.0,19.1,E,0.0,66.0,17.6,48.0,1022.6
ENE,7.0,15.9,No,0.9,1013.5,19.0,W,33.0,Yes,8.0,7.0,2011-10-06,13.4,SydneyAirport,3.0,20.6,NNE,0.0,68.0,19.8,57.0,1016.7
SW,7.0,16.8,Yes,6.3,1010.2,24.0,WNW,31.0,Yes,3.0,9.0,2011-10-07,14.3,SydneyAirport,2.2,21.8,E,1.4,80.0,20.9,58.0,1013.6
S,8.0,16.7,Yes,5.0,1009.4,24.0,WSW,39.0,No,7.0,7.0,2011-10-08,14.3,SydneyAirport,4.0,19.2,S,3.2,93.0,17.6,88.0,1011.4
W,7.0,16.3,No,6.0,1005.0,26.0,NW,54.0,No,7.0,13.0,2011-10-09,13.7,SydneyAirport,4.0,24.1,W,0.0,80.0,21.0,34.0,1008.2
E,5.0,15.5,No,6.9,1006.4,30.0,NW,37.0,No,6.0,13.0,2011-10-10,12.1,SydneyAirport,4.4,20.9,E,0.0,72.0,18.3,57.0,1010.1
WSW,6.0,15.3,No,10.3,1009.6,20.0,W,44.0,No,7.0,28.0,2011-10-11,11.6,SydneyAirport,5.4,20.4,ESE,0.0,41.0,19.7,35.0,1011.4
SSW,2.0,15.2,No,7.2,1017.4,22.0,WSW,44.0,Yes,6.0,11.0,2011-10-12,11.0,SydneyAirport,5.4,19.8,SSE,0.0,55.0,15.4,85.0,1017.6
ENE,5.0,16.1,Yes,3.1,1021.4,28.0,SSW,43.0,No,4.0,11.0,2011-10-13,14.6,SydneyAirport,4.4,19.7,ENE,2.2,77.0,18.6,55.0,1023.4
NNE,8.0,18.6,No,0.0,1017.6,30.0,NE,39.0,Yes,8.0,22.0,2011-10-14,16.0,SydneyAirport,4.6,19.5,NE,0.0,60.0,18.0,67.0,1020.8
NE,7.0,18.8,Yes,7.6,1007.5,15.0,NE,39.0,No,3.0,15.0,2011-10-15,17.3,SydneyAirport,4.2,23.5,ESE,18.4,90.0,22.4,66.0,1010.8
S,1.0,18.1,No,11.6,1015.2,26.0,SSW,33.0,Yes,1.0,24.0,2011-10-16,16.5,SydneyAirport,3.4,20.8,SE,0.0,73.0,20.1,58.0,1014.5
S,7.0,16.2,Yes,8.9,1032.0,26.0,S,59.0,No,1.0,35.0,2011-10-17,13.2,SydneyAirport,7.0,18.0,SSE,2.2,60.0,17.5,45.0,1031.3
ENE,6.0,16.6,No,8.2,1031.7,17.0,SW,33.0,No,1.0,13.0,2011-10-18,13.4,SydneyAirport,8.0,19.7,E,0.0,65.0,19.4,42.0,1035.1
ENE,1.0,18.1,No,12.0,1027.7,28.0,NW,41.0,No,1.0,13.0,2011-10-19,12.4,SydneyAirport,4.0,23.2,NE,0.0,57.0,22.0,43.0,1031.7
NNE,0.0,19.0,No,12.4,1023.2,28.0,NW,52.0,No,1.0,11.0,2011-10-20,13.9,SydneyAirport,8.0,26.2,NE,0.0,58.0,25.4,40.0,1028.2
SSW,1.0,22.0,No,12.2,1021.1,22.0,NW,43.0,No,1.0,13.0,2011-10-21,16.2,SydneyAirport,7.6,30.7,E,0.0,47.0,29.5,20.0,1024.0
S,7.0,19.1,No,8.2,1021.2,24.0,SW,41.0,No,6.0,6.0,2011-10-22,17.3,SydneyAirport,8.8,25.8,E,0.0,80.0,25.5,50.0,1024.9
NNE,7.0,20.2,No,9.5,1017.7,19.0,S,37.0,No,6.0,11.0,2011-10-23,18.5,SydneyAirport,4.8,25.6,E,0.0,87.0,24.5,63.0,1022.2
N,5.0,25.4,No,12.1,1007.4,24.0,NW,46.0,Yes,5.0,13.0,2011-10-24,18.7,SydneyAirport,4.8,34.6,NNW,0.0,48.0,34.0,17.0,1013.8
SSE,7.0,18.1,Yes,0.3,1013.8,41.0,S,65.0,Yes,7.0,31.0,2011-10-25,17.9,SydneyAirport,11.8,18.4,SSE,1.6,89.0,16.3,91.0,
SE,8.0,14.9,Yes,0.0,1022.6,26.0,SE,41.0,Yes,8.0,28.0,2011-10-26,13.4,SydneyAirport,4.0,18.9,SE,3.2,79.0,17.0,57.0,1022.9
ENE,6.0,18.7,Yes,4.3,1022.2,24.0,ESE,37.0,No,7.0,22.0,2011-10-27,13.6,SydneyAirport,3.2,20.4,E,1.2,59.0,19.0,50.0,1024.3
NNE,5.0,20.3,No,8.3,1015.5,33.0,N,48.0,No,5.0,9.0,2011-10-28,16.5,SydneyAirport,4.6,23.7,NNE,0.0,59.0,22.4,53.0,1019.9
S,7.0,22.9,No,5.1,1008.9,7.0,NW,41.0,No,7.0,13.0,2011-10-29,17.5,SydneyAirport,6.2,28.9,NW,0.0,63.0,21.7,82.0,
S,7.0,19.0,No,8.1,1009.5,24.0,S,74.0,No,4.0,13.0,2011-10-30,17.5,SydneyAirport,5.6,26.4,NE,0.0,87.0,23.1,65.0,1012.5
S,2.0,17.8,No,12.0,1020.1,31.0,SSW,46.0,No,1.0,24.0,2011-10-31,14.7,SydneyAirport,6.2,19.0,S,0.2,55.0,18.3,61.0,1021.1
S,7.0,15.3,No,6.7,1016.2,20.0,SSW,33.0,No,3.0,13.0,2011-11-01,14.9,SydneyAirport,5.4,20.4,SE,0.0,84.0,19.1,57.0,1020.3
SSE,4.0,18.7,No,11.4,1009.8,30.0,WSW,44.0,Yes,2.0,9.0,2011-11-02,15.3,SydneyAirport,5.8,22.3,SE,0.0,69.0,21.3,50.0,1011.6
SE,8.0,14.3,Yes,3.4,1014.1,19.0,E,41.0,Yes,4.0,17.0,2011-11-03,13.5,SydneyAirport,4.6,18.4,SSE,12.2,89.0,17.1,64.0,1013.3
