RainTomorrow,WindSpeed3pm,WindDir3pm,Rainfall,Pressure9am,RainToday,WindGustDir,Humidity3pm,WindSpeed9am,Pressure3pm,Humidity9am,Cloud9am,MinTempF,Temp9amF,Cloud3pm,MaxTempF,WindGustSpeed,Date,Location,WindDir9am,Temp3pmF
Yes,15.0,SW,7.8,1010.3,Yes,WSW,98.0,15.0,1009.2,99.0,8.0,58.459999999999994,61.34,8.0,62.42,48.0,2010-11-27,Ballarat,N,55.04
No,31.0,S,27.2,1012.9,Yes,S,64.0,35.0,1014.5,91.0,7.0,48.74,50.36,7.0,57.2,56.0,2010-11-28,Ballarat,S,56.48
No,39.0,SE,0.0,1017.4,No,SE,72.0,33.0,1015.8,84.0,8.0,46.94,51.08,8.0,62.24,57.0,2010-11-29,Ballarat,SSE,59.36
Yes,31.0,SE,0.0,1016.9,No,SE,69.0,31.0,1015.3,90.0,7.0,50.9,54.14,,67.64,57.0,2010-11-30,Ballarat,ESE,65.12
Yes,20.0,NE,2.0,1015.4,Yes,ENE,66.0,19.0,1013.0,99.0,8.0,53.96,57.74,8.0,71.24000000000001,39.0,2010-12-01,Ballarat,ESE,70.7
No,28.0,ENE,1.6,,Yes,NNE,64.0,15.0,,84.0,7.0,56.84,63.32,3.0,75.02,43.0,2010-12-02,Ballarat,NE,66.38
Yes,30.0,N,0.0,1012.7,No,NW,51.0,19.0,1009.2,94.0,7.0,55.04,62.6,,77.9,69.0,2010-12-03,Ballarat,N,75.02
No,7.0,NNE,5.0,1010.9,Yes,NNE,51.0,30.0,1009.8,83.0,5.0,57.74,67.46,,82.4,43.0,2010-12-04,Ballarat,NNE,79.52
No,20.0,NNE,0.2,1012.0,No,ESE,69.0,7.0,1011.0,54.0,2.0,59.540000000000006,77.54,1.0,83.48,35.0,2010-12-05,Ballarat,SE,71.42
Yes,17.0,NE,0.0,1011.2,No,NNE,65.0,28.0,1009.2,72.0,6.0,55.4,71.06,,77.72,43.0,2010-12-06,Ballarat,NNE,75.74000000000001
Yes,37.0,N,3.0,1006.1,Yes,N,76.0,37.0,,82.0,,62.42,66.92,,75.92,63.0,2010-12-07,Ballarat,NNE,73.04
Yes,30.0,N,9.8,,Yes,NNW,98.0,30.0,,100.0,8.0,61.34,66.2,8.0,69.25999999999999,61.0,2010-12-08,Ballarat,N,66.92
No,19.0,WNW,1.8,1010.1,Yes,NNW,60.0,4.0,1007.4,81.0,7.0,47.84,58.82,8.0,71.24000000000001,31.0,2010-12-09,Ballarat,SW,67.28
No,30.0,WNW,0.6,1010.7,No,WNW,49.0,28.0,1008.5,63.0,4.0,46.76,50.36,8.0,61.519999999999996,50.0,2010-12-10,Ballarat,W,58.82
Yes,33.0,NW,0.2,1005.1,No,NW,83.0,30.0,1000.9,97.0,8.0,46.76,51.620000000000005,6.0,68.18,65.0,2010-12-11,Ballarat,N,61.16
Yes,22.0,WSW,6.0,1004.5,Yes,W,69.0,30.0,1006.4,78.0,5.0,42.8,52.34,6.0,60.440000000000005,52.0,2010-12-12,Ballarat,W,58.28
No,6.0,SSE,3.0,1014.8,Yes,WNW,54.0,20.0,1014.1,66.0,5.0,39.38,53.78,,66.92,30.0,2010-12-13,Ballarat,W,61.88
No,15.0,N,0.0,1014.6,No,ESE,47.0,15.0,1010.6,65.0,1.0,51.44,63.5,1.0,76.82,28.0,2010-12-14,Ballarat,E,73.75999999999999
No,22.0,SSW,0.0,1003.2,No,N,85.0,44.0,1005.8,55.0,6.0,58.459999999999994,65.66,8.0,74.12,63.0,2010-12-15,Ballarat,N,55.94
No,19.0,WSW,0.0,1008.4,No,W,51.0,15.0,1006.6,73.0,5.0,42.620000000000005,50.72,7.0,65.12,39.0,2010-12-16,Ballarat,SSW,61.34
Yes,35.0,NW,0.0,1002.6,No,WNW,74.0,28.0,1000.5,65.0,2.0,42.08,57.02,8.0,67.82,57.0,2010-12-17,Ballarat,NW,61.34
No,15.0,SW,9.2,1001.4,Yes,N,75.0,19.0,1002.4,98.0,7.0,44.6,48.92,8.0,62.24,48.0,2010-12-18,Ballarat,W,55.76
Yes,20.0,SW,0.8,995.2,No,W,93.0,31.0,994.6,73.0,7.0,46.22,54.5,8.0,54.5,69.0,2010-12-19,Ballarat,N,46.76
Yes,30.0,WSW,9.2,1004.9,Yes,W,54.0,26.0,1005.9,77.0,6.0,41.0,49.82,,60.440000000000005,48.0,2010-12-20,Ballarat,SW,58.64
No,20.0,SW,5.2,1010.2,Yes,SSW,54.0,19.0,1012.8,98.0,6.0,46.22,51.8,8.0,59.0,43.0,2010-12-21,Ballarat,WSW,57.92
No,13.0,WSW,0.8,1018.3,No,SSW,37.0,9.0,1016.1,77.0,1.0,35.24,51.44,,70.88,33.0,2010-12-22,Ballarat,NNW,67.46
No,28.0,S,0.0,1021.2,No,S,47.0,24.0,1022.9,70.0,3.0,44.96,53.96,,66.74000000000001,43.0,2010-12-23,Ballarat,S,65.12
No,13.0,NNW,0.0,1022.6,No,SE,34.0,28.0,1018.8,66.0,1.0,46.22,55.04,,80.24000000000001,56.0,2010-12-24,Ballarat,ESE,77.0
No,11.0,NNE,0.0,1012.3,No,NNW,61.0,7.0,1009.6,76.0,7.0,51.26,64.58,8.0,78.44,39.0,2010-12-25,Ballarat,NNE,69.62
No,22.0,S,0.0,1008.7,No,SSW,57.0,28.0,1006.7,73.0,5.0,49.46,54.68,7.0,64.4,43.0,2010-12-26,Ballarat,S,61.16
No,26.0,S,0.0,1011.9,No,,54.0,26.0,1013.0,88.0,8.0,42.620000000000005,46.76,8.0,58.82,,2010-12-27,Ballarat,SW,54.86
No,9.0,SW,0.0,1017.2,No,SE,42.0,22.0,1014.3,67.0,2.0,35.06,51.44,,72.14,31.0,2010-12-28,Ballarat,ESE,68.54
No,15.0,SW,0.0,1013.8,No,W,37.0,20.0,1013.2,46.0,0.0,48.56,65.66,,80.06,46.0,2010-12-29,Ballarat,N,77.36
No,15.0,W,0.0,1016.3,No,SE,24.0,17.0,1015.7,70.0,0.0,50.54,61.16,,79.88,35.0,2010-12-30,Ballarat,ESE,77.36
No,52.0,NW,0.0,1011.0,No,NW,15.0,39.0,1006.6,44.0,3.0,55.4,75.56,,99.68,81.0,2010-12-31,Ballarat,N,98.6
No,19.0,SSW,0.0,1011.2,No,SSE,48.0,19.0,1010.9,83.0,5.0,53.42,56.3,,74.3,39.0,2011-01-01,Ballarat,S,71.6
No,28.0,SSW,0.0,1015.4,No,SSE,46.0,24.0,1014.7,67.0,6.0,46.76,53.42,,68.18,41.0,2011-01-02,Ballarat,S,65.48
No,26.0,SSE,0.0,1016.1,No,SSE,46.0,33.0,1014.7,62.0,3.0,44.06,53.6,,65.66,50.0,2011-01-03,Ballarat,SE,64.4
No,13.0,SSW,0.0,1011.8,No,SE,39.0,30.0,1009.4,68.0,1.0,46.94,55.76,,74.12,48.0,2011-01-04,Ballarat,SE,71.06
No,26.0,S,0.0,1009.0,No,SSE,46.0,22.0,1008.8,78.0,4.0,50.54,54.5,,70.16,44.0,2011-01-05,Ballarat,S,68.54
No,17.0,N,0.0,1009.4,No,SE,29.0,17.0,1007.4,69.0,0.0,51.26,62.6,,84.02,46.0,2011-01-06,Ballarat,ESE,79.52
No,35.0,N,0.0,1009.1,No,NNE,32.0,30.0,1008.1,59.0,8.0,62.42,70.88,,88.16,59.0,2011-01-07,Ballarat,NNE,85.64
No,13.0,NNW,0.0,1009.0,No,ESE,32.0,31.0,1007.9,59.0,3.0,65.66,73.75999999999999,2.0,87.61999999999999,54.0,2011-01-08,Ballarat,NNE,85.1
Yes,31.0,SE,0.0,1016.6,No,SE,63.0,35.0,1017.0,81.0,6.0,57.379999999999995,59.18,1.0,68.0,61.0,2011-01-09,Ballarat,SE,66.56
Yes,22.0,ESE,2.8,1015.4,Yes,ESE,99.0,19.0,1011.7,99.0,8.0,58.28,61.16,,69.8,52.0,2011-01-10,Ballarat,ESE,66.74000000000001
Yes,11.0,E,35.6,1011.1,Yes,NE,99.0,19.0,1008.6,93.0,8.0,61.16,66.02,8.0,68.72,31.0,2011-01-11,Ballarat,NNE,67.1
Yes,35.0,N,42.6,1002.0,Yes,N,85.0,30.0,1001.4,100.0,8.0,65.12,68.36,8.0,78.08,59.0,2011-01-12,Ballarat,NNE,76.64
Yes,30.0,NE,27.2,1007.3,Yes,NNE,99.0,17.0,1003.2,100.0,8.0,67.64,71.78,7.0,74.84,78.0,2011-01-13,Ballarat,NE,73.22
,19.0,W,95.0,1002.7,Yes,,69.0,13.0,,100.0,8.0,60.440000000000005,60.8,,77.9,,2011-01-14,Ballarat,WSW,74.3
No,11.0,WSW,,1009.1,,SW,46.0,6.0,1009.0,98.0,5.0,55.22,64.22,,81.5,22.0,2011-01-15,Ballarat,SE,78.44
No,17.0,W,0.0,1009.1,No,S,59.0,2.0,1006.7,100.0,3.0,57.92,63.86,,80.24000000000001,35.0,2011-01-16,Ballarat,W,79.88
No,28.0,SW,0.0,1007.9,No,SW,62.0,19.0,1007.8,80.0,6.0,50.9,57.02,,65.48,46.0,2011-01-17,Ballarat,SW,62.24
No,19.0,S,0.2,1010.8,No,SSW,65.0,15.0,1009.5,88.0,8.0,50.72,53.6,8.0,63.32,35.0,2011-01-18,Ballarat,SW,60.980000000000004
No,19.0,S,0.0,1011.6,No,SSE,55.0,24.0,1011.5,78.0,7.0,48.92,52.16,1.0,69.08,41.0,2011-01-19,Ballarat,S,65.12
No,13.0,N,0.0,1011.4,No,SE,27.0,7.0,1009.7,64.0,0.0,49.82,59.9,,80.42,37.0,2011-01-20,Ballarat,NE,78.08
No,11.0,S,0.0,1009.4,No,SE,43.0,9.0,1010.0,54.0,5.0,54.86,69.44,,84.74,56.0,2011-01-21,Ballarat,N,81.32
No,15.0,SSW,0.0,1013.4,No,SE,68.0,33.0,1011.8,80.0,3.0,53.24,59.9,,77.9,57.0,2011-01-22,Ballarat,ESE,75.2
Yes,6.0,NE,0.0,1009.5,No,SE,41.0,9.0,1006.1,80.0,3.0,58.28,65.48,,82.94,31.0,2011-01-23,Ballarat,ESE,80.42
No,17.0,SSW,2.6,1004.0,Yes,SW,50.0,15.0,1005.3,90.0,6.0,52.7,57.92,,68.0,37.0,2011-01-24,Ballarat,WSW,64.58
,22.0,NNW,0.0,1007.6,No,,41.0,9.0,1006.5,65.0,3.0,49.1,61.519999999999996,,74.66,,2011-01-25,Ballarat,NNW,73.94
No,22.0,SSE,,1013.4,,SE,71.0,17.0,1014.9,99.0,8.0,53.6,55.76,6.0,69.62,39.0,2011-01-26,Ballarat,S,64.75999999999999
No,20.0,SW,0.0,1016.6,No,S,40.0,9.0,1017.3,62.0,2.0,50.36,63.86,,74.3,39.0,2011-01-27,Ballarat,SSE,72.32
No,19.0,SSE,0.0,1021.4,No,SE,45.0,20.0,1019.6,75.0,2.0,48.56,55.22,,72.68,35.0,2011-01-28,Ballarat,SSE,69.62
No,4.0,NNW,0.0,1017.7,No,SE,21.0,13.0,1017.6,53.0,3.0,49.28,61.7,,83.12,35.0,2011-01-29,Ballarat,ESE,81.32
No,28.0,N,0.0,1016.8,No,N,27.0,24.0,1015.0,43.0,0.0,60.980000000000004,72.86,,92.48,44.0,2011-01-30,Ballarat,N,90.14
No,11.0,N,0.0,1012.7,No,N,39.0,22.0,1011.1,44.0,0.0,62.6,80.06,,95.36,35.0,2011-01-31,Ballarat,N,92.3
No,30.0,SW,0.0,1004.8,No,NNW,44.0,35.0,1004.9,49.0,2.0,72.14,79.52,1.0,97.34,67.0,2011-02-01,Ballarat,N,86.0
No,22.0,NNW,0.0,1010.5,No,SE,50.0,11.0,1009.2,75.0,4.0,55.4,65.3,,91.03999999999999,54.0,2011-02-02,Ballarat,SE,86.0
Yes,9.0,SSW,0.0,1013.4,No,SW,62.0,13.0,1012.0,99.0,8.0,60.980000000000004,62.24,,84.02,28.0,2011-02-03,Ballarat,S,80.24000000000001
Yes,33.0,N,4.4,1010.7,Yes,N,77.0,28.0,1006.7,100.0,8.0,62.24,71.24000000000001,8.0,86.9,52.0,2011-02-04,Ballarat,N,79.52
,,,70.4,1006.0,Yes,SW,,11.0,,99.0,8.0,59.540000000000006,60.8,,64.58,41.0,2011-02-05,Ballarat,W,
No,26.0,SSW,,1019.9,,SSW,50.0,17.0,1023.4,83.0,4.0,44.96,49.1,8.0,60.26,43.0,2011-02-06,Ballarat,SW,57.379999999999995
,22.0,SSW,0.0,1024.9,No,,50.0,19.0,1022.8,73.0,0.0,41.18,51.08,,66.2,,2011-02-07,Ballarat,S,64.04
No,26.0,SE,,1021.7,,SSE,57.0,30.0,1020.9,77.0,5.0,51.620000000000005,55.04,,65.48,44.0,2011-02-08,Ballarat,S,64.4
No,20.0,N,0.0,1021.3,No,SE,51.0,20.0,1019.2,74.0,5.0,49.46,56.66,,77.54,52.0,2011-02-09,Ballarat,ESE,76.46
Yes,24.0,NNE,0.0,1016.6,No,NNE,59.0,20.0,1013.1,71.0,7.0,56.48,68.18,,80.42,37.0,2011-02-10,Ballarat,NNE,79.7
Yes,19.0,SW,17.8,1010.7,Yes,,99.0,13.0,1010.6,99.0,7.0,64.94,67.46,8.0,72.32,,2011-02-11,Ballarat,NNW,64.75999999999999
No,28.0,SSE,1.8,1018.4,Yes,S,61.0,30.0,1018.4,79.0,6.0,51.26,52.879999999999995,1.0,63.14,43.0,2011-02-12,Ballarat,SSE,61.16
No,28.0,S,0.0,1021.9,No,SSE,60.0,22.0,1021.6,87.0,7.0,43.7,51.620000000000005,2.0,66.92,44.0,2011-02-13,Ballarat,S,65.3
No,19.0,SSE,0.2,1022.6,No,SE,61.0,31.0,1020.9,84.0,5.0,51.08,57.2,,75.02,54.0,2011-02-14,Ballarat,SE,73.58
No,19.0,NNE,0.0,1020.8,No,N,48.0,24.0,1018.0,76.0,5.0,53.6,67.64,,80.96,39.0,2011-02-15,Ballarat,NNE,78.25999999999999
Yes,19.0,NNE,0.0,1016.8,No,NNE,71.0,22.0,1013.7,85.0,6.0,59.540000000000006,67.1,8.0,74.3,35.0,2011-02-16,Ballarat,NNE,71.24000000000001
No,20.0,S,1.2,1013.1,Yes,SE,58.0,4.0,1012.4,99.0,4.0,56.120000000000005,64.75999999999999,2.0,78.8,35.0,2011-02-17,Ballarat,SW,77.54
,19.0,NNE,0.2,1013.9,No,,61.0,22.0,1010.3,87.0,8.0,60.8,64.22,,78.08,,2011-02-18,Ballarat,ESE,76.46
No,35.0,W,,1000.1,,N,66.0,33.0,1004.8,86.0,4.0,,67.46,8.0,70.88,67.0,2011-02-19,Ballarat,NNW,68.36
No,24.0,SW,0.0,1009.0,No,W,57.0,17.0,1012.8,80.0,7.0,50.54,58.64,7.0,61.7,56.0,2011-02-20,Ballarat,WNW,59.540000000000006
No,28.0,SSW,0.4,1017.8,No,SW,67.0,19.0,1019.6,98.0,8.0,44.06,48.379999999999995,,60.26,50.0,2011-02-21,Ballarat,SW,57.379999999999995
No,28.0,SSE,0.4,1024.3,No,SSE,63.0,19.0,1023.6,82.0,6.0,44.42,51.26,,65.3,50.0,2011-02-22,Ballarat,SSE,63.32
No,7.0,N,0.0,1024.5,No,SSE,41.0,20.0,1021.2,81.0,1.0,49.46,55.76,,78.08,50.0,2011-02-23,Ballarat,SE,75.38
No,13.0,SW,0.0,1018.4,No,W,41.0,6.0,1015.8,55.0,4.0,39.92,61.34,,79.34,30.0,2011-02-24,Ballarat,N,76.28
No,2.0,NNW,0.0,1014.5,No,,44.0,17.0,1012.0,83.0,3.0,55.76,60.26,,79.16,,2011-02-25,Ballarat,SE,76.1
,22.0,W,0.0,1009.6,No,,44.0,9.0,1008.3,79.0,3.0,53.24,64.94,6.0,82.4,,2011-02-26,Ballarat,N,79.34
No,15.0,S,,1009.6,,,94.0,13.0,1009.7,100.0,8.0,59.36,59.36,8.0,65.12,,2011-02-27,Ballarat,SW,63.32
Yes,17.0,S,0.0,1007.9,No,SE,94.0,17.0,1006.5,98.0,6.0,54.32,56.84,,64.04,35.0,2011-02-28,Ballarat,ESE,61.34
No,28.0,SSW,1.6,1009.6,Yes,SSW,53.0,22.0,1013.5,98.0,7.0,49.64,51.08,8.0,61.34,54.0,2011-03-01,Ballarat,WSW,58.459999999999994
No,17.0,SW,0.2,1017.5,No,WSW,61.0,11.0,1015.4,82.0,1.0,39.02,48.2,7.0,60.08,31.0,2011-03-02,Ballarat,SSW,57.56
No,19.0,SSW,0.0,1013.4,No,SW,62.0,26.0,1013.2,83.0,7.0,48.02,52.16,7.0,64.04,44.0,2011-03-03,Ballarat,WSW,61.16
No,20.0,S,0.2,1015.5,No,S,74.0,13.0,1016.5,93.0,8.0,46.04,48.56,8.0,58.459999999999994,39.0,2011-03-04,Ballarat,SSW,57.02
No,24.0,SE,0.0,1021.3,No,ESE,49.0,31.0,1021.1,64.0,0.0,43.519999999999996,50.18,,65.66,57.0,2011-03-05,Ballarat,SE,63.68
No,26.0,NNE,0.2,1023.9,No,NNE,,28.0,,68.0,0.0,46.04,57.92,,74.66,44.0,2011-03-06,Ballarat,NNE,
Yes,33.0,NNE,0.0,1020.3,No,N,49.0,28.0,1016.2,66.0,0.0,56.120000000000005,60.08,,76.82,54.0,2011-03-07,Ballarat,NNE,75.56
Yes,31.0,N,1.2,1012.5,Yes,N,53.0,26.0,1010.0,83.0,8.0,57.92,58.459999999999994,,74.84,56.0,2011-03-08,Ballarat,NNE,72.86
Yes,17.0,N,1.6,1012.4,Yes,N,99.0,0.0,1011.4,99.0,7.0,58.459999999999994,63.5,8.0,68.0,33.0,2011-03-09,Ballarat,,65.66
No,24.0,S,8.6,1014.2,Yes,SE,89.0,28.0,1014.5,99.0,7.0,53.78,55.04,8.0,60.8,43.0,2011-03-10,Ballarat,SE,58.28
No,9.0,S,0.0,1016.1,No,ESE,67.0,15.0,1014.7,91.0,0.0,53.96,60.8,8.0,77.18,37.0,2011-03-11,Ballarat,E,73.58
No,17.0,NNW,0.0,1017.0,No,,64.0,15.0,1015.7,90.0,2.0,55.76,66.92,1.0,80.24000000000001,,2011-03-12,Ballarat,NNE,78.25999999999999
No,17.0,WNW,0.0,1017.5,No,N,82.0,19.0,1016.8,76.0,4.0,59.540000000000006,69.62,8.0,80.24000000000001,41.0,2011-03-13,Ballarat,N,71.42
No,26.0,ESE,0.4,1024.0,No,SE,54.0,26.0,1021.9,76.0,2.0,48.92,53.42,,67.1,48.0,2011-03-14,Ballarat,SE,65.66
No,15.0,W,0.0,1019.9,No,S,54.0,7.0,1017.4,74.0,3.0,43.7,60.440000000000005,4.0,78.08,37.0,2011-03-15,Ballarat,NNE,75.74000000000001
No,30.0,SSE,0.0,1020.6,No,SE,54.0,24.0,1019.9,74.0,0.0,46.76,52.34,1.0,66.56,50.0,2011-03-16,Ballarat,SSE,63.68
No,24.0,SSE,0.0,1021.9,No,SSE,55.0,22.0,1020.4,78.0,2.0,43.34,49.82,,62.42,46.0,2011-03-17,Ballarat,SSE,60.08
No,28.0,ESE,0.0,1017.6,No,SE,59.0,31.0,1015.7,74.0,6.0,46.94,50.72,,62.059999999999995,52.0,2011-03-18,Ballarat,SE,60.8
No,22.0,ESE,0.0,,No,SE,64.0,28.0,1011.5,,,47.48,,8.0,70.88,50.0,2011-03-19,Ballarat,ESE,67.82
No,,,0.0,,No,NNE,,,,,0.0,51.8,,,78.62,46.0,2011-03-20,Ballarat,,
No,17.0,E,0.0,1005.4,No,NE,59.0,13.0,1003.4,70.0,6.0,63.14,65.3,,75.56,39.0,2011-03-21,Ballarat,NNE,72.86
No,20.0,W,1.0,1002.7,No,SW,75.0,11.0,1002.1,99.0,8.0,58.64,59.36,8.0,69.44,33.0,2011-03-22,Ballarat,SW,66.74000000000001
Yes,28.0,NNW,0.0,1003.5,No,N,98.0,20.0,1001.7,98.0,6.0,47.48,52.7,8.0,63.86,50.0,2011-03-23,Ballarat,N,58.1
Yes,31.0,WSW,2.2,1003.8,Yes,,89.0,20.0,1005.6,99.0,7.0,52.7,55.58,8.0,58.82,,2011-03-24,Ballarat,WSW,56.66
No,31.0,S,2.8,1015.5,Yes,S,62.0,22.0,1017.8,90.0,7.0,50.9,51.44,7.0,58.28,50.0,2011-03-25,Ballarat,SSW,55.76
No,28.0,SSE,0.2,1023.6,No,S,74.0,24.0,1023.6,98.0,8.0,48.2,49.46,8.0,58.28,44.0,2011-03-26,Ballarat,S,55.22
No,7.0,WSW,0.0,1025.9,No,SSE,57.0,22.0,1023.9,91.0,8.0,49.46,50.9,,68.0,39.0,2011-03-27,Ballarat,SE,66.74000000000001
No,13.0,N,0.0,1026.4,No,N,53.0,9.0,1023.9,99.0,0.0,46.22,50.0,,72.5,24.0,2011-03-28,Ballarat,SE,69.8
No,24.0,NNW,0.0,1022.0,No,NNW,45.0,15.0,1018.5,80.0,0.0,46.76,59.72,,74.84,35.0,2011-03-29,Ballarat,NNE,72.68
No,20.0,SW,0.0,1017.8,No,WSW,78.0,20.0,1019.2,99.0,4.0,50.0,52.7,,62.059999999999995,43.0,2011-03-30,Ballarat,WSW,56.3
No,24.0,S,0.2,1026.9,No,S,49.0,11.0,1025.4,98.0,0.0,38.839999999999996,45.14,,60.8,43.0,2011-03-31,Ballarat,S,60.26
No,7.0,SW,0.0,1019.5,No,SSE,81.0,6.0,1017.4,80.0,8.0,49.28,55.04,7.0,61.16,22.0,2011-05-01,Ballarat,W,58.459999999999994
No,24.0,SSE,1.0,1019.2,No,SSE,58.0,19.0,1017.4,99.0,8.0,49.28,50.54,1.0,59.72,35.0,2011-05-02,Ballarat,SSE,57.92
No,24.0,S,0.0,1019.6,No,S,86.0,20.0,1018.7,98.0,7.0,41.72,47.120000000000005,8.0,56.3,31.0,2011-05-03,Ballarat,SSE,53.06
No,20.0,SW,0.4,1021.8,No,SSW,80.0,13.0,1021.1,99.0,6.0,45.32,48.56,7.0,57.56,39.0,2011-05-04,Ballarat,SW,54.68
No,20.0,SSE,0.4,1027.2,No,S,66.0,20.0,1025.7,77.0,7.0,43.879999999999995,47.48,8.0,52.879999999999995,39.0,2011-05-05,Ballarat,S,50.36
No,13.0,S,0.0,1024.7,No,SE,63.0,13.0,1022.0,82.0,5.0,35.78,45.86,,55.4,26.0,2011-05-06,Ballarat,ESE,54.5
No,15.0,NNW,0.0,1018.8,No,N,69.0,9.0,1015.5,98.0,7.0,35.96,45.32,8.0,52.7,28.0,2011-05-07,Ballarat,N,51.98
No,22.0,S,0.0,1016.7,No,S,88.0,6.0,1016.0,98.0,6.0,39.74,45.14,8.0,54.14,39.0,2011-05-08,Ballarat,W,52.879999999999995
No,30.0,S,0.6,1022.1,No,S,51.0,20.0,1020.7,98.0,2.0,37.94,44.239999999999995,1.0,54.32,56.0,2011-05-09,Ballarat,S,52.34
Yes,17.0,WNW,0.2,1020.7,No,N,75.0,2.0,1015.9,98.0,6.0,26.78,34.34,8.0,48.74,33.0,2011-05-10,Ballarat,SW,47.66
Yes,24.0,W,5.4,1012.0,Yes,WSW,98.0,28.0,1010.2,98.0,8.0,34.16,38.3,8.0,48.02,50.0,2011-05-11,Ballarat,W,41.0
Yes,20.0,SW,7.4,1012.6,Yes,WSW,98.0,17.0,1011.8,99.0,8.0,37.76,48.02,8.0,54.68,46.0,2011-05-12,Ballarat,WNW,51.98
Yes,31.0,SW,6.0,1013.7,Yes,WSW,95.0,22.0,1012.8,98.0,8.0,47.120000000000005,48.56,8.0,53.78,59.0,2011-05-13,Ballarat,W,48.92
No,24.0,SSW,2.8,1023.6,Yes,SSW,72.0,24.0,1025.3,83.0,5.0,39.38,43.34,7.0,51.26,46.0,2011-05-14,Ballarat,SSW,48.56
No,17.0,SW,0.2,1032.0,No,WSW,66.0,11.0,1031.5,99.0,7.0,41.18,44.78,7.0,50.36,31.0,2011-05-15,Ballarat,WSW,49.64
No,19.0,WNW,0.4,1032.5,No,W,71.0,13.0,1030.7,88.0,7.0,44.06,46.04,7.0,51.08,31.0,2011-05-16,Ballarat,WNW,50.36
No,4.0,W,0.0,1032.0,No,WSW,76.0,2.0,1029.2,95.0,6.0,44.6,47.66,8.0,51.08,13.0,2011-05-17,Ballarat,NNW,50.54
No,30.0,N,0.0,1029.7,No,N,68.0,20.0,1027.4,98.0,7.0,33.44,44.06,,54.14,48.0,2011-05-18,Ballarat,N,51.26
No,28.0,N,0.0,1029.0,No,NNE,55.0,26.0,1027.3,76.0,7.0,43.7,49.28,,58.28,44.0,2011-05-19,Ballarat,N,55.94
No,24.0,N,0.0,1026.7,No,N,42.0,13.0,1022.8,74.0,6.0,42.44,50.0,,62.959999999999994,33.0,2011-05-20,Ballarat,NNE,61.7
Yes,35.0,NNE,0.0,1020.9,No,N,54.0,28.0,1017.3,63.0,3.0,44.96,52.52,,62.6,46.0,2011-05-21,Ballarat,NNE,61.34
Yes,39.0,N,2.8,1010.8,Yes,N,98.0,28.0,1004.7,98.0,8.0,51.26,52.34,8.0,57.2,59.0,2011-05-22,Ballarat,NNE,54.5
Yes,22.0,SW,23.6,1002.2,Yes,WSW,94.0,17.0,1002.9,100.0,8.0,49.64,50.9,8.0,53.96,39.0,2011-05-23,Ballarat,W,51.44
Yes,24.0,S,4.4,1011.6,Yes,SSE,98.0,24.0,1014.0,98.0,5.0,43.879999999999995,46.04,8.0,49.46,50.0,2011-05-24,Ballarat,S,45.68
No,20.0,S,2.6,1020.6,Yes,S,81.0,20.0,1020.3,98.0,8.0,40.46,44.42,7.0,47.84,41.0,2011-05-25,Ballarat,S,46.94
Yes,13.0,SW,0.6,1021.5,No,WSW,92.0,9.0,1019.5,99.0,8.0,42.980000000000004,44.6,1.0,50.72,35.0,2011-05-26,Ballarat,WSW,49.46
Yes,15.0,WSW,4.8,1022.1,Yes,WSW,96.0,13.0,1020.9,99.0,8.0,43.16,45.68,6.0,52.52,26.0,2011-05-27,Ballarat,WSW,50.36
No,9.0,S,1.4,1025.0,Yes,W,86.0,9.0,1023.4,99.0,8.0,41.72,45.5,8.0,54.14,19.0,2011-05-28,Ballarat,NNW,50.36
No,9.0,SE,0.2,1026.4,No,S,65.0,0.0,1024.7,99.0,7.0,45.14,46.22,8.0,52.7,20.0,2011-05-29,Ballarat,,51.44
No,20.0,SE,0.0,1027.8,No,SE,68.0,13.0,1025.5,99.0,7.0,38.3,45.5,3.0,53.24,37.0,2011-05-30,Ballarat,SSE,51.620000000000005
No,11.0,W,0.2,1025.1,No,ESE,56.0,13.0,1023.2,98.0,0.0,37.04,43.879999999999995,,57.56,43.0,2011-05-31,Ballarat,SE,55.58
No,24.0,NNW,0.0,1028.1,No,N,55.0,6.0,1026.4,94.0,0.0,26.78,39.56,,61.16,31.0,2011-06-01,Ballarat,ENE,60.08
No,30.0,N,0.0,1026.4,No,N,70.0,28.0,1022.0,84.0,2.0,37.94,50.18,,58.459999999999994,46.0,2011-06-02,Ballarat,NNE,56.66
No,19.0,N,0.0,1016.2,No,NNE,77.0,26.0,1014.3,87.0,7.0,47.66,48.56,8.0,57.74,41.0,2011-06-03,Ballarat,NNE,56.120000000000005
No,19.0,WSW,0.0,1015.7,No,W,59.0,17.0,1016.0,98.0,2.0,41.18,46.4,8.0,54.5,39.0,2011-06-04,Ballarat,W,51.44
Yes,39.0,NNW,0.0,1014.7,No,NW,53.0,28.0,1009.6,81.0,4.0,34.16,42.08,3.0,54.32,59.0,2011-06-05,Ballarat,N,53.6
No,13.0,WNW,4.8,1019.8,Yes,NW,77.0,0.0,1018.8,98.0,5.0,27.86,33.8,8.0,47.66,39.0,2011-06-06,Ballarat,,44.78
Yes,17.0,SW,0.0,1014.4,No,WSW,82.0,26.0,1014.5,99.0,8.0,33.8,41.0,8.0,44.78,56.0,2011-06-07,Ballarat,N,43.879999999999995
