Wind Gust Dir,Rain Today,Evaporation,Wind Dir 9 am,Min Temp F,Rain Tomorrow,Cloud 3 pm,Wind Speed 9 am,Temp 3 pm F,Rainfall,Wind Dir 3 pm,Humidity 3 pm,Wind Gust Speed,Location,Max Temp F,Date,Cloud 9 am,Humidity 9 am,Pressure 3 pm,Wind Speed 3 pm,Temp 9 am F,Pressure 9 am
ENE,No,,ESE,34.16,No,,2.0,62.42,0.0,NE,51.0,20.0,Richmond,65.3,2011-08-13,,99.0,1022.1,11.0,45.5,1025.1
SE,No,,WNW,44.42,No,,6.0,62.24,0.0,SE,60.0,31.0,Richmond,64.75999999999999,2011-08-14,,91.0,1023.6,22.0,52.879999999999995,1026.3
NE,No,4.7,,38.3,No,,0.0,64.4,0.0,NE,49.0,19.0,Richmond,65.48,2011-08-15,,99.0,1022.5,6.0,46.94,1026.9
ESE,No,1.8,,42.44,No,,0.0,65.12,0.0,E,56.0,24.0,Richmond,67.28,2011-08-16,,96.0,1018.2,17.0,51.44,1022.5
ENE,No,1.8,,41.18,Yes,,0.0,54.5,0.2,NE,99.0,15.0,Richmond,57.74,2011-08-17,,100.0,1014.0,9.0,48.2,1018.6
W,Yes,0.2,NNW,47.120000000000005,No,,15.0,62.42,7.0,WNW,35.0,50.0,Richmond,63.32,2011-08-18,,65.0,1009.8,26.0,57.74,1009.6
SSE,No,,,35.96,Yes,,0.0,57.74,0.0,S,88.0,52.0,Richmond,59.9,2011-08-19,,88.0,1016.6,30.0,47.3,1015.2
SSE,Yes,,SSW,47.120000000000005,No,,19.0,63.32,18.6,SSE,52.0,43.0,Richmond,65.12,2011-08-20,,78.0,1028.7,26.0,57.379999999999995,1029.6
SW,No,,S,47.66,No,,17.0,62.059999999999995,0.2,SSE,55.0,46.0,Richmond,64.94,2011-08-21,,69.0,1034.5,22.0,57.74,1035.3
S,No,6.6,SSW,42.8,No,,13.0,62.6,0.0,SE,59.0,35.0,Richmond,62.6,2011-08-22,,73.0,1036.8,19.0,56.66,1038.7
SSW,No,1.6,,51.08,No,,0.0,63.5,0.0,,65.0,20.0,Richmond,65.48,2011-08-23,,79.0,1031.9,0.0,56.3,1036.6
N,No,,,40.64,No,,0.0,65.48,0.2,NE,52.0,30.0,Richmond,66.2,2011-08-24,,99.0,1026.6,17.0,52.879999999999995,1031.0
NE,No,3.8,,39.74,No,,0.0,73.04,0.0,ENE,49.0,19.0,Richmond,73.75999999999999,2011-08-25,,99.0,1020.2,11.0,45.68,1026.5
SSE,No,2.0,,38.660000000000004,No,,0.0,71.42,0.0,NE,50.0,24.0,Richmond,71.78,2011-08-26,,74.0,1022.1,11.0,53.96,1026.5
E,No,,SW,46.4,No,,4.0,61.88,0.2,NE,73.0,17.0,Richmond,65.48,2011-08-27,,99.0,1018.3,4.0,52.52,1022.4
E,No,,,44.42,No,,0.0,68.0,0.0,NE,53.0,22.0,Richmond,68.72,2011-08-28,,77.0,1016.7,7.0,56.66,1021.8
WSW,No,6.0,NE,40.46,No,,7.0,74.48,0.0,W,26.0,39.0,Richmond,74.84,2011-08-29,,76.0,1014.9,19.0,60.62,1017.4
SE,No,2.8,S,45.68,No,,11.0,64.22,0.0,SE,61.0,24.0,Richmond,66.56,2011-08-30,,74.0,1020.6,15.0,57.92,1023.6
E,No,1.7,E,44.239999999999995,No,,6.0,68.54,0.0,ESE,43.0,30.0,Richmond,69.62,2011-08-31,,81.0,1020.6,7.0,57.2,1024.2
ESE,No,3.0,S,49.1,No,,11.0,68.36,0.0,ESE,56.0,37.0,Richmond,70.34,2011-09-01,,80.0,1021.5,26.0,60.26,1024.7
S,No,,SSE,50.36,No,,19.0,61.519999999999996,0.0,SE,50.0,33.0,Richmond,64.4,2011-09-02,,57.0,1028.7,19.0,60.08,1030.0
ENE,No,,,38.3,No,,0.0,68.72,0.0,ENE,42.0,28.0,Richmond,68.9,2011-09-03,,87.0,1026.7,7.0,51.8,1031.5
NE,No,,,39.02,No,,0.0,73.75999999999999,0.0,ENE,45.0,28.0,Richmond,74.12,2011-09-04,,99.0,1023.1,19.0,48.92,1028.8
NNE,No,10.0,,47.48,No,,0.0,76.1,0.0,ENE,37.0,22.0,Richmond,77.0,2011-09-05,,71.0,1022.4,13.0,59.18,1026.8
W,No,3.0,NNE,44.42,No,,9.0,78.25999999999999,0.0,N,31.0,65.0,Richmond,78.8,2011-09-06,,74.0,1014.3,22.0,60.62,1019.8
E,No,4.7,SSW,50.36,No,,19.0,67.46,0.8,S,34.0,30.0,Richmond,68.36,2011-09-07,,47.0,1016.9,11.0,58.1,1020.0
ESE,No,3.3,SSW,52.34,Yes,,7.0,63.32,0.2,SE,66.0,26.0,Richmond,67.46,2011-09-08,,62.0,1017.2,17.0,59.540000000000006,1021.6
SE,Yes,1.6,SSW,51.08,Yes,,17.0,57.02,6.0,NW,67.0,28.0,Richmond,59.72,2011-09-09,,90.0,1006.6,7.0,51.26,1009.8
WNW,Yes,,WSW,41.18,No,,15.0,60.8,2.4,W,36.0,57.0,Richmond,63.86,2011-09-10,,42.0,1009.2,19.0,53.96,1011.8
W,No,,N,38.660000000000004,No,,2.0,62.959999999999994,0.2,W,34.0,41.0,Richmond,67.82,2011-09-11,,48.0,1011.9,28.0,58.64,1013.7
SSW,No,8.4,SSW,43.16,No,,19.0,65.48,0.0,SSE,34.0,31.0,Richmond,65.66,2011-09-12,,44.0,1022.2,2.0,57.92,1023.9
WSW,No,2.0,ESE,33.62,No,,4.0,73.22,0.0,W,18.0,50.0,Richmond,73.75999999999999,2011-09-13,,78.0,1020.0,28.0,49.82,1026.4
NW,No,4.0,N,34.52,No,,15.0,76.82,0.0,WNW,19.0,46.0,Richmond,77.9,2011-09-14,,35.0,1017.9,31.0,65.48,1022.7
WNW,No,4.4,E,50.0,No,,2.0,74.84,0.0,WNW,21.0,39.0,Richmond,75.02,2011-09-15,,63.0,1016.9,24.0,63.5,1022.7
W,No,6.2,,39.74,No,,0.0,84.56,0.0,W,17.0,59.0,Richmond,84.74,2011-09-16,,72.0,1012.0,28.0,56.84,1018.7
NE,No,,,42.8,No,,0.0,83.3,0.0,E,28.0,20.0,Richmond,84.74,2011-09-17,,53.0,1012.2,9.0,61.7,1017.8
SE,No,,N,46.58,No,,17.0,72.68,0.0,SE,49.0,50.0,Richmond,89.6,2011-09-18,,29.0,1015.6,31.0,75.2,1013.5
N,No,14.0,N,56.84,No,,22.0,78.98,0.0,NE,47.0,33.0,Richmond,79.7,2011-09-19,,68.0,1012.4,20.0,64.75999999999999,1020.6
NW,No,,NNW,48.92,No,,35.0,71.42,0.0,W,30.0,70.0,Richmond,81.5,2011-09-20,,34.0,1007.8,37.0,78.44,1004.2
ENE,No,8.3,NNE,39.38,No,,4.0,73.22,0.0,NE,30.0,20.0,Richmond,73.94,2011-09-21,,39.0,1016.9,7.0,62.6,1020.6
E,No,4.0,ENE,39.74,No,,2.0,75.74000000000001,0.0,ENE,33.0,28.0,Richmond,76.28,2011-09-22,,59.0,1018.0,19.0,60.08,1024.6
SE,No,4.0,,41.0,No,,0.0,85.82,0.0,W,15.0,56.0,Richmond,86.9,2011-09-23,,64.0,1013.3,24.0,63.86,1016.6
SSW,No,,WSW,56.3,Yes,,9.0,63.68,0.2,ESE,70.0,26.0,Richmond,64.4,2011-09-24,,90.0,1017.5,13.0,57.92,1022.0
WSW,Yes,,SW,52.7,Yes,,24.0,52.34,22.2,SSW,99.0,39.0,Richmond,55.94,2011-09-25,,99.0,1021.4,15.0,53.06,1019.0
ESE,Yes,,WSW,50.54,No,,13.0,65.12,47.0,ESE,50.0,31.0,Richmond,65.66,2011-09-26,,87.0,1021.7,20.0,55.04,1025.7
NNE,No,1.8,ENE,42.980000000000004,No,,2.0,68.72,0.0,NE,40.0,33.0,Richmond,69.62,2011-09-27,,81.0,1017.9,19.0,56.48,1023.5
ENE,No,3.0,,46.4,Yes,,0.0,59.0,0.2,NNE,92.0,24.0,Richmond,61.519999999999996,2011-09-28,,90.0,1010.9,11.0,54.68,1016.0
WNW,Yes,0.6,N,54.68,No,,15.0,61.7,8.0,NW,51.0,96.0,Richmond,70.52,2011-09-29,,84.0,997.6,15.0,61.519999999999996,998.0
W,No,4.8,W,53.6,No,,22.0,66.74000000000001,0.2,W,28.0,54.0,Richmond,67.64,2011-09-30,,49.0,1003.9,31.0,58.64,1006.1
N,No,,SE,41.36,No,,4.0,59.0,0.0,SSW,57.0,35.0,Richmond,65.84,2011-10-01,,60.0,1004.9,9.0,57.379999999999995,1006.8
SSE,No,,SSW,51.620000000000005,Yes,,19.0,58.459999999999994,0.8,SW,85.0,56.0,Richmond,59.36,2011-10-02,,84.0,1016.9,17.0,53.42,1014.2
SSW,Yes,,SSW,50.0,No,,17.0,63.86,6.4,W,46.0,30.0,Richmond,64.75999999999999,2011-10-03,,67.0,1021.0,4.0,55.94,1023.8
W,No,10.9,SSW,43.879999999999995,No,,2.0,66.02,0.0,SSE,52.0,56.0,Richmond,66.38,2011-10-04,,72.0,1022.8,11.0,56.66,1025.1
ENE,No,2.0,,45.86,No,,0.0,64.94,0.4,ENE,47.0,24.0,Richmond,66.74000000000001,2011-10-05,,71.0,1017.9,13.0,56.84,1023.0
N,No,3.0,,52.52,Yes,,0.0,59.9,0.0,NE,76.0,19.0,Richmond,61.16,2011-10-06,,86.0,1013.9,6.0,55.22,1017.0
ENE,Yes,0.4,,55.22,Yes,,0.0,68.9,2.2,NE,68.0,22.0,Richmond,71.24000000000001,2011-10-07,,88.0,1010.2,4.0,58.64,1014.0
SE,Yes,,NNE,57.02,Yes,,2.0,66.38,12.8,SSE,76.0,35.0,Richmond,70.34,2011-10-08,,99.0,1009.1,20.0,60.62,1011.4
W,Yes,,NNE,50.9,No,,6.0,70.34,3.0,W,36.0,52.0,Richmond,75.02,2011-10-09,,100.0,1005.2,30.0,57.379999999999995,1008.9
W,No,9.2,,44.239999999999995,No,,0.0,73.04,0.2,WNW,27.0,46.0,Richmond,74.48,2011-10-10,,83.0,1005.8,22.0,54.14,1010.3
SE,No,4.7,,44.06,No,,0.0,71.42,0.0,NNW,33.0,28.0,Richmond,73.4,2011-10-11,,44.0,1009.3,9.0,59.18,1012.1
SE,No,3.6,SSW,44.239999999999995,No,,4.0,70.7,0.0,ESE,35.0,39.0,Richmond,71.78,2011-10-12,,66.0,1015.9,17.0,56.120000000000005,1017.9
NE,No,4.0,SSE,55.76,No,,2.0,66.92,0.0,NE,57.0,28.0,Richmond,70.16,2011-10-13,,74.0,1020.7,15.0,59.72,1023.6
SSW,No,,WSW,57.02,No,,4.0,61.88,0.0,WSW,85.0,15.0,Richmond,64.4,2011-10-14,,88.0,1017.3,11.0,58.28,1021.0
ESE,No,,WSW,57.379999999999995,No,,7.0,76.82,0.0,E,51.0,20.0,Richmond,79.7,2011-10-15,,89.0,1006.8,11.0,64.22,1011.3
SE,No,,WSW,51.8,No,,4.0,81.14,0.0,W,28.0,39.0,Richmond,82.04,2011-10-16,,59.0,1013.3,22.0,67.1,1014.4
E,No,12.4,WSW,44.239999999999995,No,,9.0,68.36,0.0,N,44.0,31.0,Richmond,69.8,2011-10-17,,66.0,1031.0,7.0,56.120000000000005,1032.1
ENE,No,3.6,,49.64,No,,0.0,70.16,0.0,NE,40.0,30.0,Richmond,71.78,2011-10-18,,70.0,1031.0,6.0,58.28,1035.7
ENE,No,4.4,,44.42,No,,0.0,75.56,0.0,NE,31.0,30.0,Richmond,77.18,2011-10-19,,79.0,1027.1,9.0,56.48,1032.2
ENE,No,4.6,,46.22,No,,0.0,81.86,0.0,NE,19.0,28.0,Richmond,83.12,2011-10-20,,83.0,1022.5,11.0,57.02,1028.7
ENE,No,,,49.82,No,,0.0,85.28,0.0,ENE,25.0,30.0,Richmond,86.53999999999999,2011-10-21,,63.0,1020.7,13.0,66.38,1024.3
ENE,No,,,53.96,No,,0.0,83.66,0.0,NE,35.0,24.0,Richmond,85.46000000000001,2011-10-22,,78.0,1020.4,15.0,64.75999999999999,1025.1
NE,No,,,59.18,No,,0.0,82.58,0.0,NE,39.0,22.0,Richmond,85.46000000000001,2011-10-23,,77.0,1017.0,9.0,66.92,1022.5
NNW,No,20.0,ENE,55.04,No,,13.0,90.32,0.0,N,28.0,43.0,Richmond,90.86,2011-10-24,,65.0,1007.6,26.0,75.02,1013.9
SSE,No,7.6,S,66.56,Yes,,13.0,60.8,0.6,SSW,95.0,43.0,Richmond,68.0,2011-10-25,,94.0,1014.4,11.0,66.56,1010.5
SSE,Yes,1.6,SSW,54.32,Yes,,13.0,58.64,9.2,SW,85.0,33.0,Richmond,59.9,2011-10-26,,89.0,1022.6,6.0,55.58,1023.2
S,Yes,0.3,SW,52.7,No,,7.0,63.14,1.2,WSW,72.0,20.0,Richmond,64.04,2011-10-27,,86.0,1022.0,9.0,58.64,1024.6
NE,No,1.2,SE,54.14,No,,4.0,75.2,0.0,NE,62.0,26.0,Richmond,77.54,2011-10-28,,79.0,1014.7,11.0,63.14,1020.0
NE,No,,,55.76,No,,0.0,79.16,0.0,NNE,64.0,24.0,Richmond,83.66,2011-10-29,,79.0,1008.4,15.0,67.82,1011.4
WNW,No,,SSE,60.62,No,,4.0,80.96,0.0,WSW,27.0,43.0,Richmond,82.94,2011-10-30,,90.0,1009.4,20.0,68.72,1012.2
SE,No,10.8,W,48.92,No,,2.0,73.22,0.0,E,42.0,35.0,Richmond,73.4,2011-10-31,,60.0,1018.7,9.0,62.6,1021.4
SSE,No,4.7,N,58.1,No,,7.0,69.8,0.0,NE,51.0,46.0,Richmond,73.58,2011-11-01,,64.0,1015.3,19.0,63.86,1020.3
ESE,No,3.8,,52.52,No,,0.0,75.56,0.2,SE,43.0,46.0,Richmond,79.34,2011-11-02,,72.0,1008.1,30.0,64.75999999999999,1011.4
SE,No,5.6,ESE,57.02,Yes,,11.0,60.980000000000004,0.4,SE,77.0,31.0,Richmond,64.94,2011-11-03,,89.0,1013.9,15.0,57.74,1013.3
ESE,Yes,,SE,56.3,No,,4.0,71.78,1.8,E,46.0,31.0,Richmond,74.48,2011-11-04,,61.0,1017.2,2.0,64.22,1019.3
ENE,No,,N,52.16,No,,19.0,81.14,0.0,NE,40.0,30.0,Richmond,84.02,2011-11-05,,66.0,1014.0,19.0,66.92,1019.8
NNE,No,,NE,56.3,No,,4.0,84.2,0.0,SE,44.0,54.0,Richmond,89.6,2011-11-06,,67.0,1009.0,4.0,71.06,1013.3
S,No,15.6,NNE,64.04,No,,9.0,85.82,0.4,N,44.0,59.0,Richmond,88.7,2011-11-07,,66.0,1010.5,13.0,75.56,1013.6
ESE,No,4.4,NE,62.78,Yes,,7.0,94.46000000000001,0.0,NW,29.0,46.0,Richmond,96.98,2011-11-08,,99.0,1007.7,26.0,68.18,1014.9
N,Yes,6.0,,63.32,No,,0.0,91.76,8.0,N,44.0,31.0,Richmond,93.56,2011-11-09,,99.0,1010.4,9.0,69.44,1015.0
WNW,No,6.0,WNW,69.25999999999999,No,,19.0,82.94,0.0,WSW,34.0,57.0,Richmond,84.38000000000001,2011-11-10,,58.0,1011.8,30.0,75.2,1012.0
ESE,No,6.2,NE,61.88,No,,7.0,77.9,0.0,ESE,40.0,37.0,Richmond,78.8,2011-11-11,,63.0,1021.0,26.0,68.18,1024.8
ENE,No,,SSW,64.58,No,,4.0,81.86,0.0,ENE,42.0,35.0,Richmond,83.66,2011-11-12,,70.0,1014.1,15.0,69.25999999999999,1019.4
E,No,,SSW,61.34,No,,4.0,81.14,0.0,NNE,46.0,35.0,Richmond,82.4,2011-11-13,,75.0,1012.7,9.0,68.36,1018.8
WNW,No,12.0,,58.64,No,,0.0,96.44,0.0,W,19.0,61.0,Richmond,98.24,2011-11-14,,80.0,1004.9,37.0,71.6,1009.6
E,No,9.6,NNE,58.1,No,,4.0,83.84,0.0,ENE,40.0,52.0,Richmond,86.18,2011-11-15,,61.0,1015.0,17.0,70.34,1019.7
S,No,6.8,N,56.48,Yes,,6.0,67.64,0.0,S,79.0,33.0,Richmond,73.58,2011-11-16,,79.0,1019.6,11.0,65.48,1016.4
SW,Yes,0.8,SSE,59.9,Yes,,7.0,63.14,10.2,SW,99.0,17.0,Richmond,67.64,2011-11-17,,98.0,1018.7,13.0,61.7,1020.5
NE,Yes,0.2,NNW,61.34,No,,2.0,78.08,3.8,NNE,61.0,24.0,Richmond,81.14,2011-11-18,,84.0,1015.5,11.0,67.64,1018.9
NNE,No,,,63.68,No,,0.0,92.3,0.0,NNE,37.0,33.0,Richmond,95.18,2011-11-19,,93.0,1009.5,19.0,67.64,1015.6
WNW,No,,,67.28,No,,0.0,89.24,0.0,WNW,29.0,52.0,Richmond,95.9,2011-11-20,,70.0,1007.9,31.0,76.28,1010.0
ENE,No,17.2,,56.3,Yes,,0.0,70.7,1.0,NE,66.0,26.0,Richmond,73.94,2011-11-21,,68.0,1014.9,17.0,68.0,1018.4
SSW,Yes,2.7,NE,63.14,Yes,,7.0,68.54,4.2,S,80.0,41.0,Richmond,69.08,2011-11-22,,93.0,1009.2,13.0,66.2,1011.3
S,Yes,2.4,SSW,57.2,Yes,,15.0,61.7,36.4,S,99.0,30.0,Richmond,62.78,2011-11-23,,99.0,1019.4,11.0,57.74,1016.6
SSE,Yes,1.0,,57.2,Yes,,,62.42,16.0,SE,82.0,28.0,Richmond,62.959999999999994,2011-11-24,,,1026.1,13.0,,1026.8
SE,Yes,0.0,SW,57.02,Yes,,11.0,65.12,6.8,SE,99.0,20.0,Richmond,67.64,2011-11-25,,99.0,1019.7,15.0,58.64,1022.7
NNW,Yes,,NE,58.64,Yes,,2.0,84.74,41.6,NNW,39.0,43.0,Richmond,85.28,2011-11-26,,100.0,1003.4,26.0,67.28,1008.0
W,Yes,,W,59.18,No,,30.0,82.94,2.6,SSW,39.0,50.0,Richmond,86.18,2011-11-27,,51.0,1008.1,15.0,73.75999999999999,1007.7
E,No,12.8,NNE,55.94,No,,13.0,87.61999999999999,0.0,NE,35.0,37.0,Richmond,89.41999999999999,2011-11-28,,66.0,1014.2,19.0,73.58,1017.2
ENE,No,8.8,NE,60.440000000000005,No,,6.0,89.6,0.0,NE,48.0,31.0,Richmond,91.03999999999999,2011-11-29,,74.0,1012.5,19.0,72.14,1017.0
NW,No,4.6,NE,69.08,No,,13.0,85.46000000000001,0.0,NW,47.0,39.0,Richmond,86.36,2011-11-30,,76.0,1009.6,17.0,77.54,1009.8
SSE,No,4.8,SSE,57.56,No,,17.0,68.72,0.8,ESE,46.0,43.0,Richmond,71.42,2011-12-01,,63.0,1020.4,15.0,60.980000000000004,1021.4
SE,No,4.3,SSW,53.6,No,,19.0,65.48,0.2,SE,48.0,30.0,Richmond,67.28,2011-12-02,,67.0,1021.0,20.0,60.440000000000005,1022.9
E,No,,SSW,48.379999999999995,No,,4.0,74.48,0.0,ENE,37.0,31.0,Richmond,77.0,2011-12-03,,53.0,1015.9,6.0,63.32,1020.8
SE,No,,SSW,51.620000000000005,Yes,,9.0,60.440000000000005,0.0,SSE,83.0,48.0,Richmond,73.94,2011-12-04,,67.0,1015.6,20.0,66.56,1014.5
SE,Yes,,S,50.9,No,,15.0,64.94,2.4,SSE,50.0,39.0,Richmond,66.02,2011-12-05,,53.0,1019.9,22.0,60.62,1021.6
SE,No,13.6,SSW,53.78,No,,7.0,62.959999999999994,0.4,SSW,59.0,31.0,Richmond,65.12,2011-12-06,,71.0,1018.1,9.0,59.9,1020.6
SE,No,1.6,S,53.78,Yes,,9.0,67.64,0.0,E,54.0,30.0,Richmond,68.9,2011-12-07,,61.0,1013.8,9.0,63.5,1016.6
S,Yes,2.0,SSE,58.64,Yes,,7.0,64.75999999999999,11.6,WSW,86.0,22.0,Richmond,68.54,2011-12-08,,99.0,1013.2,11.0,61.519999999999996,1014.6
E,Yes,1.0,SSE,59.36,No,,2.0,75.74000000000001,6.6,ENE,51.0,26.0,Richmond,77.36,2011-12-09,,89.0,1012.6,13.0,64.22,1015.7
E,No,,W,61.16,No,,4.0,75.56,1.0,NNW,54.0,26.0,Richmond,77.0,2011-12-10,,90.0,1007.5,7.0,65.3,1012.2
SSW,No,,,59.0,Yes,,0.0,66.56,0.0,,94.0,33.0,Richmond,81.14,2011-12-11,,72.0,1003.4,0.0,70.52,1004.2
SSE,Yes,13.1,SW,61.16,Yes,,17.0,65.48,15.4,S,83.0,33.0,Richmond,67.46,2011-12-12,,99.0,1006.6,9.0,61.7,1007.5
ESE,Yes,1.0,S,61.519999999999996,Yes,,17.0,72.68,1.8,WSW,50.0,35.0,Richmond,73.75999999999999,2011-12-13,,70.0,1007.8,4.0,63.86,1008.7
E,Yes,3.3,S,54.14,No,,13.0,68.72,1.8,ESE,52.0,33.0,Richmond,72.68,2011-12-14,,62.0,1015.7,24.0,64.75999999999999,1016.5
ESE,No,3.4,SW,59.72,No,,4.0,71.96,0.0,SE,48.0,28.0,Richmond,73.4,2011-12-15,,66.0,1017.4,4.0,63.68,1020.5
SE,No,4.0,SSE,52.16,No,,4.0,68.0,0.0,E,56.0,30.0,Richmond,70.16,2011-12-16,,65.0,1020.9,15.0,65.12,1021.9
ENE,No,,,59.540000000000006,No,,0.0,70.34,0.0,ENE,50.0,30.0,Richmond,75.56,2011-12-17,,67.0,1021.2,13.0,64.94,1023.6
E,No,,NNW,56.120000000000005,Yes,,2.0,74.48,0.0,NE,48.0,28.0,Richmond,77.0,2011-12-18,,78.0,1015.6,7.0,62.24,1020.4
NE,Yes,10.6,ENE,62.24,Yes,,9.0,72.86,2.2,ENE,83.0,30.0,Richmond,74.3,2011-12-19,,91.0,1007.6,7.0,64.75999999999999,1011.3
SE,Yes,1.2,S,60.08,No,,15.0,74.3,16.2,SE,58.0,28.0,Richmond,76.1,2011-12-20,,75.0,1014.2,15.0,68.54,1013.8
ESE,No,2.8,NW,62.78,No,,7.0,73.04,0.2,ESE,60.0,30.0,Richmond,77.9,2011-12-21,,84.0,1016.3,17.0,66.38,1018.8
E,No,2.0,SSW,63.14,Yes,,9.0,68.36,0.0,,82.0,20.0,Richmond,71.96,2011-12-22,,90.0,1016.9,0.0,65.3,1019.0
E,Yes,0.7,WSW,63.68,No,,9.0,78.62,4.2,ESE,60.0,33.0,Richmond,80.6,2011-12-23,,97.0,1012.2,17.0,66.74000000000001,1015.4
ENE,No,,,65.3,No,,0.0,80.06,0.4,ENE,55.0,28.0,Richmond,84.2,2011-12-24,,87.0,1011.7,11.0,70.16,1014.5
E,No,,NNE,61.34,No,,4.0,83.66,0.2,ENE,47.0,37.0,Richmond,85.28,2011-12-25,,78.0,1008.6,13.0,71.78,1012.5
W,No,,S,65.3,Yes,,2.0,81.5,0.0,NNE,55.0,33.0,Richmond,81.68,2011-12-26,,76.0,1004.0,7.0,72.14,1007.0
SE,Yes,19.7,SSE,65.48,No,,20.0,74.84,1.8,SE,56.0,37.0,Richmond,75.92,2011-12-27,,67.0,1010.2,22.0,68.72,1010.4
SE,No,,SSE,62.78,No,,19.0,75.38,0.0,SE,46.0,33.0,Richmond,78.98,2011-12-28,,55.0,1011.5,15.0,68.9,1014.5
SSE,No,9.0,SSW,60.980000000000004,No,,19.0,76.82,0.0,SE,42.0,37.0,Richmond,79.52,2011-12-29,,62.0,1014.2,19.0,69.44,1015.0
ESE,No,,S,58.28,No,,6.0,77.36,0.0,SE,38.0,37.0,Richmond,78.98,2011-12-30,,68.0,1018.6,22.0,66.74000000000001,1019.8
ENE,No,10.6,SSE,55.76,No,,7.0,74.12,0.0,ESE,58.0,30.0,Richmond,77.36,2011-12-31,,75.0,1018.4,17.0,64.75999999999999,1021.4
NE,No,,,54.32,No,,0.0,85.28,0.8,E,39.0,28.0,Richmond,86.9,2012-01-01,,76.0,1014.3,6.0,65.66,1018.1
ENE,No,10.1,,57.2,No,,0.0,86.0,0.0,NNE,36.0,30.0,Richmond,87.8,2012-01-02,,75.0,1015.3,6.0,68.72,1018.8
E,No,,,60.8,No,,0.0,89.6,0.0,N,33.0,28.0,Richmond,92.3,2012-01-03,,76.0,1014.2,7.0,71.42,1018.3
SSE,No,13.8,N,65.12,No,,2.0,92.48,0.0,WNW,34.0,65.0,Richmond,97.16,2012-01-04,,73.0,1010.0,17.0,75.2,1012.8
SSE,No,6.2,S,66.92,Yes,,6.0,79.7,0.0,NE,55.0,31.0,Richmond,81.32,2012-01-05,,60.0,1013.3,17.0,70.88,1018.6
SSE,Yes,2.4,S,65.3,No,,11.0,69.25999999999999,3.0,ESE,62.0,30.0,Richmond,70.34,2012-01-06,,77.0,1016.3,19.0,65.66,1015.9
E,No,,,54.5,No,,0.0,81.86,0.0,ENE,45.0,31.0,Richmond,84.2,2012-01-07,,68.0,1010.8,13.0,66.38,1015.9
SSW,No,,SSE,63.86,Yes,,4.0,86.53999999999999,0.0,NNE,56.0,43.0,Richmond,92.11999999999999,2012-01-08,,78.0,1002.5,17.0,68.9,1009.4
W,Yes,10.6,SW,68.9,No,,15.0,85.82,25.0,WSW,29.0,39.0,Richmond,87.26,2012-01-09,,53.0,1005.3,20.0,80.24000000000001,1006.6
NW,No,9.2,NW,60.08,No,,7.0,84.2,0.0,NW,30.0,30.0,Richmond,86.0,2012-01-10,,48.0,1006.8,6.0,71.24000000000001,1010.7
WSW,No,6.2,WNW,62.78,No,,11.0,78.98,0.0,WSW,27.0,70.0,Richmond,80.96,2012-01-11,,37.0,1003.2,37.0,73.4,1004.6
ESE,No,10.4,S,47.48,No,,20.0,73.58,0.0,E,35.0,35.0,Richmond,75.74000000000001,2012-01-12,,39.0,1014.6,19.0,63.86,1016.4
NNE,No,6.3,NE,51.8,No,,6.0,80.6,0.0,NNE,36.0,33.0,Richmond,83.84,2012-01-13,,62.0,1012.4,13.0,64.94,1017.5
SSE,No,,SW,64.04,Yes,,11.0,72.32,0.0,,64.0,28.0,Richmond,72.86,2012-01-14,,83.0,1015.7,0.0,65.3,1017.7
SSW,Yes,,S,63.5,Yes,,15.0,71.6,11.6,NNE,70.0,37.0,Richmond,73.75999999999999,2012-01-15,,84.0,1018.9,4.0,68.0,1019.5
E,Yes,13.2,SSW,62.78,Yes,,2.0,74.3,13.0,SSW,69.0,35.0,Richmond,80.06,2012-01-16,,93.0,1021.3,7.0,66.38,1023.4
E,Yes,1.9,WSW,60.08,No,,4.0,81.32,7.4,ENE,47.0,35.0,Richmond,82.4,2012-01-17,,83.0,1020.1,17.0,69.08,1023.6
NE,No,1.2,ENE,63.14,No,,2.0,84.56,0.0,NE,49.0,28.0,Richmond,87.44,2012-01-18,,73.0,1013.9,4.0,73.4,1017.8
ESE,No,14.0,SW,65.3,No,,11.0,82.22,0.0,SE,53.0,31.0,Richmond,84.74,2012-01-19,,86.0,1016.5,19.0,71.24000000000001,1017.6
NE,No,1.3,,67.28,No,,0.0,80.6,0.0,NE,55.0,26.0,Richmond,83.66,2012-01-20,,70.0,1014.2,9.0,72.32,1017.7
ESE,No,,WSW,68.0,No,,7.0,74.66,0.0,ESE,72.0,31.0,Richmond,75.56,2012-01-21,,83.0,1015.8,17.0,71.06,1016.0
SSE,No,,S,66.38,No,,19.0,78.44,0.8,SSE,47.0,46.0,Richmond,79.7,2012-01-22,,70.0,1021.3,24.0,69.25999999999999,1021.8
ESE,No,10.0,SSE,64.04,No,,7.0,73.75999999999999,0.2,E,56.0,33.0,Richmond,76.1,2012-01-23,,68.0,1020.9,19.0,71.42,1022.7
SW,No,3.2,SW,59.540000000000006,Yes,,11.0,72.86,0.0,WNW,72.0,44.0,Richmond,73.75999999999999,2012-01-24,,84.0,1016.3,6.0,67.46,1019.0
WSW,Yes,1.9,SSE,66.92,Yes,,7.0,69.44,19.0,SSE,98.0,31.0,Richmond,73.04,2012-01-25,,99.0,1013.2,17.0,70.16,1014.6
