Temp9amC,RainTomorrow,WindSpeed3pm,Pressure9am,Location,WindGustSpeed,WindGustDir,WindSpeed9am,Cloud3pm,Humidity9am,Rainfall,MinTempC,Cloud9am,WindDir3pm,MaxTempC,WindDir9am,Date,Humidity3pm,Pressure3pm,RainToday,Temp3pmC
11.3,No,20.0,1017.6,Wollongong,56.0,W,20.0,,43.0,0.0,9.8,,WSW,16.8,WSW,2011-07-11,32.0,1018.4,No,15.6
12.7,No,13.0,1021.5,Wollongong,57.0,WSW,17.0,,42.0,0.0,9.5,,W,18.9,WSW,2011-07-12,28.0,1017.0,No,18.6
11.2,No,17.0,1018.1,Wollongong,61.0,SSW,31.0,,53.0,0.0,10.4,3.0,S,12.8,S,2011-07-13,49.0,1016.6,No,12.7
11.4,No,39.0,1026.5,Wollongong,52.0,S,20.0,,52.0,0.0,9.3,,S,13.8,SSW,2011-07-14,49.0,1028.0,No,12.9
11.3,Yes,41.0,1035.2,Wollongong,50.0,S,19.0,8.0,58.0,0.4,7.5,,S,14.2,SSW,2011-07-15,65.0,1032.8,No,13.1
11.3,No,11.0,1032.2,Wollongong,26.0,NE,7.0,8.0,91.0,6.8,9.4,8.0,SSE,14.4,SW,2011-07-16,80.0,1028.3,Yes,13.8
12.0,No,0.0,,Wollongong,28.0,WNW,13.0,8.0,90.0,1.0,10.1,8.0,,15.8,SSW,2011-07-17,80.0,1021.7,No,15.2
14.7,No,15.0,1018.1,Wollongong,43.0,SW,9.0,8.0,65.0,0.0,10.9,,ENE,19.1,N,2011-07-18,62.0,1014.9,No,16.7
10.7,Yes,26.0,1014.3,Wollongong,72.0,S,13.0,8.0,59.0,0.0,7.9,,SW,14.4,SW,2011-07-19,72.0,1010.8,No,11.4
14.1,Yes,52.0,,Wollongong,80.0,SSW,43.0,8.0,89.0,49.0,9.6,8.0,S,16.5,SSW,2011-07-20,70.0,1015.4,Yes,15.7
11.4,Yes,30.0,,Wollongong,63.0,S,20.0,8.0,90.0,40.0,11.3,8.0,SSW,15.4,SSW,2011-07-21,91.0,1016.6,Yes,11.7
11.9,Yes,41.0,,Wollongong,69.0,SSE,26.0,8.0,93.0,82.6,11.0,8.0,S,15.3,SSW,2011-07-22,81.0,1019.7,Yes,12.7
11.5,No,31.0,1021.3,Wollongong,50.0,SSW,22.0,5.0,83.0,32.6,9.6,3.0,SSW,14.3,SSW,2011-07-23,70.0,1020.2,Yes,13.6
11.6,No,11.0,1020.0,Wollongong,33.0,WSW,6.0,8.0,71.0,0.2,7.2,,SW,14.5,WSW,2011-07-24,57.0,1017.8,No,13.0
11.9,No,13.0,,Wollongong,41.0,W,11.0,3.0,68.0,0.0,8.9,8.0,WNW,18.2,W,2011-07-25,47.0,1014.3,No,17.7
13.8,Yes,13.0,1019.6,Wollongong,44.0,SSW,17.0,6.0,61.0,0.0,10.7,8.0,WSW,17.6,WSW,2011-07-26,41.0,1019.0,No,16.1
10.7,No,24.0,1028.0,Wollongong,41.0,S,17.0,,85.0,7.0,8.8,7.0,SSE,14.7,SSW,2011-07-27,67.0,1027.6,Yes,14.5
13.2,No,20.0,1028.7,Wollongong,35.0,WSW,19.0,,63.0,0.4,9.2,,N,18.4,W,2011-07-28,51.0,1024.8,No,18.3
14.2,No,13.0,1026.8,Wollongong,31.0,WNW,19.0,,48.0,0.0,10.4,,ESE,18.4,WSW,2011-07-29,58.0,1023.6,No,17.0
15.1,No,15.0,1024.1,Wollongong,33.0,NNE,2.0,,55.0,0.0,8.0,,NE,19.3,N,2011-07-30,43.0,1019.9,No,18.8
15.0,No,17.0,1021.6,Wollongong,33.0,W,2.0,,46.0,0.0,11.2,,NNE,19.4,N,2011-07-31,62.0,1019.1,No,17.8
16.0,No,19.0,1022.0,Wollongong,35.0,NNE,15.0,,55.0,0.0,12.5,,NE,20.1,WNW,2011-08-01,71.0,1019.1,No,18.8
17.0,No,17.0,1022.4,Wollongong,33.0,WSW,13.0,,50.0,0.0,13.3,,NNE,20.9,WNW,2011-08-02,63.0,1020.6,No,19.1
17.9,No,22.0,1022.0,Wollongong,35.0,W,13.0,,49.0,0.0,14.7,5.0,NE,24.5,N,2011-08-03,58.0,1020.9,No,20.9
21.0,No,22.0,1025.3,Wollongong,46.0,NNW,20.0,,35.0,0.0,16.3,,NE,24.3,NW,2011-08-04,73.0,1023.0,No,19.1
18.5,No,15.0,1024.3,Wollongong,52.0,NW,24.0,,43.0,0.0,13.1,,NW,23.6,W,2011-08-05,33.0,1020.9,No,22.9
19.1,Yes,15.0,1020.0,Wollongong,52.0,WNW,22.0,6.0,41.0,0.0,14.3,,NE,22.3,W,2011-08-06,60.0,1016.3,No,18.8
14.4,No,19.0,1016.8,Wollongong,39.0,ENE,0.0,8.0,78.0,2.2,13.5,,N,18.7,,2011-08-07,83.0,1012.7,Yes,15.8
13.7,Yes,4.0,1010.5,Wollongong,39.0,W,4.0,7.0,53.0,0.4,9.2,,NNE,16.5,NNW,2011-08-08,54.0,1008.0,No,15.4
11.1,No,6.0,1007.8,Wollongong,35.0,W,11.0,,59.0,2.2,8.5,,NNE,15.5,SW,2011-08-09,49.0,1005.7,Yes,15.1
12.6,No,19.0,1006.5,Wollongong,48.0,WSW,20.0,1.0,54.0,0.0,9.8,,WSW,17.1,WSW,2011-08-10,38.0,1004.3,No,16.7
12.7,Yes,13.0,1008.4,Wollongong,30.0,SW,15.0,1.0,61.0,0.0,10.2,,SE,17.1,SW,2011-08-11,64.0,1008.8,No,15.6
13.0,No,33.0,1018.8,Wollongong,61.0,S,26.0,8.0,85.0,19.4,11.3,8.0,S,15.9,SSW,2011-08-12,69.0,1018.9,Yes,15.2
15.0,Yes,7.0,1024.3,Wollongong,20.0,WNW,0.0,,64.0,0.2,8.9,,E,17.1,,2011-08-13,60.0,1022.8,No,16.5
12.4,No,19.0,1026.9,Wollongong,33.0,S,20.0,8.0,92.0,9.2,11.6,8.0,SSE,15.3,S,2011-08-14,76.0,1024.6,Yes,14.8
13.5,No,7.0,1026.3,Wollongong,17.0,WSW,0.0,,81.0,0.6,8.7,2.0,ENE,16.8,,2011-08-15,71.0,1023.1,No,15.7
15.7,Yes,15.0,1022.1,Wollongong,26.0,NNE,4.0,8.0,70.0,0.0,11.7,,NE,17.8,ESE,2011-08-16,70.0,1018.8,No,16.6
15.6,Yes,26.0,1018.3,Wollongong,50.0,N,24.0,8.0,81.0,10.6,11.4,3.0,N,16.2,N,2011-08-17,80.0,1013.5,Yes,15.0
12.7,Yes,26.0,1007.8,Wollongong,54.0,N,7.0,,68.0,5.4,11.2,,WSW,17.0,NNW,2011-08-18,39.0,1008.4,Yes,16.2
12.2,Yes,54.0,1015.0,Wollongong,76.0,SE,30.0,8.0,86.0,1.4,9.6,8.0,SE,16.5,SSW,2011-08-19,76.0,1019.5,Yes,15.7
16.0,No,28.0,1030.8,Wollongong,63.0,SE,31.0,4.0,66.0,11.6,12.1,8.0,SE,17.0,SE,2011-08-20,64.0,1030.2,Yes,16.3
16.1,Yes,22.0,1036.3,Wollongong,54.0,ESE,22.0,7.0,60.0,0.2,14.2,,SE,16.7,SE,2011-08-21,64.0,1035.8,No,15.5
13.2,No,19.0,1039.0,Wollongong,39.0,SSE,19.0,,84.0,2.0,11.1,7.0,SE,15.9,S,2011-08-22,65.0,1037.8,Yes,15.6
14.7,No,13.0,1036.9,Wollongong,31.0,ESE,9.0,5.0,87.0,0.4,11.8,8.0,NNE,17.0,SSW,2011-08-23,78.0,1032.0,No,15.6
15.2,No,33.0,1030.2,Wollongong,37.0,ENE,19.0,,70.0,0.0,11.4,,NE,18.5,WNW,2011-08-24,68.0,1026.1,No,17.4
16.6,No,33.0,1024.8,Wollongong,46.0,N,19.0,,65.0,0.0,12.4,,NE,19.6,N,2011-08-25,77.0,1019.6,No,18.2
16.3,No,19.0,1026.1,Wollongong,31.0,SSE,19.0,,76.0,0.0,13.8,3.0,NNE,18.6,S,2011-08-26,69.0,1022.9,No,18.0
17.1,No,20.0,1021.7,Wollongong,50.0,S,0.0,,74.0,0.0,12.6,,NE,19.6,,2011-08-27,74.0,1017.9,No,18.7
15.4,No,13.0,1021.5,Wollongong,46.0,S,13.0,1.0,73.0,0.0,12.1,8.0,NE,18.4,S,2011-08-28,67.0,1016.8,No,17.7
16.5,No,11.0,1016.8,Wollongong,44.0,S,9.0,,59.0,0.0,12.3,,ESE,21.1,NNE,2011-08-29,63.0,1015.4,No,18.2
14.1,No,15.0,1023.8,Wollongong,37.0,S,24.0,8.0,74.0,0.0,12.2,,SE,16.4,S,2011-08-30,75.0,1021.8,No,14.7
14.7,No,13.0,1024.2,Wollongong,19.0,ESE,11.0,8.0,79.0,0.0,10.7,,ESE,17.5,S,2011-08-31,76.0,1021.9,No,16.1
15.8,No,15.0,1024.8,Wollongong,35.0,SE,9.0,6.0,79.0,0.0,12.6,3.0,SE,18.0,SSE,2011-09-01,70.0,1023.3,No,16.4
14.3,No,19.0,1030.5,Wollongong,44.0,S,20.0,4.0,67.0,0.0,12.9,8.0,SSE,16.8,SSW,2011-09-02,60.0,1029.3,No,15.0
16.7,No,37.0,1030.7,Wollongong,50.0,NE,11.0,,66.0,0.0,10.9,,NE,19.0,N,2011-09-03,69.0,1026.7,No,17.5
17.3,No,33.0,1028.1,Wollongong,43.0,NNE,26.0,,65.0,0.0,12.9,,NE,18.5,NNE,2011-09-04,77.0,1023.6,No,17.9
18.0,No,11.0,1026.5,Wollongong,37.0,N,4.0,,68.0,0.0,14.0,2.0,NNE,18.8,E,2011-09-05,78.0,1023.2,No,18.3
18.3,Yes,30.0,1019.1,Wollongong,69.0,WNW,19.0,,66.0,0.0,16.0,,NNE,20.2,NNE,2011-09-06,78.0,1013.6,No,18.9
15.3,No,20.0,1019.3,Wollongong,48.0,WSW,17.0,,36.0,1.8,10.8,,ESE,17.9,SW,2011-09-07,46.0,1018.1,Yes,15.8
15.1,Yes,7.0,1022.0,Wollongong,30.0,S,19.0,1.0,62.0,0.2,12.0,2.0,SE,16.9,S,2011-09-08,70.0,1018.2,No,15.8
11.6,Yes,33.0,1009.6,Wollongong,44.0,S,9.0,8.0,79.0,4.2,11.6,8.0,S,13.0,WSW,2011-09-09,83.0,1007.5,Yes,11.0
12.9,No,22.0,1010.0,Wollongong,61.0,SSW,24.0,7.0,39.0,3.0,8.0,,WSW,16.8,SSW,2011-09-10,42.0,1008.4,Yes,14.9
15.0,Yes,24.0,1013.1,Wollongong,65.0,S,15.0,3.0,51.0,0.0,10.6,,WSW,18.1,SW,2011-09-11,37.0,1011.2,No,16.5
13.9,No,11.0,1023.4,Wollongong,39.0,SSW,24.0,,48.0,1.2,9.3,,E,16.8,SSW,2011-09-12,52.0,1022.5,Yes,15.9
14.2,No,9.0,1025.4,Wollongong,43.0,SSW,13.0,,45.0,0.0,9.1,,E,22.1,NW,2011-09-13,48.0,1019.5,No,20.0
18.7,No,24.0,1021.5,Wollongong,63.0,WSW,9.0,,43.0,0.0,14.2,,SW,25.6,ENE,2011-09-14,18.0,1016.8,No,25.2
15.7,No,17.0,1022.7,Wollongong,31.0,NW,11.0,,67.0,0.0,13.8,4.0,NE,18.8,SSE,2011-09-15,66.0,1018.6,No,17.9
18.0,No,7.0,1017.8,Wollongong,28.0,NNE,13.0,,57.0,0.0,12.8,,ENE,20.3,E,2011-09-16,71.0,1012.4,No,18.1
18.7,No,15.0,1017.3,Wollongong,44.0,S,0.0,,67.0,0.0,13.7,,NNE,21.1,,2011-09-17,74.0,1013.6,No,19.5
20.9,No,17.0,1013.4,Wollongong,67.0,SE,9.0,5.0,47.0,0.0,15.2,,SSE,24.1,NNW,2011-09-18,79.0,1016.5,No,18.7
18.6,No,46.0,1020.1,Wollongong,57.0,NE,24.0,,66.0,0.0,14.4,3.0,NE,23.8,NNE,2011-09-19,81.0,1013.2,No,18.5
23.8,No,39.0,1003.7,Wollongong,76.0,SW,31.0,1.0,38.0,0.0,17.1,,WSW,25.8,NNW,2011-09-20,42.0,1008.5,No,17.5
17.5,No,17.0,1019.8,Wollongong,46.0,SW,17.0,,40.0,0.0,12.1,,NNE,19.2,SSW,2011-09-21,51.0,1017.4,No,18.1
18.0,No,11.0,1024.2,Wollongong,41.0,NE,6.0,,56.0,0.0,11.0,,N,24.0,E,2011-09-22,70.0,1018.8,No,18.9
24.0,Yes,50.0,1015.6,Wollongong,76.0,SSW,22.0,2.0,33.0,0.0,14.0,,S,30.8,WNW,2011-09-23,77.0,1015.7,No,18.2
14.6,Yes,28.0,1022.7,Wollongong,48.0,S,11.0,8.0,83.0,1.8,12.9,7.0,SSE,15.9,S,2011-09-24,90.0,1019.1,Yes,13.4
13.0,Yes,43.0,1021.9,Wollongong,65.0,SE,48.0,1.0,95.0,64.8,10.8,8.0,SE,16.6,ESE,2011-09-25,71.0,1022.3,Yes,15.2
16.3,No,15.0,1026.3,Wollongong,46.0,SE,28.0,6.0,55.0,10.2,12.2,2.0,SE,17.9,SE,2011-09-26,57.0,1023.0,Yes,16.7
17.0,No,43.0,1023.0,Wollongong,54.0,NE,20.0,,59.0,0.0,11.5,1.0,NE,19.8,NNW,2011-09-27,65.0,1018.3,No,17.0
15.2,Yes,,1015.4,Wollongong,59.0,NNW,9.0,,70.0,0.0,13.0,,,18.0,NNW,2011-09-28,,1010.0,No,
16.9,No,35.0,996.7,Wollongong,76.0,NNW,28.0,,77.0,3.0,15.1,5.0,WNW,20.9,NNW,2011-09-29,33.0,994.9,Yes,19.2
14.4,No,31.0,1002.9,Wollongong,87.0,WNW,43.0,,44.0,0.0,13.3,,W,20.2,W,2011-09-30,31.0,1002.5,No,18.9
15.4,Yes,20.0,1007.1,Wollongong,46.0,S,7.0,,56.0,0.0,9.9,8.0,SSE,17.1,S,2011-10-01,68.0,1006.1,No,16.7
12.6,Yes,43.0,1015.8,Wollongong,78.0,SE,52.0,,87.0,8.2,10.2,,SSE,15.8,SSE,2011-10-02,68.0,1018.2,Yes,15.0
11.8,No,41.0,1023.9,Wollongong,54.0,S,22.0,,77.0,9.4,10.5,,S,15.5,SW,2011-10-03,65.0,1021.9,Yes,15.2
14.1,No,22.0,1025.5,Wollongong,43.0,SSW,28.0,8.0,74.0,0.0,11.6,,S,16.6,SSW,2011-10-04,71.0,1023.7,No,15.5
15.7,No,13.0,1022.9,Wollongong,20.0,NE,7.0,,62.0,0.0,9.9,1.0,ENE,17.8,SW,2011-10-05,59.0,1018.4,No,16.8
16.1,Yes,30.0,1016.8,Wollongong,37.0,NE,7.0,8.0,75.0,0.0,12.6,3.0,NE,19.0,SSE,2011-10-06,71.0,1013.7,No,16.8
15.5,Yes,17.0,1013.9,Wollongong,22.0,NE,9.0,2.0,86.0,5.2,13.6,7.0,NNE,20.0,WNW,2011-10-07,75.0,1010.5,Yes,19.5
16.4,Yes,17.0,1011.8,Wollongong,28.0,SSE,6.0,8.0,91.0,12.6,14.1,8.0,SSE,18.6,WSW,2011-10-08,86.0,1010.0,Yes,17.5
17.6,No,6.0,1007.1,Wollongong,54.0,WNW,7.0,,70.0,1.4,13.9,,SSW,22.4,ESE,2011-10-09,46.0,1004.8,Yes,19.3
14.9,No,17.0,1010.1,Wollongong,37.0,S,6.0,,75.0,0.0,11.8,4.0,ENE,18.5,SSE,2011-10-10,68.0,1006.9,No,17.6
15.4,No,15.0,1010.5,Wollongong,46.0,WSW,19.0,,46.0,0.0,12.1,,ESE,19.5,W,2011-10-11,55.0,1009.5,No,18.1
15.5,No,22.0,1018.2,Wollongong,35.0,SSE,19.0,7.0,69.0,0.0,10.3,1.0,SSE,16.5,SSW,2011-10-12,78.0,1018.1,No,15.3
16.1,No,22.0,1023.7,Wollongong,35.0,NNE,9.0,5.0,71.0,0.2,13.3,7.0,NE,19.0,S,2011-10-13,64.0,1021.7,No,18.0
16.9,Yes,26.0,1021.1,Wollongong,37.0,NNE,26.0,8.0,73.0,0.0,15.4,8.0,NNE,17.6,NNE,2011-10-14,74.0,1017.9,No,17.1
17.6,No,7.0,1011.7,Wollongong,65.0,ENE,7.0,,94.0,100.4,15.9,7.0,NNE,21.0,N,2011-10-15,83.0,1008.1,Yes,20.2
17.0,No,15.0,1014.7,Wollongong,39.0,SSW,22.0,,76.0,0.4,14.5,1.0,ESE,19.7,S,2011-10-16,70.0,1015.5,No,19.1
14.7,No,24.0,1032.0,Wollongong,50.0,SSW,31.0,,59.0,0.8,12.0,,SSE,16.7,S,2011-10-17,51.0,1032.2,No,16.4
16.5,No,15.0,1035.3,Wollongong,26.0,NNE,11.0,,64.0,0.0,13.2,7.0,NE,18.8,SW,2011-10-18,58.0,1031.8,No,18.3
17.8,No,30.0,1031.2,Wollongong,46.0,NE,7.0,,66.0,0.0,12.5,,NE,20.0,NW,2011-10-19,69.0,1027.6,No,19.1
19.1,No,17.0,1027.7,Wollongong,50.0,NE,7.0,,71.0,0.0,14.5,,N,22.0,NE,2011-10-20,77.0,1023.0,No,20.0
21.7,No,15.0,1023.7,Wollongong,39.0,S,7.0,,49.0,0.0,17.1,,N,22.8,SSE,2011-10-21,74.0,1021.2,No,21.3
18.3,No,11.0,1024.8,Wollongong,50.0,N,9.0,,80.0,0.0,15.1,,NNE,21.5,NNE,2011-10-22,79.0,1022.0,No,21.0
19.5,No,15.0,1022.5,Wollongong,22.0,NNE,9.0,,81.0,0.0,17.8,8.0,NE,25.2,SSE,2011-10-23,81.0,1017.7,No,21.0
25.2,No,31.0,1012.5,Wollongong,50.0,NE,24.0,,49.0,0.0,19.2,,NE,30.8,WNW,2011-10-24,72.0,1006.9,No,23.1
16.2,No,44.0,1011.5,Wollongong,61.0,S,39.0,8.0,90.0,0.4,16.1,8.0,S,16.4,S,2011-10-25,93.0,1015.6,No,14.8
15.1,No,26.0,1023.7,Wollongong,41.0,SE,31.0,8.0,69.0,0.6,12.3,8.0,SE,16.9,SSE,2011-10-26,65.0,1023.4,No,16.5
16.2,No,20.0,1025.3,Wollongong,37.0,E,9.0,7.0,75.0,0.2,13.8,8.0,E,19.6,NNE,2011-10-27,68.0,1022.8,No,17.6
18.7,No,43.0,1019.5,Wollongong,54.0,NE,20.0,,72.0,0.4,15.9,5.0,NE,20.6,NNE,2011-10-28,74.0,1014.7,No,19.7
19.3,No,17.0,1010.8,Wollongong,31.0,WSW,19.0,,83.0,0.2,17.1,,NNW,20.9,NE,2011-10-29,87.0,1008.4,No,19.3
18.6,No,9.0,1012.5,Wollongong,80.0,S,4.0,,89.0,0.0,17.0,8.0,ENE,21.2,NW,2011-10-30,84.0,1010.4,No,20.4
16.7,No,33.0,1021.2,Wollongong,46.0,S,31.0,,60.0,0.0,13.0,,SSE,18.7,S,2011-10-31,63.0,1019.9,No,17.5
16.1,No,13.0,1020.2,Wollongong,35.0,SSW,17.0,,72.0,0.8,14.3,8.0,SE,18.8,S,2011-11-01,63.0,1016.0,No,18.1
16.6,Yes,20.0,1011.8,Wollongong,35.0,SSE,20.0,7.0,77.0,0.2,14.1,1.0,SE,20.1,SSE,2011-11-02,63.0,1009.4,No,18.9
13.8,Yes,6.0,1014.2,Wollongong,41.0,SSE,26.0,7.0,94.0,19.8,13.3,8.0,S,18.4,SE,2011-11-03,65.0,1014.5,Yes,16.4
18.0,No,15.0,1019.4,Wollongong,20.0,SE,11.0,,70.0,3.0,13.4,4.0,SE,20.1,E,2011-11-04,65.0,1018.6,Yes,18.8
19.5,No,39.0,1018.8,Wollongong,50.0,NE,15.0,,67.0,0.0,15.6,,NE,26.7,N,2011-11-05,80.0,1014.1,No,20.1
26.7,No,19.0,1012.2,Wollongong,37.0,NE,7.0,1.0,48.0,0.0,18.0,,N,27.7,W,2011-11-06,79.0,1008.9,No,20.9
22.0,No,11.0,1012.8,Wollongong,26.0,S,9.0,1.0,65.0,0.0,19.8,1.0,SSE,23.7,N,2011-11-07,82.0,1012.7,No,22.1
21.1,Yes,15.0,1013.7,Wollongong,57.0,S,9.0,,85.0,0.2,18.8,,NNE,24.3,NE,2011-11-08,85.0,1009.1,No,21.9
23.4,No,9.0,1014.0,Wollongong,50.0,NNE,7.0,,73.0,12.8,19.2,,N,28.4,NNE,2011-11-09,82.0,1010.1,Yes,23.0
21.6,No,26.0,1008.6,Wollongong,59.0,SW,19.0,,69.0,0.6,19.6,7.0,WSW,27.1,NNW,2011-11-10,31.0,1012.4,No,26.8
20.1,No,28.0,1024.6,Wollongong,35.0,NE,9.0,,71.0,0.2,15.6,7.0,NE,21.3,NE,2011-11-11,66.0,1022.6,No,20.8
20.5,No,13.0,1019.0,Wollongong,30.0,NE,22.0,,77.0,0.0,17.9,,N,22.1,NNE,2011-11-12,81.0,1015.1,No,20.4
19.1,No,15.0,1018.3,Wollongong,30.0,NNE,0.0,2.0,83.0,0.0,16.8,,NNE,22.1,,2011-11-13,83.0,1013.9,No,21.0
21.0,No,20.0,1008.6,Wollongong,69.0,SSE,30.0,,83.0,0.0,18.9,,NNW,35.5,NNE,2011-11-14,78.0,1004.0,No,21.7
20.2,No,37.0,1019.1,Wollongong,50.0,NE,13.0,,76.0,0.0,17.0,6.0,NE,22.1,NNE,2011-11-15,73.0,1016.0,No,21.0
20.0,Yes,19.0,1017.9,Wollongong,80.0,SSW,50.0,8.0,79.0,0.0,17.8,2.0,SSW,20.8,S,2011-11-16,82.0,1020.2,No,19.1
19.2,No,0.0,1020.4,Wollongong,22.0,NW,9.0,7.0,83.0,5.6,15.7,7.0,,20.8,S,2011-11-17,90.0,1019.1,Yes,17.5
20.5,No,15.0,1018.2,Wollongong,37.0,NNE,19.0,,84.0,0.4,17.1,,N,22.2,NE,2011-11-18,80.0,1015.9,No,21.1
21.3,No,19.0,1014.2,Wollongong,52.0,S,22.0,,82.0,0.0,18.3,,N,23.3,NE,2011-11-19,85.0,1010.1,No,20.9
19.9,Yes,6.0,1009.8,Wollongong,57.0,S,11.0,6.0,86.0,0.0,18.1,,NNE,23.4,N,2011-11-20,88.0,1008.5,No,20.6
18.2,No,35.0,1018.1,Wollongong,48.0,WNW,9.0,8.0,81.0,1.8,14.9,,NE,21.5,N,2011-11-21,79.0,1014.6,Yes,19.5
20.0,Yes,9.0,1010.7,Wollongong,30.0,NNW,9.0,7.0,79.0,0.8,18.2,8.0,WSW,20.5,N,2011-11-22,90.0,1009.5,No,17.7
14.3,Yes,39.0,1017.4,Wollongong,54.0,S,15.0,8.0,93.0,27.2,13.9,8.0,S,18.1,SW,2011-11-23,92.0,1020.9,Yes,15.8
17.7,Yes,13.0,1027.6,Wollongong,52.0,SE,33.0,8.0,67.0,13.0,14.3,8.0,SE,18.1,SE,2011-11-24,77.0,1027.1,Yes,16.8
15.2,Yes,7.0,1023.4,Wollongong,35.0,NE,13.0,7.0,94.0,9.2,14.4,8.0,W,19.3,SW,2011-11-25,89.0,1021.2,Yes,18.4
19.3,Yes,31.0,1007.5,Wollongong,61.0,NNE,28.0,,97.0,51.0,15.2,8.0,NE,24.8,NNE,2011-11-26,86.0,1003.0,Yes,21.7
22.8,No,19.0,1004.8,Wollongong,83.0,WNW,13.0,5.0,49.0,1.2,16.2,,SW,28.0,W,2011-11-27,38.0,1008.0,Yes,27.0
22.3,No,26.0,1016.9,Wollongong,50.0,NE,19.0,,57.0,0.0,16.8,,NNE,23.7,N,2011-11-28,82.0,1015.2,No,21.4
21.3,No,39.0,1016.6,Wollongong,54.0,NE,20.0,,86.0,0.0,18.0,,NE,23.5,NE,2011-11-29,89.0,1013.7,No,21.1
23.4,No,7.0,1009.2,Wollongong,65.0,S,28.0,1.0,79.0,0.0,18.9,,NW,26.3,NNE,2011-11-30,83.0,1008.7,No,21.8
15.3,Yes,28.0,1021.8,Wollongong,72.0,S,30.0,,64.0,1.0,14.4,1.0,SSE,18.0,SSW,2011-12-01,59.0,1021.0,No,17.5
16.2,No,39.0,1022.8,Wollongong,57.0,S,31.0,6.0,64.0,5.4,13.5,,SE,18.0,SSW,2011-12-02,74.0,1021.7,Yes,17.1
17.6,No,28.0,1020.4,Wollongong,43.0,NE,6.0,,53.0,0.0,12.7,,NE,20.3,SE,2011-12-03,65.0,1016.8,No,19.6
16.8,No,50.0,1015.5,Wollongong,67.0,S,33.0,8.0,85.0,0.6,13.5,8.0,S,16.8,S,2011-12-04,65.0,1016.5,No,15.8
15.0,Yes,44.0,1022.1,Wollongong,63.0,S,39.0,8.0,61.0,0.2,10.8,3.0,S,17.0,SSW,2011-12-05,72.0,1020.6,No,16.0
15.0,No,11.0,1020.8,Wollongong,39.0,SW,15.0,8.0,77.0,3.0,12.2,8.0,S,18.3,SSW,2011-12-06,61.0,1018.7,Yes,17.0
17.2,Yes,26.0,1016.8,Wollongong,41.0,E,17.0,8.0,67.0,0.0,12.4,1.0,ESE,20.3,S,2011-12-07,76.0,1014.7,No,18.1
17.2,Yes,11.0,1015.1,Wollongong,39.0,E,13.0,8.0,93.0,29.0,14.7,8.0,SSE,20.1,SSW,2011-12-08,87.0,1014.2,Yes,17.8
19.4,No,13.0,1015.5,Wollongong,50.0,W,11.0,1.0,82.0,4.0,15.1,,ENE,22.2,SSE,2011-12-09,74.0,1013.8,Yes,21.5
19.0,No,7.0,1012.0,Wollongong,26.0,NNE,0.0,7.0,87.0,0.0,15.3,8.0,NNE,21.9,,2011-12-10,81.0,1008.3,No,20.8
20.7,Yes,11.0,1003.7,Wollongong,80.0,NE,7.0,8.0,81.0,0.0,18.3,8.0,NNE,22.9,NE,2011-12-11,86.0,1002.1,No,20.9
17.0,Yes,31.0,1008.2,Wollongong,50.0,S,24.0,8.0,92.0,37.6,16.8,8.0,S,18.3,SSW,2011-12-12,86.0,1007.1,Yes,17.8
17.0,No,33.0,1008.8,Wollongong,54.0,S,28.0,,66.0,2.2,15.5,8.0,SSE,20.0,SW,2011-12-13,69.0,1008.1,Yes,19.6
17.6,No,31.0,1016.3,Wollongong,54.0,S,35.0,8.0,65.0,0.0,14.4,8.0,SSE,19.2,S,2011-12-14,65.0,1016.4,No,18.7
18.6,No,17.0,1020.1,Wollongong,33.0,S,15.0,,65.0,0.0,14.9,,SE,20.8,S,2011-12-15,63.0,1018.5,No,20.0
17.2,No,15.0,1022.2,Wollongong,28.0,SSE,7.0,7.0,77.0,0.0,14.7,8.0,SE,20.4,SW,2011-12-16,59.0,1021.4,No,19.6
18.6,No,15.0,1023.7,Wollongong,24.0,ENE,13.0,,65.0,0.0,16.8,8.0,E,20.6,SE,2011-12-17,53.0,1021.7,No,20.0
19.0,No,39.0,1020.0,Wollongong,52.0,NE,19.0,,65.0,0.0,14.8,,NE,22.2,NNW,2011-12-18,69.0,1015.8,No,20.8
19.4,Yes,19.0,1010.9,Wollongong,44.0,NE,11.0,8.0,85.0,0.4,19.0,8.0,N,21.0,NE,2011-12-19,91.0,1007.7,No,19.9
19.0,No,19.0,,Wollongong,43.0,SSW,30.0,1.0,83.0,10.0,18.3,,SSE,21.1,SSW,2011-12-20,79.0,1014.9,Yes,21.0
20.2,Yes,20.0,,Wollongong,30.0,S,17.0,8.0,75.0,0.4,16.9,4.0,SSE,21.5,S,2011-12-21,78.0,1017.1,No,20.6
17.9,No,9.0,,Wollongong,30.0,NE,9.0,8.0,91.0,2.2,17.3,,E,21.0,WSW,2011-12-22,83.0,1016.7,Yes,20.0
20.3,No,11.0,,Wollongong,22.0,NNE,0.0,,85.0,0.8,17.6,,E,23.3,,2011-12-23,83.0,1013.3,No,22.8
21.7,No,13.0,1014.3,Wollongong,22.0,NE,7.0,,81.0,0.0,18.0,,NNE,24.8,SE,2011-12-24,79.0,1012.5,No,23.8
22.9,No,39.0,1012.0,Wollongong,50.0,NE,17.0,,80.0,0.0,19.4,,NE,23.8,NE,2011-12-25,81.0,1009.5,No,23.3
