wind dir 9 am,wind gust dir,date,wind speed 9 am,wind dir 3 pm,max temp c,temp 9 am c,humidity 3 pm,humidity 9 am,rain today,temp 3 pm c,location,wind gust speed,wind speed 3 pm,rain tomorrow,min temp c,rainfall
SE,SSE,2011-12-08,13.0,SE,19.8,16.6,73.0,87.0,Yes,19.2,SalmonGums,28.0,15.0,Yes,15.4,7.2
E,E,2011-12-09,15.0,ESE,21.0,18.1,56.0,75.0,Yes,20.4,SalmonGums,24.0,9.0,Yes,14.6,2.0
N,S,2011-12-10,9.0,S,26.2,16.1,57.0,87.0,Yes,22.6,SalmonGums,43.0,20.0,Yes,14.9,1.4
NNE,SE,2011-12-11,15.0,ENE,30.6,22.4,26.0,48.0,Yes,30.4,SalmonGums,44.0,9.0,No,11.2,1.6
ENE,SSE,2011-12-12,20.0,E,30.0,21.3,28.0,57.0,No,29.0,SalmonGums,46.0,20.0,Yes,13.9,0.0
ENE,E,2011-12-13,28.0,E,19.8,16.8,72.0,79.0,Yes,19.3,SalmonGums,46.0,26.0,No,14.7,1.4
ENE,ESE,2011-12-14,24.0,E,22.8,17.9,54.0,66.0,No,22.0,SalmonGums,44.0,20.0,No,15.3,0.8
SE,NE,2011-12-15,20.0,E,21.8,18.7,83.0,60.0,No,16.7,SalmonGums,35.0,11.0,Yes,11.3,0.0
SSE,SSW,2011-12-16,13.0,S,23.2,17.0,57.0,82.0,Yes,21.8,SalmonGums,44.0,22.0,No,14.5,2.8
S,SSW,2011-12-17,7.0,SW,27.1,18.2,32.0,64.0,No,25.5,SalmonGums,35.0,19.0,No,12.3,0.0
NE,SSW,2011-12-18,20.0,NW,36.2,24.0,18.0,38.0,No,34.6,SalmonGums,56.0,13.0,No,12.1,0.0
SSE,SSE,2011-12-19,20.0,SSW,27.7,22.4,33.0,49.0,No,26.5,SalmonGums,39.0,19.0,No,14.3,0.0
ESE,SE,2011-12-20,15.0,ESE,30.3,21.9,24.0,47.0,No,29.3,SalmonGums,50.0,17.0,No,9.7,0.0
NE,ESE,2011-12-21,22.0,SSE,36.0,24.5,18.0,45.0,No,34.6,SalmonGums,43.0,11.0,No,14.5,0.0
NW,SSW,2011-12-22,15.0,S,41.0,31.1,28.0,21.0,No,34.6,SalmonGums,46.0,33.0,No,14.7,0.0
S,SSW,2011-12-23,24.0,S,25.3,20.5,67.0,68.0,No,20.5,SalmonGums,46.0,30.0,No,17.4,0.0
SSE,SSE,2011-12-24,19.0,SSE,27.1,18.5,28.0,65.0,No,26.1,SalmonGums,50.0,26.0,No,14.5,0.0
SE,SE,2011-12-25,20.0,SSE,26.7,20.7,29.0,45.0,No,25.1,SalmonGums,48.0,22.0,No,6.6,0.0
E,SSE,2011-12-26,17.0,SE,28.4,19.0,21.0,48.0,No,27.1,SalmonGums,43.0,20.0,No,4.1,0.0
ENE,SE,2011-12-27,20.0,ESE,31.7,20.7,22.0,44.0,No,30.5,SalmonGums,50.0,26.0,No,8.7,0.0
NE,NE,2011-12-28,20.0,E,34.3,22.9,15.0,48.0,No,33.9,SalmonGums,46.0,28.0,No,14.2,0.0
NE,NE,2011-12-29,26.0,N,36.9,26.2,14.0,35.0,No,34.8,SalmonGums,46.0,22.0,No,16.5,0.0
N,N,2011-12-30,15.0,SE,39.5,34.2,50.0,22.0,No,28.7,SalmonGums,52.0,20.0,Yes,22.5,0.0
S,SSW,2011-12-31,19.0,ESE,35.5,25.3,27.0,59.0,Yes,35.1,SalmonGums,65.0,19.0,Yes,19.5,8.2
SSW,S,2012-01-01,19.0,S,22.9,18.2,87.0,92.0,Yes,19.2,SalmonGums,39.0,26.0,No,17.8,10.4
S,SSE,2012-01-02,13.0,SSE,26.1,18.8,53.0,77.0,No,24.7,SalmonGums,37.0,17.0,No,14.7,1.0
SSE,S,2012-01-03,26.0,SSE,26.0,20.2,36.0,43.0,No,24.8,SalmonGums,50.0,33.0,No,14.9,0.0
ENE,ENE,2012-01-04,26.0,NNW,27.7,20.2,38.0,47.0,No,25.2,SalmonGums,48.0,9.0,No,12.4,0.0
NE,SW,2012-01-05,9.0,E,26.2,21.0,71.0,61.0,No,23.4,SalmonGums,54.0,24.0,Yes,15.8,0.6
WNW,W,2012-01-06,24.0,W,30.7,23.6,29.0,64.0,Yes,29.6,SalmonGums,48.0,28.0,No,17.4,34.2
W,SSW,2012-01-07,20.0,SSW,25.3,20.3,45.0,47.0,No,24.4,SalmonGums,52.0,30.0,No,13.1,0.0
SSW,SW,2012-01-08,19.0,SSW,22.7,17.2,47.0,61.0,No,20.6,SalmonGums,35.0,19.0,No,10.5,0.0
ESE,S,2012-01-09,13.0,SSE,26.3,17.8,35.0,55.0,No,25.6,SalmonGums,46.0,24.0,No,7.1,0.0
E,SSE,2012-01-10,19.0,SE,27.9,19.1,30.0,55.0,No,26.6,SalmonGums,46.0,24.0,No,10.5,0.0
NE,ESE,2012-01-11,17.0,ENE,31.3,21.6,20.0,52.0,No,30.7,SalmonGums,54.0,17.0,No,10.7,0.0
NNE,SE,2012-01-12,22.0,ESE,32.1,23.3,24.0,47.0,No,31.0,SalmonGums,44.0,20.0,No,12.3,0.0
ENE,ESE,2012-01-13,20.0,E,31.0,21.7,26.0,59.0,No,30.0,SalmonGums,50.0,26.0,No,14.5,0.0
ENE,ENE,2012-01-14,26.0,ENE,31.2,22.1,30.0,53.0,No,30.1,SalmonGums,43.0,17.0,No,15.8,0.0
NNE,N,2012-01-15,22.0,NNW,34.6,26.2,27.0,44.0,No,32.9,SalmonGums,41.0,19.0,No,17.3,0.0
SSW,SSW,2012-01-16,26.0,S,23.6,21.2,69.0,66.0,No,19.9,SalmonGums,46.0,24.0,No,19.0,0.0
SE,SSE,2012-01-17,11.0,ESE,26.1,18.7,32.0,58.0,No,25.0,SalmonGums,41.0,19.0,No,8.3,0.0
E,SSE,2012-01-18,19.0,ESE,31.7,22.2,21.0,46.0,No,31.2,SalmonGums,39.0,19.0,No,8.6,0.0
NE,ESE,2012-01-19,20.0,E,33.8,20.5,19.0,59.0,No,32.2,SalmonGums,37.0,15.0,No,16.0,0.0
NE,ESE,2012-01-20,17.0,ENE,33.9,25.7,20.0,43.0,No,33.2,SalmonGums,46.0,15.0,No,15.9,0.0
NNE,NNW,2012-01-21,22.0,ENE,36.5,26.4,17.0,51.0,No,35.7,SalmonGums,48.0,20.0,Yes,17.7,0.0
NNW,NE,2012-01-22,20.0,SSW,40.2,31.5,20.0,38.0,Yes,38.7,SalmonGums,41.0,20.0,No,20.3,1.6
S,SSE,2012-01-23,22.0,SSE,28.9,21.0,53.0,83.0,No,27.5,SalmonGums,46.0,26.0,Yes,19.3,0.0
SE,E,2012-01-24,22.0,ESE,29.8,19.1,45.0,90.0,Yes,28.5,SalmonGums,52.0,26.0,No,17.9,1.2
ENE,E,2012-01-25,22.0,ESE,32.5,21.9,25.0,55.0,No,31.5,SalmonGums,43.0,22.0,No,16.3,0.0
E,E,2012-01-26,19.0,SE,36.7,24.5,19.0,52.0,No,35.4,SalmonGums,43.0,17.0,No,15.0,0.0
NE,SSE,2012-01-27,20.0,E,38.2,26.6,12.0,41.0,No,37.1,SalmonGums,46.0,19.0,No,16.6,0.0
NNE,NNE,2012-01-28,17.0,SSE,39.3,29.8,10.0,27.0,No,38.2,SalmonGums,30.0,19.0,No,17.1,0.0
SSW,S,2012-01-29,43.0,S,25.4,20.8,43.0,70.0,No,23.2,SalmonGums,65.0,39.0,No,19.5,0.0
ESE,E,2012-01-30,24.0,ESE,25.7,17.5,28.0,48.0,No,23.9,SalmonGums,48.0,24.0,No,14.4,0.0
ENE,ENE,2012-01-31,24.0,E,28.8,18.6,20.0,43.0,No,28.0,SalmonGums,48.0,20.0,No,6.7,0.0
NE,NE,2012-02-01,26.0,ENE,32.6,21.5,16.0,44.0,No,31.1,SalmonGums,46.0,19.0,No,12.9,0.0
NNW,N,2012-02-02,24.0,ESE,28.7,24.8,43.0,32.0,No,25.9,SalmonGums,41.0,11.0,No,16.8,0.0
SE,SSW,2012-02-03,20.0,SSE,27.9,20.3,73.0,77.0,No,23.7,SalmonGums,44.0,30.0,Yes,18.5,1.0
SSW,SW,2012-02-04,28.0,SSW,21.9,17.4,63.0,59.0,Yes,17.1,SalmonGums,69.0,28.0,No,13.1,7.4
SSW,SSW,2012-02-05,20.0,SSE,21.9,16.2,38.0,52.0,No,19.6,SalmonGums,37.0,19.0,No,8.5,0.2
SE,SE,2012-02-06,6.0,SW,24.8,16.9,32.0,57.0,No,23.4,SalmonGums,37.0,15.0,No,5.2,0.0
NE,SSE,2012-02-07,15.0,ESE,28.1,19.7,28.0,51.0,No,26.7,SalmonGums,46.0,13.0,No,10.3,0.0
E,SSE,2012-02-08,20.0,SSE,29.0,19.4,29.0,59.0,No,27.2,SalmonGums,46.0,13.0,No,10.5,0.0
E,SE,2012-02-09,22.0,ESE,28.9,19.3,29.0,56.0,No,27.9,SalmonGums,43.0,17.0,No,10.4,0.0
NNE,E,2012-02-10,20.0,ENE,30.6,19.4,26.0,53.0,No,29.3,SalmonGums,37.0,13.0,No,13.6,0.0
NNE,NNE,2012-02-11,20.0,NNE,35.9,23.1,16.0,40.0,No,34.5,SalmonGums,56.0,24.0,No,15.2,0.0
W,SSW,2012-02-12,15.0,SW,34.0,25.2,27.0,44.0,No,31.5,SalmonGums,48.0,20.0,No,20.7,0.0
SSW,SSW,2012-02-13,20.0,S,27.7,23.4,38.0,56.0,No,26.8,SalmonGums,41.0,19.0,No,17.5,0.0
E,SE,2012-02-14,9.0,SSE,31.5,20.4,22.0,63.0,No,30.0,SalmonGums,41.0,15.0,No,9.1,0.0
ENE,E,2012-02-15,13.0,W,35.7,24.6,17.0,42.0,No,34.4,SalmonGums,41.0,17.0,No,12.8,0.0
NNE,E,2012-02-16,26.0,ENE,32.4,29.1,34.0,28.0,No,30.8,SalmonGums,54.0,33.0,No,20.7,0.0
SSW,SSW,2012-02-17,7.0,SSW,35.0,26.0,34.0,44.0,No,32.3,SalmonGums,48.0,33.0,No,14.1,0.6
SE,SSE,2012-02-18,24.0,SE,24.6,21.1,63.0,70.0,No,22.5,SalmonGums,41.0,28.0,No,16.8,0.0
ESE,SE,2012-02-19,22.0,SE,28.7,21.6,31.0,59.0,No,27.7,SalmonGums,43.0,22.0,No,15.7,0.0
ENE,SE,2012-02-20,19.0,ENE,30.7,20.7,22.0,56.0,No,30.4,SalmonGums,37.0,15.0,No,8.6,0.0
NE,NE,2012-02-21,24.0,SSE,34.1,22.2,19.0,51.0,No,32.6,SalmonGums,37.0,15.0,No,14.7,0.0
N,NNW,2012-02-22,19.0,ESE,38.5,30.6,13.0,21.0,No,38.0,SalmonGums,37.0,13.0,No,15.3,0.0
N,N,2012-02-23,30.0,N,41.3,31.7,8.0,13.0,No,39.5,SalmonGums,48.0,15.0,No,23.1,0.0
SW,SSE,2012-02-24,24.0,S,29.3,22.9,31.0,58.0,No,28.2,SalmonGums,43.0,22.0,No,17.6,0.0
E,WNW,2012-02-25,13.0,NW,29.5,20.2,32.0,57.0,No,28.8,SalmonGums,46.0,9.0,No,10.5,0.0
WSW,SSE,2012-02-26,11.0,S,27.2,19.9,24.0,55.0,No,25.7,SalmonGums,43.0,17.0,No,15.8,0.0
SE,SSE,2012-02-27,7.0,SSE,27.8,19.1,31.0,55.0,No,26.1,SalmonGums,48.0,15.0,No,9.4,0.0
E,SSE,2012-02-28,28.0,ESE,26.4,19.1,41.0,62.0,No,25.3,SalmonGums,46.0,24.0,No,13.9,0.0
ESE,SE,2012-02-29,24.0,SE,22.8,17.0,46.0,69.0,No,21.5,SalmonGums,48.0,30.0,No,13.1,0.0
SE,SE,2012-03-01,26.0,SE,24.7,18.2,30.0,54.0,No,23.2,SalmonGums,44.0,24.0,No,11.8,0.0
E,ESE,2012-03-02,17.0,E,24.7,17.7,27.0,49.0,No,23.3,SalmonGums,39.0,13.0,No,3.6,0.0
NE,SE,2012-03-03,15.0,NE,25.7,19.1,22.0,54.0,No,25.0,SalmonGums,33.0,9.0,No,4.3,0.0
N,NNE,2012-03-04,19.0,NNW,31.4,22.8,14.0,40.0,No,30.3,SalmonGums,39.0,6.0,No,8.6,0.0
N,ENE,2012-03-05,24.0,ENE,34.1,25.9,13.0,29.0,No,32.9,SalmonGums,41.0,22.0,No,15.8,0.0
NE,NNE,2012-03-06,24.0,NNE,33.7,22.6,13.0,42.0,No,32.2,SalmonGums,43.0,22.0,No,14.8,0.0
N,S,2012-03-07,22.0,NW,39.2,26.1,9.0,34.0,No,37.3,SalmonGums,50.0,17.0,No,17.5,0.0
S,S,2012-03-08,20.0,SSE,26.8,19.3,45.0,78.0,No,25.7,SalmonGums,44.0,24.0,No,17.2,0.0
ESE,NE,2012-03-09,22.0,NE,31.5,19.1,24.0,59.0,No,30.4,SalmonGums,39.0,13.0,No,7.8,0.0
N,NNW,2012-03-10,20.0,NW,37.8,26.5,14.0,42.0,No,36.8,SalmonGums,37.0,15.0,No,15.4,0.0
NE,N,2012-03-11,9.0,ENE,37.7,26.6,12.0,51.0,No,36.7,SalmonGums,31.0,13.0,No,17.7,0.0
N,N,2012-03-12,26.0,NNW,38.7,30.8,9.0,17.0,No,37.0,SalmonGums,48.0,22.0,No,18.2,0.0
ENE,,2012-03-13,11.0,,,18.8,,87.0,No,,SalmonGums,,,,18.5,0.8
,,2012-03-14,,S,,,33.0,,,23.2,SalmonGums,,19.0,,,
SSE,,2012-03-15,19.0,S,23.9,19.0,32.0,43.0,,21.7,SalmonGums,,20.0,No,6.7,
ENE,SE,2012-03-16,15.0,SE,26.8,17.7,25.0,53.0,No,25.6,SalmonGums,35.0,17.0,No,2.7,0.0
NE,ENE,2012-03-17,26.0,ENE,29.2,18.9,19.0,53.0,No,28.2,SalmonGums,39.0,24.0,No,11.0,0.0
NNE,NE,2012-03-18,22.0,ENE,25.4,21.7,69.0,47.0,No,19.7,SalmonGums,43.0,13.0,Yes,15.3,0.0
SSE,S,2012-03-19,19.0,S,19.1,17.4,92.0,94.0,Yes,18.4,SalmonGums,46.0,26.0,Yes,15.4,52.4
SSW,SSW,2012-03-20,17.0,S,20.5,16.2,68.0,82.0,Yes,17.6,SalmonGums,43.0,26.0,No,13.9,4.8
SSE,SE,2012-03-21,9.0,SE,18.0,14.4,59.0,81.0,No,17.3,SalmonGums,30.0,15.0,No,12.3,0.2
SE,SSE,2012-03-22,7.0,SSE,19.8,14.7,56.0,77.0,No,18.0,SalmonGums,31.0,19.0,No,12.9,0.0
ESE,SE,2012-03-23,13.0,SSE,21.4,16.5,48.0,57.0,No,20.4,SalmonGums,37.0,17.0,No,12.6,0.0
ENE,E,2012-03-24,19.0,E,21.6,15.7,53.0,70.0,No,19.6,SalmonGums,33.0,17.0,No,5.7,0.0
NE,NE,2012-03-25,15.0,ENE,26.9,16.3,37.0,73.0,No,26.6,SalmonGums,28.0,7.0,Yes,13.8,0.0
N,WNW,2012-03-26,13.0,N,26.8,17.6,44.0,86.0,Yes,26.1,SalmonGums,33.0,7.0,No,14.2,1.6
WNW,S,2012-03-27,11.0,S,29.9,22.6,52.0,66.0,No,27.4,SalmonGums,37.0,22.0,No,12.8,0.0
SE,SSE,2012-03-28,15.0,SE,23.8,16.8,54.0,87.0,No,22.5,SalmonGums,28.0,11.0,No,13.6,0.6
NE,NNE,2012-03-29,17.0,NNE,30.5,17.9,30.0,76.0,No,29.5,SalmonGums,33.0,19.0,No,11.3,0.0
SW,WSW,2012-03-30,24.0,SW,21.4,16.8,33.0,55.0,No,20.5,SalmonGums,43.0,19.0,No,15.1,1.0
N,NNW,2012-03-31,15.0,N,25.0,16.8,28.0,60.0,No,24.2,SalmonGums,28.0,11.0,No,5.7,0.0
WNW,WNW,2012-04-01,9.0,WNW,29.5,17.9,23.0,51.0,No,29.0,SalmonGums,46.0,20.0,No,8.4,0.0
WNW,WNW,2012-04-02,28.0,W,27.7,21.1,37.0,57.0,No,26.4,SalmonGums,46.0,24.0,No,15.9,0.0
WNW,WNW,2012-04-03,20.0,WNW,28.3,21.1,37.0,66.0,No,28.0,SalmonGums,44.0,22.0,No,16.0,0.0
W,NW,2012-04-04,20.0,NW,29.3,21.6,27.0,61.0,No,28.8,SalmonGums,41.0,22.0,No,12.5,0.0
WSW,SSW,2012-04-05,9.0,WSW,20.9,16.8,51.0,88.0,No,19.5,SalmonGums,54.0,17.0,No,13.1,0.2
SE,SE,2012-04-06,17.0,ESE,20.7,15.6,33.0,47.0,No,19.1,SalmonGums,31.0,13.0,No,3.9,0.0
NNE,NNE,2012-04-07,20.0,SSW,24.0,15.6,30.0,53.0,No,24.0,SalmonGums,33.0,4.0,No,2.0,0.0
NE,E,2012-04-08,9.0,E,27.2,17.3,27.0,55.0,No,26.5,SalmonGums,30.0,11.0,No,7.9,0.0
NE,NNE,2012-04-09,26.0,NNE,28.6,18.8,22.0,48.0,No,27.7,SalmonGums,37.0,15.0,No,12.4,0.0
N,N,2012-04-10,26.0,NNE,28.1,18.7,20.0,55.0,No,27.4,SalmonGums,41.0,19.0,No,13.0,0.0
NNE,N,2012-04-11,19.0,N,29.1,19.7,16.0,41.0,No,28.2,SalmonGums,37.0,19.0,No,7.7,0.0
N,N,2012-04-12,13.0,E,29.6,22.1,13.0,22.0,No,28.7,SalmonGums,26.0,7.0,No,6.1,0.0
NW,S,2012-04-13,17.0,N,31.2,23.4,11.0,18.0,No,30.5,SalmonGums,52.0,17.0,No,8.4,0.0
SE,SSE,2012-04-14,7.0,SE,25.7,19.3,39.0,65.0,No,25.1,SalmonGums,30.0,4.0,No,8.3,0.0
NE,ENE,2012-04-15,15.0,NNE,28.6,19.4,25.0,62.0,No,27.7,SalmonGums,31.0,9.0,No,6.6,0.0
N,SSW,2012-04-16,19.0,WNW,34.0,22.9,11.0,21.0,No,32.3,SalmonGums,39.0,19.0,No,11.9,0.0
N,NNW,2012-04-17,11.0,S,31.6,18.9,21.0,68.0,No,30.8,SalmonGums,28.0,6.0,No,13.3,0.0
SW,NW,2012-04-18,17.0,WNW,27.2,20.6,26.0,57.0,No,26.4,SalmonGums,43.0,20.0,No,11.6,0.0
SSE,S,2012-04-19,6.0,SSW,22.6,15.3,49.0,88.0,No,20.8,SalmonGums,26.0,6.0,No,13.6,0.4
NNW,SSW,2012-04-20,6.0,W,24.0,18.7,30.0,63.0,No,22.2,SalmonGums,35.0,13.0,No,9.5,0.0
W,SW,2012-04-21,19.0,SW,19.1,14.6,57.0,65.0,No,18.3,SalmonGums,35.0,15.0,No,7.4,0.0
SW,SSE,2012-04-22,13.0,SSW,18.7,14.1,51.0,87.0,No,17.1,SalmonGums,37.0,22.0,No,6.1,0.0
SSW,SE,2012-04-23,6.0,SSE,19.2,14.4,49.0,70.0,No,17.4,SalmonGums,28.0,19.0,No,1.7,0.6
ENE,NE,2012-04-24,15.0,ENE,21.6,14.3,37.0,72.0,No,20.7,SalmonGums,31.0,13.0,No,1.0,0.0
NNE,N,2012-04-25,17.0,NE,23.0,14.7,32.0,62.0,No,22.2,SalmonGums,35.0,9.0,No,6.0,0.0
NNW,NNW,2012-04-26,13.0,SSE,26.8,19.7,21.0,37.0,No,26.0,SalmonGums,26.0,6.0,No,3.4,0.0
N,NNW,2012-04-27,15.0,E,28.8,21.6,19.0,28.0,No,27.2,SalmonGums,31.0,11.0,No,7.5,0.0
NNE,N,2012-04-28,13.0,NE,24.7,21.4,25.0,32.0,No,24.2,SalmonGums,30.0,17.0,No,15.8,0.0
N,NNW,2012-04-29,13.0,NNW,28.4,21.4,27.0,33.0,No,27.3,SalmonGums,39.0,22.0,Yes,17.8,0.0
SW,SSW,2012-04-30,15.0,SSW,20.5,16.8,67.0,89.0,Yes,17.3,SalmonGums,56.0,24.0,No,15.3,2.0
ESE,S,2012-05-01,7.0,SE,19.6,13.8,47.0,91.0,No,17.6,SalmonGums,26.0,15.0,No,3.6,0.4
NE,ENE,2012-05-02,19.0,NNE,21.6,13.7,33.0,73.0,No,21.5,SalmonGums,35.0,15.0,No,1.0,0.0
NNE,N,2012-05-03,26.0,NNE,22.5,15.9,45.0,52.0,No,19.4,SalmonGums,46.0,13.0,No,9.3,0.0
NNW,NNW,2012-05-04,19.0,NE,17.6,17.6,89.0,46.0,No,15.7,SalmonGums,35.0,6.0,Yes,14.9,0.0
NW,N,2012-05-05,7.0,N,21.7,15.8,50.0,72.0,Yes,20.9,SalmonGums,33.0,13.0,Yes,13.7,7.2
WNW,W,2012-05-06,15.0,W,22.0,16.2,49.0,84.0,Yes,20.1,SalmonGums,33.0,15.0,No,14.4,2.6
NNW,NW,2012-05-07,17.0,NW,21.9,14.8,39.0,77.0,No,21.2,SalmonGums,52.0,30.0,Yes,7.0,0.0
W,WNW,2012-05-08,20.0,W,18.6,14.2,47.0,71.0,Yes,17.0,SalmonGums,52.0,20.0,No,11.7,2.2
NW,WNW,2012-05-09,11.0,W,20.1,12.7,37.0,74.0,No,19.7,SalmonGums,33.0,13.0,No,6.3,0.2
W,SSW,2012-05-10,13.0,S,20.1,14.6,72.0,79.0,No,16.6,SalmonGums,37.0,19.0,No,5.8,0.0
E,NE,2012-05-11,6.0,ESE,19.8,13.8,42.0,91.0,No,18.9,SalmonGums,22.0,9.0,No,4.8,0.0
NE,NE,2012-05-12,13.0,NE,20.8,11.9,50.0,95.0,No,18.9,SalmonGums,33.0,15.0,No,2.0,0.2
NE,NE,2012-05-13,19.0,NNE,24.5,14.8,30.0,66.0,No,24.4,SalmonGums,50.0,26.0,No,9.3,0.0
N,NNE,2012-05-14,15.0,W,24.9,18.9,41.0,46.0,No,23.5,SalmonGums,43.0,13.0,No,10.6,0.0
W,W,2012-05-15,11.0,W,22.6,16.0,38.0,63.0,No,20.7,SalmonGums,28.0,11.0,No,5.8,0.0
NW,S,2012-05-16,7.0,S,20.6,12.8,40.0,94.0,No,19.9,SalmonGums,17.0,6.0,No,5.0,0.0
NW,WNW,2012-05-17,11.0,WSW,21.3,13.7,32.0,71.0,No,20.8,SalmonGums,26.0,13.0,No,1.1,0.0
NNW,SE,2012-05-18,2.0,S,20.4,15.8,44.0,73.0,No,19.9,SalmonGums,28.0,4.0,No,3.0,0.0
NE,NE,2012-05-19,13.0,NE,21.5,13.9,33.0,88.0,No,20.0,SalmonGums,30.0,11.0,No,2.9,0.0
N,NNW,2012-05-20,15.0,WNW,23.9,15.2,27.0,63.0,No,22.2,SalmonGums,33.0,13.0,No,2.5,0.0
NW,WSW,2012-05-21,7.0,W,23.3,15.0,31.0,69.0,No,22.4,SalmonGums,22.0,13.0,No,1.9,0.0
WNW,SW,2012-05-22,9.0,WSW,19.5,12.3,47.0,95.0,No,18.5,SalmonGums,35.0,19.0,No,5.8,0.0
SSE,SSE,2012-05-23,19.0,SSW,17.6,13.6,43.0,56.0,No,14.8,SalmonGums,43.0,20.0,No,7.2,0.2
W,SW,2012-05-24,7.0,SSW,16.0,12.4,54.0,65.0,No,15.6,SalmonGums,19.0,9.0,No,2.4,0.0
NW,W,2012-05-25,9.0,WSW,19.7,11.5,28.0,84.0,No,19.0,SalmonGums,28.0,9.0,No,-0.5,0.0
WSW,S,2012-05-26,7.0,S,20.4,14.6,55.0,65.0,No,19.2,SalmonGums,26.0,11.0,No,2.3,0.0
NE,E,2012-05-27,7.0,E,17.0,12.5,63.0,94.0,No,16.7,SalmonGums,20.0,11.0,No,9.0,0.2
ENE,NNE,2012-05-28,6.0,NE,18.5,12.8,41.0,77.0,No,18.0,SalmonGums,31.0,7.0,No,-0.6,0.2
NE,N,2012-05-29,11.0,NNE,20.4,11.8,30.0,71.0,No,19.7,SalmonGums,33.0,11.0,No,-1.4,0.0
N,,2012-05-30,20.0,N,22.0,13.3,19.0,42.0,No,21.3,SalmonGums,,15.0,No,5.0,0.0
NNW,NW,2012-05-31,17.0,NNW,23.9,15.4,13.0,28.0,No,23.5,SalmonGums,35.0,9.0,No,10.7,0.0
NNE,NE,2012-06-01,7.0,NE,23.9,15.5,13.0,31.0,No,23.7,SalmonGums,22.0,13.0,No,7.5,0.0
E,E,2012-06-02,15.0,E,22.9,12.3,19.0,40.0,No,21.0,SalmonGums,35.0,20.0,No,4.3,0.0
NE,E,2012-06-03,9.0,ENE,19.7,10.5,37.0,95.0,No,18.9,SalmonGums,26.0,17.0,No,3.8,0.0
NE,NNE,2012-06-04,11.0,ENE,19.7,11.9,41.0,92.0,No,18.6,SalmonGums,28.0,15.0,No,2.7,0.2
NE,NE,2012-06-05,11.0,NE,19.1,11.4,42.0,83.0,No,17.6,SalmonGums,30.0,13.0,No,1.6,0.0
ENE,NE,2012-06-06,17.0,NE,18.8,10.7,43.0,86.0,No,17.1,SalmonGums,43.0,20.0,Yes,3.9,0.0
NE,NNE,2012-06-07,17.0,NE,13.2,10.0,89.0,80.0,Yes,10.7,SalmonGums,30.0,11.0,Yes,8.8,3.8
NW,NW,2012-06-08,7.0,NW,14.9,12.2,79.0,93.0,Yes,14.3,SalmonGums,20.0,7.0,No,8.3,7.0
WNW,NW,2012-06-09,7.0,ESE,18.9,11.6,53.0,95.0,No,18.3,SalmonGums,15.0,6.0,No,6.2,0.2
NNE,N,2012-06-10,17.0,NNE,17.0,14.3,90.0,70.0,No,14.2,SalmonGums,56.0,26.0,Yes,9.0,0.0
NNW,NW,2012-06-11,20.0,NW,20.4,16.6,58.0,75.0,Yes,20.0,SalmonGums,61.0,30.0,Yes,13.2,3.0
NW,NW,2012-06-12,19.0,NW,16.5,11.2,66.0,80.0,Yes,14.7,SalmonGums,43.0,19.0,Yes,6.7,1.2
WSW,W,2012-06-13,31.0,WSW,13.0,9.0,54.0,88.0,Yes,11.0,SalmonGums,63.0,26.0,No,8.9,10.2
NW,WNW,2012-06-14,15.0,W,14.9,7.9,41.0,71.0,No,14.5,SalmonGums,33.0,17.0,No,4.5,0.2
W,SW,2012-06-15,17.0,WSW,14.8,9.9,78.0,89.0,No,14.0,SalmonGums,37.0,19.0,No,4.9,0.2
WNW,WNW,2012-06-16,15.0,NW,18.3,11.0,50.0,90.0,No,17.7,SalmonGums,24.0,9.0,No,7.5,0.6
NNW,NW,2012-06-17,15.0,NW,19.7,11.2,41.0,78.0,No,18.8,SalmonGums,31.0,15.0,No,3.3,0.0
,N,2012-06-18,0.0,NNW,21.2,14.7,29.0,76.0,No,20.6,SalmonGums,28.0,17.0,No,2.8,0.2
N,WNW,2012-06-19,20.0,WNW,20.9,13.2,66.0,42.0,No,17.4,SalmonGums,48.0,26.0,Yes,9.9,0.0
WNW,W,2012-06-20,13.0,W,14.3,8.8,51.0,94.0,Yes,13.1,SalmonGums,37.0,20.0,Yes,7.3,5.8
WNW,SSW,2012-06-21,15.0,SSW,12.9,6.2,75.0,93.0,Yes,11.2,SalmonGums,33.0,13.0,No,1.8,2.4
W,SSW,2012-06-22,13.0,SW,16.0,9.2,53.0,82.0,No,14.9,SalmonGums,30.0,15.0,No,5.6,0.8
WNW,WNW,2012-06-23,7.0,WNW,16.8,9.8,49.0,87.0,No,16.0,SalmonGums,22.0,9.0,No,3.2,0.0
N,N,2012-06-24,7.0,N,17.0,11.7,43.0,79.0,No,15.5,SalmonGums,30.0,7.0,No,2.3,0.0
NE,NE,2012-06-25,9.0,NE,16.1,10.1,42.0,74.0,No,15.7,SalmonGums,30.0,13.0,No,-0.6,0.0
NNE,N,2012-06-26,19.0,N,17.5,11.8,25.0,47.0,No,17.1,SalmonGums,46.0,20.0,No,7.0,0.0
NNW,WNW,2012-06-27,15.0,WNW,19.3,14.3,49.0,51.0,No,18.8,SalmonGums,48.0,22.0,No,11.0,0.0
W,W,2012-06-28,24.0,SW,15.7,10.8,69.0,70.0,No,13.1,SalmonGums,52.0,22.0,No,5.5,0.0
