wind dir 9 am,rainfall,wind gust speed,max temp f,humidity 9 am,wind speed 3 pm,rain today,temp 3 pm f,wind speed 9 am,temp 9 am f,location,humidity 3 pm,date,min temp f,wind gust dir,wind dir 3 pm,rain tomorrow
SE,4.2,28.0,45.68,,6.0,Yes,40.82,7.0,,MountGinini,96.0,2011-05-03,38.12,SSW,ESE,Yes
WSW,2.6,33.0,47.120000000000005,,13.0,Yes,45.5,15.0,,MountGinini,72.0,2011-05-04,35.24,WSW,WSW,No
S,0.0,50.0,49.64,20.0,11.0,No,45.32,24.0,44.96,MountGinini,47.0,2011-05-05,32.54,S,SW,No
SW,0.0,35.0,49.28,49.0,9.0,No,45.5,20.0,40.28,MountGinini,73.0,2011-05-06,34.34,SSW,W,No
SW,0.0,30.0,51.8,16.0,13.0,No,50.18,13.0,45.68,MountGinini,62.0,2011-05-07,35.96,WSW,W,No
W,0.0,37.0,43.7,76.0,17.0,No,34.7,13.0,36.14,MountGinini,79.0,2011-05-08,31.1,SW,WSW,No
ESE,0.0,41.0,38.12,97.0,11.0,No,36.14,9.0,30.02,MountGinini,70.0,2011-05-09,25.7,SSE,SE,No
SW,0.0,39.0,42.980000000000004,24.0,11.0,No,41.72,6.0,36.14,MountGinini,48.0,2011-05-10,26.6,WSW,WSW,Yes
WSW,2.8,69.0,26.42,97.0,24.0,Yes,24.98,22.0,25.52,MountGinini,97.0,2011-05-11,24.98,W,W,Yes
SSW,3.6,50.0,33.62,95.0,17.0,Yes,29.66,19.0,22.1,MountGinini,92.0,2011-05-12,20.48,SW,SW,No
WSW,1.0,80.0,35.06,,24.0,No,33.26,24.0,,MountGinini,97.0,2011-05-13,22.1,WSW,WSW,Yes
SW,2.8,59.0,39.56,97.0,20.0,Yes,31.1,24.0,25.34,MountGinini,71.0,2011-05-14,23.72,SW,SSW,No
SW,0.0,37.0,45.14,40.0,17.0,No,43.16,9.0,38.48,MountGinini,52.0,2011-05-15,24.439999999999998,S,W,No
SW,0.0,33.0,49.64,24.0,11.0,No,46.94,11.0,43.7,MountGinini,52.0,2011-05-16,31.64,SW,SW,No
SSW,0.0,28.0,49.82,8.0,2.0,No,45.68,6.0,46.22,MountGinini,54.0,2011-05-17,37.04,SW,E,No
WNW,0.0,20.0,48.56,41.0,13.0,No,46.04,11.0,41.9,MountGinini,56.0,2011-05-18,32.18,NE,W,No
W,0.0,30.0,50.54,51.0,13.0,No,45.32,9.0,42.620000000000005,MountGinini,43.0,2011-05-19,35.6,WSW,SW,No
WSW,0.0,26.0,47.84,22.0,9.0,No,42.620000000000005,13.0,41.54,MountGinini,41.0,2011-05-20,37.58,W,WSW,No
W,0.0,37.0,49.82,68.0,13.0,No,44.78,17.0,39.56,MountGinini,79.0,2011-05-21,35.42,W,WNW,No
NW,0.0,65.0,48.74,,17.0,No,44.42,19.0,,MountGinini,98.0,2011-05-22,39.56,N,NNW,Yes
NW,23.6,67.0,39.56,,22.0,Yes,,33.0,,MountGinini,,2011-05-23,38.48,WNW,WNW,Yes
SSW,31.4,52.0,40.46,,11.0,Yes,36.32,13.0,,MountGinini,93.0,2011-05-24,33.44,SSE,SSE,No
SSE,0.2,48.0,36.86,92.0,19.0,No,34.16,22.0,28.4,MountGinini,80.0,2011-05-25,25.7,SE,SSE,No
SW,0.0,33.0,42.980000000000004,82.0,11.0,No,38.12,7.0,33.8,MountGinini,88.0,2011-05-26,28.22,SSE,WNW,No
NNW,0.0,22.0,43.519999999999996,96.0,6.0,No,41.0,2.0,33.44,MountGinini,77.0,2011-05-27,28.580000000000002,SSW,WSW,No
NNE,0.0,22.0,43.16,83.0,4.0,No,40.64,7.0,37.22,MountGinini,85.0,2011-05-28,31.28,NE,N,No
NW,0.0,28.0,42.44,96.0,2.0,No,40.82,11.0,37.58,MountGinini,80.0,2011-05-29,32.36,WNW,WNW,No
ESE,0.0,54.0,39.38,97.0,13.0,No,36.86,6.0,33.98,MountGinini,93.0,2011-05-30,31.28,ESE,ESE,No
E,0.0,67.0,42.620000000000005,,22.0,No,39.92,31.0,,MountGinini,100.0,2011-05-31,33.8,ESE,E,No
ESE,0.0,50.0,42.980000000000004,,17.0,No,40.28,22.0,,MountGinini,93.0,2011-06-01,35.42,E,E,No
E,0.0,43.0,45.32,,4.0,No,42.620000000000005,19.0,,MountGinini,77.0,2011-06-02,33.8,E,NE,No
WSW,0.0,41.0,43.16,,22.0,No,40.46,17.0,,MountGinini,80.0,2011-06-03,33.44,W,WSW,Yes
W,1.2,72.0,36.32,,22.0,Yes,,30.0,,MountGinini,,2011-06-04,34.88,W,SW,No
SW,0.4,63.0,32.18,98.0,24.0,No,30.74,19.0,27.14,MountGinini,81.0,2011-06-05,24.62,WSW,W,Yes
WSW,4.0,54.0,32.0,,6.0,Yes,31.28,6.0,,MountGinini,100.0,2011-06-06,26.78,WSW,WSW,Yes
WSW,1.6,,,92.0,30.0,Yes,26.060000000000002,26.0,23.18,MountGinini,98.0,2011-06-07,21.38,,W,
,,,,,,,,,,MountGinini,,2011-06-08,,,,
,,39.0,30.56,,17.0,,30.02,,,MountGinini,100.0,2011-06-09,21.92,SW,SW,No
S,0.8,50.0,32.54,100.0,19.0,No,,22.0,30.2,MountGinini,,2011-06-10,26.78,S,S,No
ESE,0.2,41.0,33.8,99.0,,No,,7.0,28.04,MountGinini,,2011-06-11,26.78,ESE,,No
ESE,0.0,56.0,35.6,,9.0,No,33.8,9.0,,MountGinini,87.0,2011-06-12,27.86,ESE,ESE,No
ESE,0.0,50.0,37.4,98.0,19.0,No,36.14,11.0,29.12,MountGinini,87.0,2011-06-13,28.04,ESE,E,No
ESE,0.0,65.0,35.78,,13.0,No,33.62,17.0,,MountGinini,88.0,2011-06-14,29.12,ESE,ESE,No
ESE,0.0,78.0,38.48,,24.0,No,37.04,35.0,,MountGinini,99.0,2011-06-15,29.48,E,E,No
ESE,0.2,41.0,40.82,,11.0,No,39.74,13.0,,MountGinini,87.0,2011-06-16,31.82,ESE,WNW,No
WSW,0.0,65.0,30.92,99.0,20.0,No,,26.0,29.12,MountGinini,,2011-06-17,28.94,WSW,WSW,Yes
SW,3.2,,32.18,100.0,28.0,Yes,,19.0,28.76,MountGinini,,2011-06-18,26.240000000000002,,SW,
,,54.0,33.8,,20.0,,,,,MountGinini,,2011-06-19,28.4,W,WSW,No
WSW,0.2,65.0,35.06,,20.0,No,,24.0,,MountGinini,,2011-06-20,29.84,WSW,W,Yes
NW,9.0,,,,,Yes,,35.0,,MountGinini,,2011-06-21,32.0,,,
,,54.0,32.18,,,,,,,MountGinini,,2011-06-22,,W,,Yes
SW,3.8,50.0,36.5,,13.0,Yes,,2.0,,MountGinini,,2011-06-23,24.98,SW,WSW,No
SSW,0.2,44.0,38.660000000000004,61.0,15.0,No,36.68,26.0,34.16,MountGinini,89.0,2011-06-24,28.94,SSW,SW,No
NE,0.0,35.0,43.879999999999995,79.0,11.0,No,40.28,9.0,37.22,MountGinini,78.0,2011-06-25,32.18,WNW,WNW,No
WNW,0.0,43.0,38.12,88.0,13.0,No,37.22,17.0,31.82,MountGinini,73.0,2011-06-26,29.12,W,W,No
SSW,0.0,44.0,40.82,83.0,2.0,No,40.46,30.0,33.62,MountGinini,62.0,2011-06-27,28.04,SW,SSE,No
E,0.0,41.0,40.82,62.0,11.0,No,37.04,7.0,34.16,MountGinini,75.0,2011-06-28,29.12,E,E,No
E,0.0,37.0,38.48,,11.0,No,35.96,20.0,,MountGinini,83.0,2011-06-29,29.12,E,ENE,No
NNE,0.0,37.0,47.66,,2.0,No,40.28,11.0,,MountGinini,81.0,2011-06-30,28.94,ENE,ESE,No
NNE,0.0,26.0,50.36,6.0,7.0,No,43.34,4.0,46.4,MountGinini,27.0,2011-07-01,31.1,ENE,E,No
NW,0.0,44.0,41.36,,15.0,No,39.74,17.0,,MountGinini,77.0,2011-07-02,30.92,NW,NW,No
WNW,0.0,67.0,37.04,94.0,22.0,No,36.68,17.0,33.98,MountGinini,100.0,2011-07-03,32.36,NW,NW,Yes
W,22.0,80.0,33.98,,19.0,Yes,31.1,24.0,,MountGinini,98.0,2011-07-04,33.44,W,W,Yes
W,14.6,106.0,28.22,99.0,39.0,Yes,27.14,26.0,26.78,MountGinini,99.0,2011-07-05,25.880000000000003,WSW,WSW,Yes
W,11.0,65.0,29.84,99.0,,Yes,,26.0,27.86,MountGinini,,2011-07-06,24.08,WNW,,Yes
,31.8,41.0,29.66,99.0,0.0,Yes,25.7,0.0,26.42,MountGinini,98.0,2011-07-07,25.52,WNW,,Yes
,1.6,43.0,34.52,88.0,17.0,Yes,32.36,0.0,28.76,MountGinini,84.0,2011-07-08,22.1,WSW,WSW,No
SW,0.2,48.0,29.3,,19.0,No,28.22,28.0,,MountGinini,97.0,2011-07-09,21.2,SW,WSW,No
W,0.2,96.0,29.84,96.0,52.0,No,25.7,33.0,22.64,MountGinini,98.0,2011-07-10,22.64,WSW,WSW,Yes
SSW,4.6,57.0,28.4,95.0,,Yes,,26.0,22.46,MountGinini,,2011-07-11,20.3,WSW,,No
SW,0.0,63.0,31.82,82.0,30.0,No,28.580000000000002,35.0,26.240000000000002,MountGinini,92.0,2011-07-12,22.46,SW,WSW,No
WSW,0.0,54.0,30.02,99.0,,No,,15.0,27.5,MountGinini,,2011-07-13,24.439999999999998,WSW,,Yes
S,1.6,39.0,29.3,88.0,11.0,Yes,27.86,15.0,22.64,MountGinini,83.0,2011-07-14,20.3,S,SSE,No
E,0.0,41.0,33.98,71.0,7.0,No,32.0,20.0,24.26,MountGinini,65.0,2011-07-15,20.12,ESE,E,No
ENE,0.0,39.0,32.36,,17.0,No,,19.0,,MountGinini,,2011-07-16,23.72,E,ENE,No
NNW,0.0,35.0,35.06,,9.0,No,33.62,11.0,,MountGinini,100.0,2011-07-17,29.12,NE,N,Yes
WNW,2.2,39.0,32.36,,17.0,Yes,,17.0,,MountGinini,,2011-07-18,31.28,NW,W,Yes
S,1.8,74.0,34.52,,39.0,Yes,34.34,35.0,,MountGinini,97.0,2011-07-19,22.64,S,S,No
SE,0.2,70.0,37.22,,22.0,No,36.68,24.0,,MountGinini,78.0,2011-07-20,31.46,SSE,SSE,No
SE,0.0,,34.88,,9.0,No,32.72,17.0,,MountGinini,99.0,2011-07-21,29.48,,SE,
,,46.0,32.18,,13.0,,31.82,,,MountGinini,93.0,2011-07-22,,ESE,SSE,No
ESE,0.0,30.0,39.92,59.0,6.0,No,38.839999999999996,2.0,32.18,MountGinini,62.0,2011-07-23,24.26,ESE,WNW,No
S,0.0,33.0,31.46,86.0,13.0,No,29.84,17.0,28.4,MountGinini,100.0,2011-07-24,26.96,SSW,W,Yes
W,3.0,41.0,32.36,,19.0,Yes,,17.0,,MountGinini,,2011-07-25,28.4,W,W,No
WSW,1.0,41.0,34.7,,13.0,No,32.9,15.0,,MountGinini,86.0,2011-07-26,29.12,WSW,W,No
WNW,0.0,30.0,38.660000000000004,58.0,7.0,No,38.3,2.0,34.7,MountGinini,69.0,2011-07-27,25.880000000000003,WSW,W,No
WSW,0.0,37.0,39.92,43.0,19.0,No,39.74,22.0,32.18,MountGinini,56.0,2011-07-28,28.94,W,W,No
WSW,0.0,26.0,45.5,5.0,9.0,No,44.06,11.0,39.92,MountGinini,44.0,2011-07-29,32.18,WSW,W,No
W,0.0,41.0,39.74,69.0,17.0,No,37.94,24.0,33.44,MountGinini,75.0,2011-07-30,30.38,W,W,No
W,0.0,41.0,38.839999999999996,93.0,20.0,No,,17.0,35.06,MountGinini,,2011-07-31,31.28,W,W,No
WNW,0.2,37.0,45.14,96.0,17.0,No,43.16,13.0,38.660000000000004,MountGinini,70.0,2011-08-01,34.16,WNW,WNW,No
W,0.0,44.0,48.92,55.0,19.0,No,46.04,11.0,42.08,MountGinini,55.0,2011-08-02,36.14,NW,NW,No
WSW,0.0,54.0,52.7,65.0,17.0,No,51.08,22.0,44.42,MountGinini,58.0,2011-08-03,38.48,WSW,WNW,No
NW,0.0,54.0,51.8,61.0,,No,,22.0,44.42,MountGinini,,2011-08-04,40.82,NW,,No
NW,0.0,63.0,46.04,76.0,24.0,No,45.68,30.0,41.0,MountGinini,69.0,2011-08-05,38.12,NW,NW,Yes
NW,2.2,61.0,37.94,,28.0,Yes,,28.0,,MountGinini,,2011-08-06,36.14,NW,NW,Yes
WNW,16.4,41.0,37.4,,11.0,Yes,33.98,9.0,,MountGinini,84.0,2011-08-07,28.580000000000002,WNW,WNW,Yes
W,8.6,26.0,32.0,100.0,13.0,Yes,29.84,4.0,29.48,MountGinini,98.0,2011-08-08,27.68,W,W,Yes
SSW,2.4,41.0,31.46,98.0,20.0,Yes,30.38,11.0,25.880000000000003,MountGinini,96.0,2011-08-09,23.0,SW,WSW,No
SW,0.0,39.0,33.62,100.0,17.0,No,29.66,15.0,28.94,MountGinini,100.0,2011-08-10,25.16,WSW,W,Yes
SE,5.2,57.0,35.96,,26.0,Yes,33.26,13.0,,MountGinini,100.0,2011-08-11,28.76,SSE,SSE,Yes
S,1.8,43.0,44.06,36.0,7.0,Yes,42.8,11.0,35.78,MountGinini,75.0,2011-08-12,26.96,SE,W,No
SSW,0.0,26.0,42.620000000000005,10.0,6.0,No,39.56,11.0,37.58,MountGinini,65.0,2011-08-13,29.3,WSW,W,No
WNW,0.0,22.0,44.42,79.0,6.0,No,39.2,4.0,35.78,MountGinini,78.0,2011-08-14,29.48,NNE,NE,Yes
WSW,1.8,19.0,42.08,85.0,6.0,Yes,38.3,7.0,34.7,MountGinini,89.0,2011-08-15,31.1,WSW,NNW,No
W,0.2,37.0,43.879999999999995,77.0,13.0,No,42.44,15.0,35.96,MountGinini,78.0,2011-08-16,32.54,ENE,NE,No
NE,0.2,56.0,37.58,,19.0,No,,17.0,,MountGinini,,2011-08-17,33.44,N,NE,Yes
WSW,61.8,50.0,35.06,,7.0,Yes,,26.0,,MountGinini,,2011-08-18,26.96,WSW,W,Yes
ESE,4.6,67.0,37.94,,17.0,Yes,,13.0,,MountGinini,,2011-08-19,26.96,ESE,ESE,Yes
ESE,1.4,,39.38,88.0,17.0,Yes,37.76,11.0,32.36,MountGinini,90.0,2011-08-20,27.32,,E,
,,43.0,42.44,,6.0,,41.18,,,MountGinini,76.0,2011-08-21,30.2,E,ENE,No
E,0.0,31.0,50.36,77.0,9.0,No,42.44,15.0,35.96,MountGinini,76.0,2011-08-22,29.12,ENE,E,No
WNW,0.0,30.0,55.22,14.0,9.0,No,52.879999999999995,6.0,50.36,MountGinini,44.0,2011-08-23,33.62,ENE,W,No
WSW,0.0,30.0,57.02,22.0,13.0,No,54.14,7.0,50.18,MountGinini,28.0,2011-08-24,42.260000000000005,NW,NW,No
WNW,0.0,56.0,50.36,30.0,22.0,No,47.3,17.0,42.8,MountGinini,54.0,2011-08-25,37.94,W,W,No
W,0.0,63.0,52.16,68.0,22.0,No,48.92,17.0,42.980000000000004,MountGinini,52.0,2011-08-26,37.58,W,WNW,No
WSW,0.0,43.0,50.36,89.0,13.0,No,47.120000000000005,17.0,40.64,MountGinini,59.0,2011-08-27,37.22,W,W,No
W,0.0,43.0,47.120000000000005,56.0,15.0,No,45.14,13.0,36.14,MountGinini,55.0,2011-08-28,29.84,W,WNW,No
WSW,0.0,52.0,44.6,83.0,13.0,No,38.3,22.0,35.06,MountGinini,81.0,2011-08-29,30.56,WSW,WSW,No
N,0.0,31.0,45.86,,9.0,No,44.239999999999995,9.0,,MountGinini,66.0,2011-08-30,29.3,NNE,W,No
SSW,0.0,26.0,51.08,51.0,9.0,No,48.56,11.0,40.28,MountGinini,63.0,2011-08-31,30.92,WSW,W,No
SSW,0.0,24.0,48.379999999999995,39.0,6.0,No,43.16,11.0,41.54,MountGinini,78.0,2011-09-01,31.82,ESE,ENE,No
ESE,0.0,24.0,49.28,8.0,4.0,No,45.5,7.0,42.44,MountGinini,45.0,2011-09-02,30.2,ESE,E,No
W,0.0,46.0,51.98,63.0,13.0,No,50.54,9.0,42.980000000000004,MountGinini,43.0,2011-09-03,31.82,NW,NW,No
WNW,0.0,52.0,50.18,75.0,20.0,No,42.08,22.0,44.239999999999995,MountGinini,88.0,2011-09-04,38.12,NW,WSW,No
NW,0.4,54.0,47.3,85.0,19.0,No,43.7,26.0,43.16,MountGinini,83.0,2011-09-05,37.76,NW,NW,No
NW,1.0,76.0,39.02,,26.0,No,,33.0,,MountGinini,,2011-09-06,36.68,NW,NW,Yes
SW,18.2,56.0,40.82,93.0,9.0,Yes,39.92,13.0,26.96,MountGinini,74.0,2011-09-07,23.0,SW,WSW,No
ENE,0.0,26.0,43.879999999999995,,9.0,No,41.18,11.0,,MountGinini,61.0,2011-09-08,26.96,NNW,NNW,No
SW,0.0,52.0,39.02,94.0,28.0,No,28.94,22.0,27.86,MountGinini,86.0,2011-09-09,26.6,S,S,Yes
SSW,2.0,69.0,32.54,97.0,31.0,Yes,31.46,20.0,26.42,MountGinini,94.0,2011-09-10,20.12,SW,WSW,No
WSW,0.0,52.0,36.86,100.0,13.0,No,34.16,20.0,29.66,MountGinini,91.0,2011-09-11,26.42,S,WSW,No
WSW,1.0,41.0,44.42,46.0,15.0,No,42.8,11.0,32.72,MountGinini,52.0,2011-09-12,22.64,WSW,WSW,No
SW,0.0,57.0,43.879999999999995,74.0,22.0,No,38.3,17.0,33.62,MountGinini,71.0,2011-09-13,28.22,WSW,WSW,No
W,0.0,81.0,47.84,58.0,,No,,31.0,39.74,MountGinini,,2011-09-14,28.4,WSW,,No
W,0.0,56.0,48.56,82.0,17.0,No,43.519999999999996,11.0,37.22,MountGinini,62.0,2011-09-15,29.12,WSW,W,No
W,0.0,72.0,50.72,53.0,24.0,No,45.5,20.0,45.5,MountGinini,65.0,2011-09-16,32.72,WSW,W,No
WSW,0.0,69.0,59.18,47.0,19.0,No,52.879999999999995,20.0,48.379999999999995,MountGinini,44.0,2011-09-17,40.1,WSW,WNW,No
W,0.0,59.0,60.8,34.0,9.0,No,58.82,24.0,51.8,MountGinini,31.0,2011-09-18,43.16,W,W,No
NW,0.0,61.0,63.14,46.0,22.0,No,60.980000000000004,20.0,52.52,MountGinini,35.0,2011-09-19,37.22,NNW,NW,No
W,0.2,107.0,38.660000000000004,72.0,28.0,No,,24.0,38.3,MountGinini,,2011-09-20,37.22,NW,WSW,Yes
SW,9.6,59.0,48.02,86.0,22.0,Yes,43.7,20.0,34.88,MountGinini,70.0,2011-09-21,29.12,WSW,SW,No
SW,0.0,48.0,57.379999999999995,34.0,15.0,No,56.120000000000005,9.0,48.02,MountGinini,46.0,2011-09-22,33.26,SSW,NW,No
WSW,0.0,85.0,57.379999999999995,40.0,17.0,No,55.58,37.0,51.44,MountGinini,32.0,2011-09-23,41.18,W,W,No
NNE,0.0,,40.46,,9.0,No,38.12,15.0,,MountGinini,98.0,2011-09-24,33.44,,N,
,,67.0,37.4,,15.0,,35.24,,,MountGinini,90.0,2011-09-25,28.4,ESE,ESE,No
ENE,0.0,44.0,45.86,,9.0,No,44.42,17.0,,MountGinini,69.0,2011-09-26,26.96,E,NE,No
NNW,0.0,46.0,51.44,72.0,11.0,No,46.58,6.0,43.7,MountGinini,73.0,2011-09-27,31.28,NNW,NW,No
NNW,0.2,74.0,47.3,90.0,24.0,No,,17.0,46.58,MountGinini,,2011-09-28,40.28,NNW,NNW,Yes
W,25.2,85.0,33.08,,17.0,Yes,,31.0,,MountGinini,,2011-09-29,32.54,NW,W,Yes
WSW,17.4,57.0,32.18,,22.0,Yes,,15.0,,MountGinini,,2011-09-30,26.78,WSW,W,Yes
ENE,3.0,39.0,35.78,,17.0,Yes,,13.0,,MountGinini,,2011-10-01,28.22,NW,E,Yes
ESE,6.8,52.0,37.4,,7.0,Yes,36.5,9.0,,MountGinini,94.0,2011-10-02,28.76,SE,SE,Yes
SE,6.4,19.0,45.14,82.0,4.0,Yes,41.9,6.0,31.64,MountGinini,69.0,2011-10-03,25.880000000000003,SE,ESE,No
SE,0.0,26.0,47.84,77.0,6.0,No,45.86,2.0,39.38,MountGinini,78.0,2011-10-04,30.74,SSW,N,No
W,0.0,24.0,48.02,80.0,9.0,No,43.16,9.0,40.64,MountGinini,88.0,2011-10-05,34.34,NNW,WNW,No
ENE,0.0,24.0,43.7,90.0,9.0,No,,11.0,39.02,MountGinini,,2011-10-06,36.68,ENE,ENE,Yes
WNW,5.4,30.0,47.48,,11.0,Yes,,7.0,,MountGinini,,2011-10-07,39.02,WNW,WNW,No
WSW,0.0,30.0,51.8,94.0,9.0,No,48.02,4.0,43.519999999999996,MountGinini,87.0,2011-10-08,38.3,WSW,WNW,No
WSW,1.0,57.0,41.72,,22.0,No,38.3,22.0,,MountGinini,91.0,2011-10-09,37.58,WSW,WSW,No
SW,0.4,48.0,43.879999999999995,81.0,17.0,No,39.02,11.0,32.36,MountGinini,65.0,2011-10-10,27.32,SW,W,No
SW,0.0,61.0,47.120000000000005,87.0,15.0,No,43.7,20.0,30.2,MountGinini,56.0,2011-10-11,27.5,WSW,WSW,No
W,0.0,28.0,54.32,68.0,6.0,No,49.1,9.0,37.4,MountGinini,64.0,2011-10-12,29.12,SSW,NE,No
WSW,0.0,28.0,55.4,72.0,9.0,No,53.96,4.0,42.980000000000004,MountGinini,59.0,2011-10-13,34.34,ENE,NE,No
NNE,0.0,35.0,57.56,74.0,7.0,No,49.1,11.0,44.6,MountGinini,89.0,2011-10-14,34.16,NNE,N,No
NW,0.0,57.0,57.74,84.0,17.0,No,53.78,9.0,50.0,MountGinini,81.0,2011-10-15,39.74,W,W,No
SW,0.0,59.0,49.46,72.0,22.0,No,47.120000000000005,19.0,39.02,MountGinini,50.0,2011-10-16,36.32,WSW,W,No
S,0.0,31.0,54.32,35.0,9.0,No,50.36,11.0,41.18,MountGinini,40.0,2011-10-17,27.86,S,NNE,No
NE,0.0,26.0,58.28,49.0,9.0,No,56.3,2.0,47.66,MountGinini,53.0,2011-10-18,35.06,WNW,WNW,No
WSW,0.0,31.0,64.58,49.0,15.0,No,61.88,7.0,50.0,MountGinini,42.0,2011-10-19,41.36,NW,NW,No
W,0.0,37.0,62.6,57.0,15.0,No,57.56,13.0,52.34,MountGinini,52.0,2011-10-20,44.6,WNW,WNW,No
WNW,0.0,41.0,64.94,54.0,17.0,No,63.5,13.0,53.42,MountGinini,33.0,2011-10-21,45.5,W,WNW,No
NW,0.0,37.0,63.86,59.0,17.0,No,60.26,15.0,53.96,MountGinini,45.0,2011-10-22,47.48,WNW,W,No
WNW,0.0,43.0,67.82,62.0,17.0,No,66.02,11.0,56.84,MountGinini,41.0,2011-10-23,48.74,NW,WNW,No
NW,0.0,61.0,64.04,86.0,28.0,No,59.9,26.0,50.72,MountGinini,62.0,2011-10-24,48.74,NW,NW,Yes
SSE,21.4,31.0,42.44,,15.0,Yes,,7.0,,MountGinini,,2011-10-25,42.08,NW,E,Yes
ESE,5.2,46.0,40.1,,15.0,Yes,,17.0,,MountGinini,,2011-10-26,32.0,E,E,No
ENE,0.0,54.0,49.64,,9.0,No,48.02,20.0,,MountGinini,85.0,2011-10-27,32.18,E,ENE,No
WNW,0.0,44.0,56.48,100.0,13.0,No,54.14,20.0,47.84,MountGinini,89.0,2011-10-28,36.5,NNW,WNW,Yes
W,5.6,52.0,52.52,,17.0,Yes,,17.0,,MountGinini,,2011-10-29,45.68,NW,W,Yes
W,2.8,54.0,49.28,85.0,20.0,Yes,42.8,15.0,40.28,MountGinini,77.0,2011-10-30,36.68,SSW,WSW,No
S,1.0,33.0,59.0,67.0,9.0,No,56.66,4.0,46.94,MountGinini,41.0,2011-10-31,33.26,SSW,W,No
SW,0.0,43.0,59.18,78.0,17.0,No,56.84,13.0,47.120000000000005,MountGinini,56.0,2011-11-01,39.02,SW,WSW,No
SW,0.0,43.0,54.14,83.0,17.0,No,48.2,17.0,43.34,MountGinini,81.0,2011-11-02,38.839999999999996,SW,WSW,No
S,0.0,31.0,57.2,92.0,11.0,No,52.16,4.0,42.08,MountGinini,70.0,2011-11-03,37.4,WSW,WNW,No
SSW,0.0,31.0,61.7,68.0,7.0,No,59.540000000000006,19.0,47.66,MountGinini,64.0,2011-11-04,37.94,SSW,NNE,No
WSW,0.0,33.0,68.9,45.0,13.0,No,68.0,20.0,55.22,MountGinini,43.0,2011-11-05,45.14,W,WNW,No
WNW,0.0,44.0,67.28,80.0,15.0,No,60.26,17.0,59.0,MountGinini,75.0,2011-11-06,50.72,W,W,No
WSW,0.2,39.0,66.38,,17.0,No,64.94,13.0,,MountGinini,73.0,2011-11-07,47.3,W,WNW,Yes
NW,15.4,59.0,59.18,,24.0,Yes,,26.0,,MountGinini,,2011-11-08,50.72,NW,NW,Yes
WNW,19.8,61.0,64.4,100.0,24.0,Yes,59.72,13.0,57.74,MountGinini,94.0,2011-11-09,51.08,NW,WNW,Yes
NW,23.2,74.0,52.7,,20.0,Yes,51.620000000000005,30.0,,MountGinini,69.0,2011-11-10,47.3,W,WSW,Yes
SW,6.8,28.0,58.64,75.0,11.0,Yes,55.94,4.0,44.96,MountGinini,58.0,2011-11-11,37.22,WNW,WNW,No
WSW,0.0,39.0,62.78,77.0,11.0,No,61.88,13.0,47.84,MountGinini,41.0,2011-11-12,42.44,SW,WSW,No
NNE,0.0,33.0,64.58,69.0,13.0,No,62.24,15.0,50.36,MountGinini,53.0,2011-11-13,40.64,NNE,NW,No
WNW,0.0,74.0,66.02,85.0,26.0,No,65.12,26.0,56.120000000000005,MountGinini,39.0,2011-11-14,48.92,W,W,No
WSW,0.0,50.0,67.28,62.0,17.0,No,66.02,19.0,54.32,MountGinini,47.0,2011-11-15,46.04,WSW,W,No
NNE,0.0,39.0,60.26,50.0,13.0,No,52.16,6.0,60.08,MountGinini,87.0,2011-11-16,53.24,NNE,NNE,No
ESE,0.2,24.0,58.459999999999994,,13.0,No,57.02,4.0,,MountGinini,80.0,2011-11-17,43.879999999999995,NNE,NNE,No
W,0.2,28.0,68.72,82.0,9.0,No,66.2,13.0,56.84,MountGinini,65.0,2011-11-18,46.22,WNW,WNW,No
NW,0.0,46.0,70.88,81.0,20.0,No,66.74000000000001,19.0,60.26,MountGinini,61.0,2011-11-19,53.78,NW,NW,Yes
W,2.4,63.0,51.44,,31.0,Yes,43.34,24.0,,MountGinini,83.0,2011-11-20,49.64,WSW,WSW,Yes
WNW,19.8,43.0,59.36,49.0,13.0,Yes,57.2,4.0,48.74,MountGinini,50.0,2011-11-21,37.76,SW,WNW,No
W,0.0,50.0,49.82,63.0,17.0,No,40.82,11.0,49.64,MountGinini,85.0,2011-11-22,41.36,SW,SW,Yes
ESE,1.6,46.0,55.4,95.0,7.0,Yes,51.98,6.0,41.18,MountGinini,54.0,2011-11-23,38.12,E,E,No
E,0.0,59.0,50.36,,22.0,No,43.16,26.0,,MountGinini,86.0,2011-11-24,33.44,E,E,Yes
NE,7.4,56.0,49.46,,28.0,Yes,,19.0,,MountGinini,,2011-11-25,36.68,ENE,ENE,Yes
WNW,82.4,70.0,56.66,,30.0,Yes,50.72,15.0,,MountGinini,83.0,2011-11-26,42.08,NW,NW,Yes
WSW,18.0,76.0,60.62,,13.0,Yes,59.9,30.0,,MountGinini,76.0,2011-11-27,39.56,W,SW,No
WSW,0.2,31.0,68.0,71.0,13.0,No,65.84,11.0,55.94,MountGinini,41.0,2011-11-28,43.879999999999995,W,NW,No
NW,0.0,57.0,70.34,70.0,19.0,No,67.1,19.0,58.28,MountGinini,63.0,2011-11-29,53.78,NW,N,Yes
NW,60.4,76.0,54.5,,26.0,Yes,,35.0,,MountGinini,,2011-11-30,49.1,NW,NW,Yes
SSW,31.0,43.0,51.26,48.0,9.0,Yes,48.379999999999995,15.0,41.9,MountGinini,79.0,2011-12-01,33.26,SSW,NE,No
