WindDir9am,Humidity3pm,RainToday,Location,RainTomorrow,Humidity9am,Cloud3pm,WindGustDir,Temp9amC,Date,Temp3pmC,MinTempC,Pressure9am,WindSpeed3pm,Evaporation,WindGustSpeed,Rainfall,Pressure3pm,Sunshine,WindSpeed9am,WindDir3pm,MaxTempC,Cloud9am
W,57.0,No,Sydney,No,78.0,2.0,,19.7,2010-03-15,24.5,18.0,1025.7,15.0,5.4,,0.0,1022.4,5.9,11.0,E,25.2,7.0
W,54.0,No,Sydney,No,82.0,1.0,,20.0,2010-03-16,25.1,17.4,1023.5,19.0,5.8,,0.0,1022.7,11.0,15.0,E,25.5,3.0
W,54.0,No,Sydney,No,80.0,1.0,,18.8,2010-03-17,24.4,15.6,1025.7,19.0,5.4,,0.0,1024.5,11.3,13.0,E,26.0,0.0
W,51.0,No,Sydney,No,77.0,4.0,,19.8,2010-03-18,25.3,17.0,1026.5,17.0,6.6,,0.0,1023.7,10.2,9.0,ENE,26.5,6.0
W,60.0,No,Sydney,No,82.0,3.0,,20.1,2010-03-19,26.9,18.2,1022.2,17.0,7.0,,0.0,1019.2,11.2,6.0,ENE,27.4,6.0
W,68.0,No,Sydney,No,64.0,1.0,,22.8,2010-03-20,26.5,19.8,1021.0,15.0,6.2,,0.0,1019.5,11.1,15.0,E,29.0,3.0
W,56.0,No,Sydney,No,64.0,6.0,,23.5,2010-03-21,28.0,21.7,1017.9,19.0,7.0,,0.0,1014.3,9.0,9.0,E,30.9,6.0
ESE,57.0,No,Sydney,No,64.0,5.0,,22.5,2010-03-22,24.1,20.8,1020.1,19.0,8.4,,0.0,1018.7,6.3,9.0,ESE,25.0,7.0
WNW,60.0,No,Sydney,No,74.0,5.0,,21.6,2010-03-23,26.1,18.7,1020.1,22.0,4.4,,0.0,1017.4,10.9,13.0,ENE,27.0,0.0
W,58.0,No,Sydney,No,79.0,5.0,,20.3,2010-03-24,25.3,18.7,1021.6,20.0,7.6,,0.0,1020.8,6.1,17.0,ESE,26.0,7.0
W,61.0,No,Sydney,No,75.0,1.0,,21.1,2010-03-25,24.8,19.5,1023.4,20.0,4.0,,0.0,1019.6,8.7,7.0,NE,25.5,6.0
W,52.0,No,Sydney,No,80.0,2.0,,22.6,2010-03-26,29.5,19.5,1019.1,9.0,5.6,,0.0,1015.4,8.9,9.0,ENE,29.6,0.0
SSW,66.0,No,Sydney,No,80.0,7.0,,23.0,2010-03-27,25.5,22.4,1019.6,19.0,7.4,,0.0,1018.4,7.2,17.0,S,26.9,6.0
W,66.0,No,Sydney,No,82.0,7.0,,23.1,2010-03-28,26.2,20.8,1019.2,19.0,5.4,,0.0,1014.9,8.2,6.0,NE,26.4,2.0
W,56.0,No,Sydney,Yes,78.0,8.0,,23.2,2010-03-29,26.7,22.4,1016.9,11.0,2.8,,0.0,1016.4,0.1,7.0,W,27.5,7.0
SSW,88.0,Yes,Sydney,Yes,92.0,8.0,,20.6,2010-03-30,21.2,20.5,1019.8,9.0,,,4.0,1018.4,0.0,4.0,SSW,21.3,8.0
S,67.0,Yes,Sydney,No,68.0,6.0,,21.0,2010-03-31,22.0,18.9,1019.5,30.0,2.6,,14.0,1017.5,3.1,24.0,S,23.1,7.0
W,45.0,No,Sydney,No,68.0,1.0,,18.4,2010-04-01,24.8,16.0,1018.3,19.0,3.6,,0.2,1016.3,10.8,24.0,S,25.3,2.0
W,46.0,No,Sydney,No,74.0,2.0,,19.0,2010-04-02,24.3,17.2,1019.9,24.0,5.8,,0.0,1018.5,9.4,13.0,S,24.6,5.0
WNW,56.0,No,Sydney,Yes,72.0,3.0,,18.6,2010-04-03,22.1,15.9,1021.4,15.0,6.6,,0.0,1020.0,7.2,17.0,SE,24.0,2.0
W,59.0,Yes,Sydney,Yes,84.0,6.0,,17.7,2010-04-04,20.7,15.4,1022.9,19.0,3.2,,6.8,1020.5,6.6,13.0,SSE,22.4,6.0
WNW,64.0,Yes,Sydney,No,76.0,7.0,,19.6,2010-04-05,20.5,15.2,1021.1,7.0,4.4,,1.2,1019.0,2.5,9.0,SE,21.5,5.0
,62.0,No,Sydney,Yes,74.0,7.0,,21.4,2010-04-06,22.4,17.0,1020.5,17.0,2.2,,0.8,1017.6,3.6,0.0,E,23.3,6.0
NNE,65.0,Yes,Sydney,Yes,90.0,7.0,,19.1,2010-04-07,24.5,18.5,1016.6,22.0,2.8,,3.8,1012.3,1.1,15.0,NNW,25.9,8.0
W,71.0,Yes,Sydney,Yes,77.0,3.0,,22.2,2010-04-08,24.3,19.0,1012.5,17.0,1.4,,3.0,1011.8,9.4,17.0,SSE,28.7,3.0
WNW,55.0,Yes,Sydney,No,68.0,6.0,,20.8,2010-04-09,22.4,16.4,1014.8,20.0,5.0,,4.4,1011.1,9.9,15.0,SE,25.0,2.0
W,41.0,No,Sydney,No,78.0,1.0,,18.6,2010-04-10,27.6,17.2,1010.5,17.0,6.2,,0.0,1007.6,7.4,9.0,E,27.9,6.0
NNW,33.0,No,Sydney,No,58.0,3.0,,24.5,2010-04-11,27.7,18.6,1007.9,20.0,3.8,,0.0,1006.0,10.1,15.0,WNW,27.9,5.0
W,22.0,No,Sydney,No,33.0,2.0,,16.8,2010-04-12,24.2,14.9,1014.3,20.0,8.6,,0.0,1011.7,10.6,30.0,WSW,24.5,1.0
W,46.0,No,Sydney,No,52.0,1.0,,17.6,2010-04-13,21.3,13.1,1021.8,19.0,5.6,,0.0,1020.3,10.7,17.0,SSE,22.3,1.0
W,49.0,No,Sydney,No,71.0,2.0,,15.9,2010-04-14,23.0,12.3,1022.8,17.0,3.8,,0.0,1019.3,10.7,15.0,ENE,25.0,0.0
W,62.0,No,Sydney,No,77.0,3.0,,17.5,2010-04-15,23.3,14.9,1021.9,19.0,6.0,,0.0,1020.5,9.3,15.0,ESE,24.9,6.0
WNW,64.0,No,Sydney,No,77.0,6.0,,18.1,2010-04-16,21.8,16.9,1027.0,15.0,3.6,,0.0,1025.1,1.5,9.0,SSE,22.3,7.0
W,63.0,No,Sydney,No,82.0,3.0,,19.1,2010-04-17,24.2,15.8,1028.1,15.0,2.4,,0.6,1026.0,10.8,11.0,ESE,25.3,1.0
WNW,66.0,No,Sydney,No,84.0,2.0,,19.9,2010-04-18,23.6,,1027.3,13.0,3.6,,0.0,1024.3,10.7,11.0,ESE,25.0,2.0
WNW,65.0,No,Sydney,No,82.0,2.0,,20.5,2010-04-19,24.2,17.2,1026.0,13.0,2.8,,0.0,1023.7,9.6,6.0,E,24.9,2.0
W,57.0,No,Sydney,No,87.0,5.0,,20.0,2010-04-20,24.4,17.3,1025.2,15.0,4.4,,0.0,1021.7,9.3,13.0,E,24.8,1.0
W,63.0,No,Sydney,No,95.0,1.0,,17.6,2010-04-21,23.9,16.7,1023.4,20.0,3.4,,0.0,1020.4,10.3,15.0,ENE,24.2,1.0
WNW,63.0,No,Sydney,No,81.0,1.0,,19.3,2010-04-22,23.9,16.7,1022.9,19.0,5.4,,0.0,1019.4,10.6,11.0,E,25.7,1.0
W,50.0,No,Sydney,No,68.0,1.0,,20.2,2010-04-23,26.5,16.6,1020.6,11.0,3.2,,0.0,1016.0,10.6,13.0,NE,30.7,1.0
NW,49.0,No,Sydney,Yes,57.0,7.0,,22.8,2010-04-24,26.4,20.2,1014.3,20.0,7.2,,0.0,1009.9,3.4,11.0,NNW,28.6,7.0
W,70.0,Yes,Sydney,No,77.0,5.0,,17.3,2010-04-25,19.2,17.2,1013.2,20.0,5.0,,8.8,1013.5,3.8,20.0,S,22.8,7.0
W,46.0,No,Sydney,No,56.0,1.0,,15.1,2010-04-26,21.5,12.5,1024.3,15.0,3.0,,0.4,1022.3,10.5,24.0,SE,21.8,1.0
W,41.0,No,Sydney,No,65.0,7.0,,14.2,2010-04-27,20.1,11.7,1020.4,11.0,4.4,,0.0,1017.8,2.2,19.0,W,20.4,6.0
W,32.0,No,Sydney,No,64.0,1.0,,16.0,2010-04-28,24.5,12.6,1021.0,9.0,2.4,,0.0,1016.7,10.6,15.0,W,24.9,0.0
W,35.0,No,Sydney,No,44.0,1.0,,18.2,2010-04-29,24.5,13.4,1019.9,17.0,5.0,,0.0,1017.0,10.7,24.0,WNW,24.6,1.0
W,64.0,No,Sydney,Yes,79.0,7.0,,14.4,2010-04-30,19.2,14.0,1025.2,13.0,5.0,,0.0,1024.4,0.3,20.0,S,19.4,8.0
W,74.0,Yes,Sydney,No,89.0,6.0,,15.1,2010-05-01,20.6,14.3,1027.6,13.0,2.4,,1.8,1024.4,4.6,13.0,ENE,21.7,7.0
W,30.0,No,Sydney,No,90.0,1.0,,15.3,2010-05-02,26.3,13.9,1024.8,2.0,1.2,,0.0,1022.1,8.2,19.0,SW,26.5,2.0
W,60.0,No,Sydney,No,75.0,6.0,,18.0,2010-05-03,22.7,14.8,1027.6,6.0,4.0,,0.2,1024.3,6.5,15.0,ESE,23.1,4.0
WNW,54.0,No,Sydney,No,80.0,5.0,,19.2,2010-05-04,24.2,16.2,1021.3,17.0,2.8,,0.0,1015.8,4.2,2.0,NE,24.8,7.0
NNE,41.0,No,Sydney,Yes,59.0,3.0,,18.7,2010-05-05,18.1,15.4,1012.2,28.0,3.8,,0.0,1011.3,5.9,7.0,W,21.1,7.0
W,34.0,Yes,Sydney,No,48.0,1.0,,13.9,2010-05-06,21.5,10.4,1020.0,7.0,4.4,,2.0,1018.3,10.2,24.0,WSW,22.3,1.0
W,33.0,No,Sydney,No,62.0,1.0,,13.5,2010-05-07,22.9,11.3,1022.4,6.0,3.8,,0.0,1018.3,10.1,20.0,WSW,23.1,1.0
W,46.0,No,Sydney,No,65.0,1.0,,14.1,2010-05-08,22.6,11.1,1021.9,11.0,4.0,,0.0,1019.3,10.1,20.0,E,24.4,1.0
,50.0,No,Sydney,No,68.0,1.0,,15.3,2010-05-09,22.4,12.3,1022.0,17.0,2.0,,0.0,1018.3,10.2,,E,24.6,1.0
W,61.0,No,Sydney,No,78.0,1.0,,15.7,2010-05-10,22.0,12.7,1020.3,19.0,4.4,,0.0,1015.8,10.2,13.0,NE,22.6,1.0
W,19.0,No,Sydney,No,64.0,1.0,,16.3,2010-05-11,25.7,12.8,1012.6,30.0,4.2,,0.0,1008.7,9.7,11.0,W,27.0,1.0
WSW,29.0,No,Sydney,No,40.0,1.0,,12.7,2010-05-12,18.5,10.5,1017.9,26.0,8.0,,0.0,1016.9,10.2,28.0,S,18.9,1.0
W,36.0,No,Sydney,No,53.0,2.0,,12.0,2010-05-13,20.7,9.0,1018.8,17.0,4.4,,0.0,1015.8,9.4,24.0,S,21.9,1.0
W,35.0,No,Sydney,No,60.0,2.0,,13.0,2010-05-14,20.3,10.6,1018.4,22.0,4.4,,0.0,1014.9,10.1,19.0,SW,21.1,1.0
W,47.0,No,Sydney,No,62.0,3.0,,13.2,2010-05-15,20.5,10.5,1017.6,24.0,4.0,,0.0,1016.1,9.0,20.0,S,21.7,1.0
W,60.0,No,Sydney,No,71.0,6.0,,12.7,2010-05-16,19.7,11.0,1020.9,13.0,4.4,,0.0,1018.4,7.7,17.0,SSE,21.6,2.0
W,68.0,No,Sydney,Yes,85.0,8.0,,13.1,2010-05-17,16.5,12.7,1019.7,4.0,2.4,,1.0,1016.7,0.2,19.0,WNW,17.9,8.0
W,92.0,Yes,Sydney,Yes,94.0,8.0,,13.0,2010-05-18,14.9,12.4,1018.2,17.0,1.0,,13.8,1017.4,0.0,22.0,SW,15.4,8.0
W,62.0,Yes,Sydney,No,91.0,3.0,,13.0,2010-05-19,20.0,11.7,1022.1,9.0,,,47.8,1020.3,6.1,20.0,SSE,20.0,7.0
W,55.0,No,Sydney,No,82.0,6.0,,12.7,2010-05-20,19.3,11.2,1023.1,11.0,2.8,,1.0,1019.9,6.1,19.0,ESE,19.7,6.0
WNW,58.0,No,Sydney,Yes,83.0,6.0,,13.9,2010-05-21,18.4,11.7,1020.6,20.0,1.2,,0.0,1017.9,6.4,13.0,SSE,19.5,3.0
W,58.0,Yes,Sydney,Yes,92.0,3.0,,11.3,2010-05-22,18.4,10.8,1021.5,24.0,2.8,,17.2,1019.7,4.8,22.0,SSW,18.6,7.0
W,93.0,Yes,Sydney,Yes,91.0,6.0,,10.4,2010-05-23,14.3,9.5,1023.6,11.0,5.0,,14.2,1020.8,0.4,19.0,W,14.7,7.0
W,68.0,Yes,Sydney,No,86.0,7.0,,12.1,2010-05-24,17.8,10.4,1019.7,4.0,0.2,,5.6,1015.7,1.1,15.0,E,18.0,7.0
WNW,84.0,No,Sydney,Yes,89.0,7.0,,14.1,2010-05-25,16.8,12.1,1011.7,7.0,,,0.8,1006.3,0.1,11.0,WNW,16.9,7.0
W,94.0,Yes,Sydney,Yes,96.0,8.0,,13.5,2010-05-26,15.6,13.4,1004.8,50.0,2.2,,9.0,1004.9,0.0,17.0,ESE,17.3,8.0
SE,62.0,Yes,Sydney,Yes,82.0,7.0,,15.9,2010-05-27,18.3,13.5,1018.0,11.0,5.8,,33.6,1017.6,3.3,15.0,S,18.7,6.0
W,53.0,Yes,Sydney,Yes,92.0,5.0,,12.9,2010-05-28,19.8,11.7,1021.0,7.0,1.4,,1.6,1017.1,4.6,15.0,E,19.9,7.0
N,87.0,Yes,Sydney,Yes,88.0,8.0,,15.8,2010-05-29,16.2,12.9,1009.5,4.0,2.8,,3.0,1004.7,0.0,11.0,NE,17.1,7.0
WNW,56.0,Yes,Sydney,Yes,78.0,6.0,,13.0,2010-05-30,18.7,11.8,1003.2,2.0,1.4,,3.0,1002.4,2.2,15.0,W,19.1,4.0
SSW,68.0,Yes,Sydney,Yes,87.0,7.0,,16.5,2010-05-31,19.1,12.6,1008.3,28.0,1.6,,12.8,1010.2,3.9,22.0,S,20.0,7.0
W,60.0,Yes,Sydney,No,80.0,7.0,,14.5,2010-06-01,18.5,11.7,1019.2,19.0,2.6,,12.4,1017.7,3.6,15.0,S,19.7,7.0
W,63.0,No,Sydney,Yes,81.0,5.0,,12.7,2010-06-02,19.0,11.2,1020.9,13.0,3.0,,0.0,1019.6,7.0,19.0,SSW,20.1,6.0
SSW,90.0,Yes,Sydney,Yes,91.0,7.0,,15.2,2010-06-03,17.1,12.7,1023.0,24.0,2.4,,6.0,1020.0,0.8,19.0,ESE,18.6,7.0
E,94.0,Yes,Sydney,Yes,85.0,8.0,,17.3,2010-06-04,16.4,15.2,1018.7,30.0,3.4,,26.4,1015.5,0.0,26.0,SSE,17.7,7.0
W,67.0,Yes,Sydney,No,80.0,7.0,,13.5,2010-06-05,17.4,12.5,1014.2,15.0,1.0,,61.4,1012.0,4.4,22.0,SSW,20.5,5.0
W,70.0,No,Sydney,Yes,64.0,7.0,,11.3,2010-06-06,15.2,9.5,1014.7,22.0,2.2,,0.4,1015.8,6.5,28.0,SW,18.5,1.0
W,77.0,Yes,Sydney,No,60.0,7.0,,10.6,2010-06-07,14.3,9.1,1024.3,20.0,3.4,,4.2,1023.0,3.9,24.0,SSW,15.5,2.0
W,62.0,No,Sydney,No,78.0,4.0,,10.6,2010-06-08,16.3,9.1,1023.5,6.0,,,0.4,1018.7,9.0,22.0,NE,18.5,5.0
W,34.0,No,Sydney,No,71.0,3.0,,11.1,2010-06-09,15.7,9.5,1012.0,30.0,2.2,,0.0,1008.3,7.2,6.0,WNW,16.7,5.0
W,30.0,No,Sydney,No,48.0,,,11.3,2010-06-10,16.8,10.3,1017.5,13.0,3.8,,0.0,1017.7,7.2,26.0,SSW,17.2,
W,37.0,No,Sydney,No,64.0,1.0,,9.0,2010-06-11,16.9,6.2,1019.9,22.0,3.2,,0.0,1016.0,9.8,19.0,W,17.4,0.0
W,42.0,No,Sydney,No,63.0,2.0,,11.5,2010-06-12,15.8,9.0,1022.0,22.0,3.0,,0.0,1021.7,9.6,20.0,S,16.7,1.0
W,50.0,No,Sydney,No,66.0,1.0,,8.4,2010-06-13,17.1,6.6,1029.8,13.0,3.8,,0.0,1028.9,9.5,22.0,S,17.9,1.0
W,50.0,No,Sydney,No,75.0,,,8.9,2010-06-14,17.8,6.9,1034.7,2.0,1.8,,0.0,1032.0,9.5,22.0,ENE,18.3,
W,56.0,No,Sydney,No,86.0,,,10.0,2010-06-15,17.6,8.1,1032.7,7.0,2.0,,0.0,1028.9,9.3,17.0,ENE,19.3,
WNW,59.0,No,Sydney,No,89.0,2.0,,10.6,2010-06-16,18.3,9.1,1028.9,15.0,1.6,,0.0,1024.1,9.6,11.0,ENE,18.9,2.0
NNW,69.0,No,Sydney,No,67.0,5.0,,14.2,2010-06-17,16.6,10.6,1016.0,22.0,4.0,,0.0,1010.5,1.7,11.0,N,17.3,8.0
W,39.0,No,Sydney,,58.0,,,12.1,2010-06-18,17.8,9.8,1017.1,9.0,3.0,,0.6,1015.5,9.6,15.0,W,18.0,
W,41.0,,Sydney,No,59.0,,,11.8,2010-06-19,18.8,8.5,1018.6,30.0,2.8,,,1017.6,9.7,19.0,W,19.5,
W,40.0,No,Sydney,Yes,71.0,,,11.3,2010-06-20,20.0,9.5,1025.0,7.0,3.0,,0.0,1023.8,9.8,19.0,ESE,20.2,
W,80.0,Yes,Sydney,Yes,95.0,4.0,,11.5,2010-06-21,15.7,10.1,1032.8,17.0,3.4,,8.2,1032.5,4.2,15.0,S,16.0,7.0
SSW,78.0,Yes,Sydney,Yes,84.0,7.0,,14.3,2010-06-22,14.7,11.5,1037.0,15.0,2.0,,3.4,1035.7,,9.0,SSW,17.2,6.0
SSE,90.0,Yes,Sydney,Yes,83.0,7.0,,14.4,2010-06-23,14.6,12.6,1036.7,6.0,2.2,,4.0,1034.1,0.2,17.0,S,15.6,7.0
W,64.0,Yes,Sydney,No,96.0,2.0,,12.2,2010-06-24,17.0,11.8,1031.6,19.0,0.6,,18.8,1027.1,5.2,15.0,E,17.0,7.0
W,65.0,No,Sydney,No,83.0,6.0,,13.7,2010-06-25,18.4,12.2,1025.1,17.0,3.2,,0.0,1020.7,2.8,13.0,N,18.4,6.0
WNW,50.0,No,Sydney,No,78.0,2.0,,15.2,2010-06-26,19.7,13.5,1017.3,17.0,1.4,,1.0,1016.3,4.0,20.0,WSW,20.0,7.0
W,53.0,No,Sydney,No,72.0,6.0,,8.1,2010-06-27,13.9,6.7,1021.0,22.0,2.8,,0.0,1018.9,6.8,20.0,SSW,14.9,1.0
W,36.0,No,Sydney,No,68.0,1.0,,7.0,2010-06-28,15.3,5.5,1021.0,9.0,2.0,,0.0,1017.7,9.7,22.0,W,15.8,1.0
WNW,36.0,No,Sydney,No,63.0,0.0,,7.0,2010-06-29,14.4,4.7,1020.1,6.0,2.6,,0.0,1017.0,9.9,13.0,WSW,14.4,0.0
W,41.0,No,Sydney,No,70.0,1.0,,6.4,2010-06-30,15.7,4.3,1020.8,4.0,3.0,,0.0,1018.5,9.3,11.0,WNW,16.1,0.0
W,40.0,No,Sydney,No,70.0,4.0,,8.5,2010-07-01,16.9,6.4,1024.9,7.0,2.0,,0.0,1022.8,8.6,20.0,W,17.1,4.0
W,65.0,No,Sydney,No,74.0,8.0,,9.2,2010-07-02,11.9,7.6,1026.8,11.0,2.0,,0.0,1023.5,0.0,15.0,W,12.1,7.0
W,38.0,No,Sydney,No,68.0,2.0,,9.1,2010-07-03,15.6,7.7,1025.6,24.0,1.8,,0.6,1026.1,9.8,24.0,SSW,16.3,1.0
W,56.0,No,Sydney,No,68.0,4.0,,8.9,2010-07-04,16.9,7.8,1029.7,17.0,3.2,,0.0,1026.9,8.8,22.0,S,17.8,2.0
W,83.0,No,Sydney,Yes,76.0,8.0,,9.7,2010-07-05,13.1,8.8,1027.2,11.0,3.4,,0.0,1024.1,0.1,20.0,W,13.5,7.0
W,67.0,Yes,Sydney,Yes,95.0,7.0,,10.8,2010-07-06,15.1,9.7,1016.7,17.0,0.4,,4.2,1015.1,3.5,7.0,SSW,17.2,6.0
W,70.0,Yes,Sydney,Yes,83.0,6.0,,10.3,2010-07-07,15.3,9.6,1023.9,20.0,1.4,,2.6,1022.5,2.9,22.0,S,16.0,7.0
W,92.0,Yes,Sydney,Yes,80.0,8.0,,11.0,2010-07-08,12.8,8.0,,19.0,2.6,,2.0,1025.6,2.3,17.0,SSW,14.8,3.0
WNW,83.0,Yes,Sydney,Yes,96.0,7.0,,10.7,2010-07-09,13.9,9.7,1029.6,9.0,0.0,,32.0,1027.9,3.8,19.0,S,15.6,6.0
W,65.0,Yes,Sydney,No,95.0,7.0,,9.9,2010-07-10,16.6,8.6,1028.9,11.0,2.0,,4.6,1025.0,4.8,17.0,ENE,17.6,6.0
N,76.0,No,Sydney,No,61.0,7.0,,16.7,2010-07-11,17.3,9.9,1022.2,7.0,1.2,,0.2,1019.8,1.0,13.0,NW,19.0,7.0
W,61.0,No,Sydney,No,87.0,7.0,,11.4,2010-07-12,16.0,10.1,1023.6,6.0,2.0,,0.2,1021.1,2.1,19.0,WNW,16.9,6.0
W,78.0,No,Sydney,No,83.0,8.0,,14.1,2010-07-13,17.7,11.4,1020.3,7.0,0.6,,0.0,1014.6,0.0,7.0,NNE,18.6,7.0
WNW,33.0,No,Sydney,No,56.0,1.0,,14.4,2010-07-14,17.4,13.9,1008.7,22.0,1.8,,1.0,1008.6,8.0,20.0,WNW,18.1,3.0
W,34.0,No,Sydney,No,50.0,3.0,,11.9,2010-07-15,17.4,10.4,1015.4,17.0,5.2,,0.0,1017.1,9.8,24.0,WSW,18.2,1.0
W,46.0,No,Sydney,No,63.0,2.0,,9.0,2010-07-16,16.2,7.2,1025.9,19.0,4.4,,0.0,1024.0,9.4,24.0,S,18.2,2.0
W,39.0,No,Sydney,No,71.0,1.0,,8.6,2010-07-17,18.4,7.1,1028.1,9.0,2.6,,0.0,1024.7,9.9,26.0,E,18.5,1.0
W,40.0,No,Sydney,No,81.0,1.0,,8.9,2010-07-18,18.7,7.3,1022.6,7.0,2.0,,0.0,1017.8,10.0,20.0,ESE,19.4,0.0
W,53.0,No,Sydney,No,67.0,7.0,,11.1,2010-07-19,15.0,8.7,1017.8,7.0,3.6,,0.0,1016.0,0.8,15.0,SSW,16.7,6.0
W,53.0,No,Sydney,Yes,71.0,3.0,,10.2,2010-07-20,14.9,8.0,1022.4,19.0,1.0,,0.0,1021.4,8.5,19.0,SSW,16.5,1.0
W,54.0,Yes,Sydney,No,73.0,4.0,,9.2,2010-07-21,15.5,8.0,1026.7,13.0,3.2,,6.6,1024.6,4.1,19.0,SSW,15.7,7.0
W,69.0,No,Sydney,No,64.0,5.0,,8.8,2010-07-22,13.6,6.0,1028.5,20.0,1.0,,0.4,1028.1,5.0,28.0,SSW,14.7,1.0
W,62.0,No,Sydney,Yes,75.0,7.0,,9.8,2010-07-23,16.4,8.0,1032.6,20.0,2.0,,0.2,1030.3,5.8,20.0,S,18.2,2.0
W,54.0,Yes,Sydney,No,81.0,5.0,,10.3,2010-07-24,17.6,9.6,1030.7,13.0,2.6,,4.6,1027.4,3.9,22.0,SE,18.3,7.0
W,64.0,No,Sydney,Yes,83.0,5.0,,12.5,2010-07-25,15.5,10.2,1029.9,15.0,1.0,,0.0,1027.7,6.2,11.0,SE,16.9,3.0
W,69.0,Yes,Sydney,Yes,90.0,7.0,,11.9,2010-07-26,15.5,9.2,1034.0,7.0,3.8,,16.0,1032.6,3.2,15.0,SE,17.0,6.0
W,49.0,Yes,Sydney,Yes,86.0,7.0,,11.2,2010-07-27,16.6,9.3,1035.7,9.0,1.6,,2.4,1032.5,3.2,13.0,E,16.9,6.0
N,90.0,Yes,Sydney,Yes,96.0,8.0,,12.3,2010-07-28,14.4,11.2,1029.8,11.0,1.6,,2.6,1024.8,0.8,4.0,NNE,15.2,8.0
NW,77.0,Yes,Sydney,Yes,93.0,7.0,,12.8,2010-07-29,15.8,11.4,1019.1,9.0,1.4,,24.2,1016.0,0.6,6.0,N,16.2,6.0
W,62.0,Yes,Sydney,Yes,97.0,7.0,,12.8,2010-07-30,21.0,12.0,1016.9,9.0,3.8,,3.4,1013.6,5.8,22.0,NNE,21.1,4.0
W,37.0,Yes,Sydney,No,96.0,2.0,,14.5,2010-07-31,20.5,12.8,1012.1,28.0,0.2,,6.6,1012.0,5.8,7.0,W,20.7,7.0
N,35.0,No,Sydney,No,62.0,1.0,,13.2,2010-08-01,20.6,9.6,1019.9,26.0,3.8,,0.0,1013.0,10.3,11.0,NW,20.9,1.0
W,36.0,No,Sydney,Yes,49.0,5.0,,11.2,2010-08-02,15.1,9.1,1015.8,28.0,4.0,,0.4,1011.6,7.3,24.0,WSW,15.7,5.0
,62.0,Yes,Sydney,No,75.0,4.0,,13.9,2010-08-03,15.5,10.3,1016.2,,4.0,,16.4,1016.9,6.6,,,17.3,7.0
,44.0,No,Sydney,No,75.0,1.0,,11.2,2010-08-04,18.7,8.3,1019.0,9.0,4.0,,0.0,1014.9,10.2,,W,18.9,1.0
NNW,33.0,No,Sydney,No,57.0,5.0,,11.1,2010-08-05,15.8,7.1,1018.1,20.0,3.8,,0.0,1015.1,8.3,17.0,W,16.9,3.0
W,40.0,No,Sydney,No,56.0,2.0,,10.5,2010-08-06,15.7,7.6,1020.5,19.0,2.4,,0.0,1019.2,10.3,19.0,S,17.0,1.0
W,50.0,No,Sydney,No,58.0,5.0,,9.1,2010-08-07,15.5,6.8,1024.7,20.0,4.2,,0.0,1022.2,10.2,26.0,S,16.1,1.0
W,50.0,No,Sydney,No,73.0,1.0,,8.8,2010-08-08,15.2,6.4,1022.2,15.0,3.0,,0.0,1019.1,10.3,20.0,E,17.2,3.0
W,58.0,No,Sydney,Yes,83.0,1.0,,9.3,2010-08-09,17.0,7.2,1023.5,20.0,2.6,,0.0,1020.9,8.9,15.0,E,17.1,2.0
WSW,90.0,Yes,Sydney,Yes,93.0,8.0,,12.2,2010-08-10,16.2,9.3,1019.2,13.0,2.4,,2.8,1013.8,0.0,2.0,NNE,16.4,8.0
NW,35.0,Yes,Sydney,No,59.0,3.0,,12.8,2010-08-11,17.4,12.2,1008.6,20.0,0.6,,4.6,1003.7,6.0,19.0,WNW,18.0,7.0
W,47.0,No,Sydney,No,55.0,7.0,,12.2,2010-08-12,15.0,10.7,1001.5,22.0,6.6,,0.2,1002.3,5.9,35.0,W,16.7,2.0
W,44.0,No,Sydney,No,54.0,1.0,,12.7,2010-08-13,17.0,9.9,1011.9,31.0,2.6,,0.0,1012.0,10.6,26.0,S,18.3,1.0
N,36.0,No,Sydney,No,69.0,0.0,,13.0,2010-08-14,21.4,8.2,1014.5,6.0,4.2,,0.0,1009.7,10.7,11.0,N,21.8,0.0
NNW,37.0,No,Sydney,No,53.0,2.0,,15.1,2010-08-15,20.0,12.8,1006.2,17.0,6.4,,0.0,1004.0,7.3,22.0,WNW,20.1,6.0
W,31.0,No,Sydney,No,44.0,1.0,,14.3,2010-08-16,18.3,12.6,1011.5,24.0,4.0,,0.4,1010.3,10.7,24.0,W,18.8,1.0
W,26.0,No,Sydney,No,44.0,3.0,,10.8,2010-08-17,15.9,7.6,1022.0,15.0,4.4,,0.0,1019.9,10.4,26.0,E,17.6,1.0
W,53.0,No,Sydney,Yes,69.0,5.0,,9.3,2010-08-18,17.7,6.5,1020.5,19.0,4.2,,0.0,1012.0,6.6,13.0,NE,19.9,3.0
NNW,23.0,Yes,Sydney,No,57.0,1.0,,19.5,2010-08-19,24.4,9.3,1007.7,31.0,5.0,,2.2,1004.6,10.8,22.0,WNW,24.6,1.0
WNW,26.0,No,Sydney,No,45.0,1.0,,14.3,2010-08-20,19.2,11.3,1012.4,19.0,6.2,,0.0,1010.9,10.8,11.0,WNW,19.3,1.0
WNW,33.0,No,Sydney,No,44.0,2.0,,12.8,2010-08-21,16.7,8.8,1017.0,30.0,5.6,,0.0,1015.2,10.9,20.0,W,16.7,1.0
