WindDir3pm,Temp9amF,Temp3pmF,Date,RainToday,Cloud9am,RainTomorrow,Sunshine,MaxTempF,MinTempF,Rainfall,Location,WindGustDir,Pressure9am,Humidity3pm,Pressure3pm,WindGustSpeed,Cloud3pm,Evaporation,WindSpeed9am,WindSpeed3pm,WindDir9am,Humidity9am
NE,69.25999999999999,74.3,2011-08-14,No,2.0,No,10.1,78.44,53.96,0.0,Townsville,ESE,1020.8,60.0,1017.3,33.0,1.0,6.8,9.0,26.0,SE,59.0
NE,70.7,74.48,2011-08-15,No,2.0,No,10.7,79.16,55.76,0.0,Townsville,ENE,1020.7,55.0,1017.4,41.0,1.0,5.4,13.0,31.0,SE,65.0
ENE,69.25999999999999,74.12,2011-08-16,No,1.0,No,10.6,77.0,53.96,0.0,Townsville,ENE,1019.7,57.0,1015.2,35.0,1.0,6.4,11.0,30.0,ESE,60.0
NE,69.98,74.3,2011-08-17,No,1.0,No,9.1,78.08,55.4,0.0,Townsville,ENE,1018.0,61.0,1014.5,35.0,2.0,6.4,15.0,26.0,SE,70.0
S,71.06,82.75999999999999,2011-08-18,No,1.0,No,9.4,83.66,57.74,0.0,Townsville,SW,1018.4,24.0,1014.8,35.0,1.0,6.0,24.0,15.0,WSW,47.0
NE,69.44,78.25999999999999,2011-08-19,No,2.0,No,11.7,81.14,55.76,0.0,Townsville,S,1020.2,17.0,1015.8,35.0,1.0,8.0,24.0,20.0,SW,20.0
ENE,69.25999999999999,75.56,2011-08-20,No,0.0,No,10.6,79.7,48.92,0.0,Townsville,ENE,1019.8,35.0,1016.2,39.0,2.0,5.6,4.0,30.0,WSW,49.0
ENE,69.62,73.75999999999999,2011-08-21,No,1.0,No,10.8,79.16,52.16,0.0,Townsville,ENE,1021.7,38.0,1018.2,46.0,1.0,7.4,9.0,35.0,S,54.0
ENE,69.98,73.22,2011-08-22,No,1.0,No,10.6,81.5,51.98,0.0,Townsville,ENE,1022.4,52.0,1018.3,44.0,2.0,8.0,22.0,35.0,SSE,46.0
NE,69.44,71.96,2011-08-23,No,1.0,No,7.7,77.9,57.56,0.0,Townsville,ESE,1020.9,50.0,1017.8,46.0,7.0,7.6,24.0,17.0,SSE,46.0
ENE,71.6,75.2,2011-08-24,No,1.0,No,11.3,81.14,52.7,0.0,Townsville,SSW,1020.8,57.0,1017.2,37.0,3.0,4.0,24.0,30.0,SSW,46.0
ENE,73.04,74.66,2011-08-25,No,1.0,No,10.2,78.98,57.02,0.0,Townsville,NE,1020.7,64.0,1017.2,39.0,1.0,5.4,7.0,31.0,SSE,53.0
ENE,74.12,76.28,2011-08-26,No,6.0,No,7.5,79.52,67.1,0.0,Townsville,ENE,1019.2,66.0,1016.0,37.0,1.0,6.4,7.0,31.0,SSE,64.0
NE,73.75999999999999,78.8,2011-08-27,No,7.0,No,4.2,82.94,69.08,0.0,Townsville,NE,1019.3,69.0,1015.1,30.0,7.0,5.2,13.0,17.0,ENE,79.0
ENE,75.92,77.18,2011-08-28,No,7.0,No,0.0,80.24000000000001,69.98,0.0,Townsville,ENE,1018.4,75.0,1015.1,26.0,7.0,3.6,15.0,17.0,ENE,79.0
NE,77.9,78.08,2011-08-29,No,4.0,No,10.0,81.14,70.7,0.0,Townsville,E,1018.9,74.0,1015.2,35.0,2.0,4.0,20.0,24.0,E,70.0
ENE,77.36,78.62,2011-08-30,No,7.0,No,6.0,82.04,70.7,0.0,Townsville,NE,1017.4,72.0,1014.5,35.0,3.0,6.4,19.0,26.0,ESE,74.0
ENE,76.46,77.36,2011-08-31,No,1.0,No,11.0,81.14,65.84,0.0,Townsville,ESE,1018.4,67.0,1015.4,41.0,2.0,5.2,7.0,31.0,ESE,68.0
E,75.2,77.9,2011-09-01,No,1.0,No,11.1,81.5,67.1,0.0,Townsville,E,1019.4,52.0,1016.5,52.0,1.0,8.0,28.0,31.0,ESE,44.0
ENE,73.58,75.74000000000001,2011-09-02,No,1.0,No,9.9,78.25999999999999,66.74000000000001,0.0,Townsville,NE,1019.7,58.0,1016.9,43.0,3.0,10.0,22.0,33.0,E,55.0
E,73.22,74.12,2011-09-03,No,2.0,No,5.2,80.42,58.459999999999994,0.0,Townsville,E,1021.3,59.0,1018.3,57.0,7.0,6.2,28.0,31.0,ESE,53.0
E,74.3,75.38,2011-09-04,No,5.0,No,5.5,80.06,67.1,0.0,Townsville,E,1022.6,52.0,1018.9,54.0,6.0,8.6,31.0,35.0,ESE,55.0
ENE,73.75999999999999,73.94,2011-09-05,No,2.0,No,9.9,80.24000000000001,60.62,0.0,Townsville,ENE,1022.2,58.0,1018.5,41.0,4.0,8.6,24.0,33.0,ESE,53.0
ENE,71.24000000000001,76.28,2011-09-06,No,3.0,No,10.7,79.34,56.84,0.0,Townsville,ENE,1019.9,66.0,1016.1,43.0,3.0,7.0,9.0,33.0,S,60.0
ENE,72.68,75.38,2011-09-07,No,1.0,No,10.3,80.06,55.4,0.0,Townsville,NE,1018.7,59.0,1014.4,41.0,5.0,7.2,11.0,33.0,ESE,56.0
NE,73.22,77.54,2011-09-08,No,5.0,No,10.4,79.88,58.82,0.0,Townsville,ENE,1017.8,58.0,1014.0,35.0,5.0,6.4,17.0,26.0,SE,61.0
N,73.22,81.32,2011-09-09,No,6.0,No,7.2,82.58,61.519999999999996,0.0,Townsville,SSW,1016.3,43.0,1011.3,50.0,1.0,6.2,15.0,13.0,NW,74.0
SW,69.8,79.88,2011-09-10,No,3.0,No,11.0,81.68,61.519999999999996,0.0,Townsville,S,1020.3,11.0,1014.9,48.0,6.0,10.6,26.0,17.0,S,22.0
NE,70.16,73.58,2011-09-11,No,7.0,No,11.2,78.08,46.22,0.0,Townsville,ENE,1019.7,31.0,1016.0,41.0,4.0,8.4,9.0,31.0,S,21.0
NE,70.34,75.92,2011-09-12,No,3.0,No,7.9,78.62,48.56,0.0,Townsville,NE,1021.3,26.0,1017.7,35.0,7.0,8.0,9.0,30.0,SE,45.0
ENE,71.96,74.12,2011-09-13,No,5.0,No,10.8,79.52,54.5,0.0,Townsville,E,1024.1,50.0,1020.1,46.0,3.0,7.0,22.0,33.0,SE,50.0
ENE,70.88,75.2,2011-09-14,No,1.0,No,11.4,79.16,56.66,0.0,Townsville,ENE,1024.5,48.0,1020.3,41.0,1.0,7.0,19.0,30.0,SE,45.0
ENE,73.04,77.72,2011-09-15,No,1.0,No,10.8,81.5,56.120000000000005,0.0,Townsville,ENE,1023.1,50.0,1018.5,48.0,1.0,8.4,17.0,33.0,ESE,53.0
E,71.78,79.88,2011-09-16,No,0.0,No,11.3,83.3,55.22,0.0,Townsville,E,1021.6,12.0,1017.2,52.0,0.0,8.2,7.0,31.0,SSE,43.0
NE,72.32,77.18,2011-09-17,No,1.0,No,10.6,79.88,52.34,0.0,Townsville,ENE,1020.4,40.0,1017.0,35.0,1.0,11.2,19.0,17.0,ESE,53.0
ENE,75.74000000000001,78.8,2011-09-18,No,3.0,No,10.8,80.96,59.72,0.0,Townsville,E,1020.6,46.0,1016.8,41.0,2.0,6.4,17.0,30.0,SSE,54.0
ENE,75.02,78.25999999999999,2011-09-19,No,7.0,No,8.8,81.86,62.42,0.0,Townsville,ENE,1019.7,55.0,1015.4,39.0,1.0,7.8,22.0,31.0,ESE,57.0
ENE,75.02,76.46,2011-09-20,No,4.0,No,9.3,80.6,64.75999999999999,0.0,Townsville,ENE,1017.6,69.0,1013.5,35.0,7.0,7.6,9.0,28.0,ENE,72.0
ENE,74.3,79.7,2011-09-21,No,4.0,No,9.1,81.68,61.88,0.0,Townsville,NE,1017.8,52.0,1013.3,31.0,0.0,6.4,6.0,22.0,SSE,71.0
ENE,76.1,79.16,2011-09-22,No,2.0,No,10.4,81.68,66.74000000000001,0.0,Townsville,ENE,1019.8,54.0,1017.0,46.0,1.0,6.6,24.0,30.0,ESE,65.0
ENE,75.56,78.25999999999999,2011-09-23,No,5.0,No,10.7,81.14,67.82,0.0,Townsville,ENE,1020.7,56.0,1016.0,39.0,1.0,7.6,22.0,30.0,E,61.0
ENE,75.92,77.72,2011-09-24,No,1.0,No,10.7,82.94,62.24,0.0,Townsville,ENE,1018.4,58.0,1014.6,44.0,1.0,7.0,13.0,30.0,ESE,57.0
NE,75.92,79.52,2011-09-25,No,2.0,No,10.2,81.68,61.88,0.0,Townsville,NE,1017.2,50.0,1012.9,28.0,1.0,8.6,7.0,17.0,NNE,61.0
NE,77.0,83.66,2011-09-26,No,1.0,No,10.3,87.98,64.58,0.0,Townsville,NNW,1016.4,37.0,1010.9,28.0,0.0,7.4,9.0,20.0,NNW,62.0
ENE,78.98,78.8,2011-09-27,No,3.0,No,10.5,83.12,64.75999999999999,0.0,Townsville,ENE,1017.3,65.0,1013.7,41.0,2.0,6.0,20.0,28.0,E,64.0
ENE,78.08,79.16,2011-09-28,No,5.0,No,9.0,82.4,70.7,0.0,Townsville,ENE,1017.7,54.0,1013.9,43.0,2.0,7.2,24.0,31.0,E,61.0
N,76.82,78.98,2011-09-29,No,2.0,No,10.5,82.4,66.92,0.0,Townsville,N,1015.3,52.0,1009.5,31.0,0.0,9.2,15.0,20.0,NNW,57.0
N,78.8,81.86,2011-09-30,No,2.0,No,9.6,86.0,70.52,0.0,Townsville,N,1012.6,63.0,1007.1,31.0,1.0,6.6,11.0,17.0,N,68.0
NE,83.3,88.88000000000001,2011-10-01,No,0.0,No,10.5,93.91999999999999,64.75999999999999,0.0,Townsville,SSW,1012.7,20.0,1007.7,46.0,0.0,6.0,24.0,19.0,SSW,15.0
ENE,75.92,80.06,2011-10-02,No,0.0,No,10.8,89.24,59.9,0.0,Townsville,SSW,1015.6,35.0,1010.4,50.0,2.0,12.0,30.0,35.0,SSW,13.0
ENE,75.56,77.9,2011-10-03,No,1.0,No,11.0,81.5,56.3,0.0,Townsville,NE,1016.9,52.0,1013.0,35.0,1.0,9.8,15.0,28.0,NE,59.0
ENE,77.54,77.72,2011-10-04,No,2.0,No,10.7,81.32,68.72,0.0,Townsville,NE,1019.1,52.0,1015.3,41.0,1.0,7.4,22.0,31.0,E,55.0
ENE,77.36,77.72,2011-10-05,No,3.0,No,9.3,81.5,69.25999999999999,0.0,Townsville,ENE,1019.6,54.0,1014.8,43.0,6.0,10.2,26.0,28.0,E,53.0
N,78.8,80.42,2011-10-06,No,4.0,No,9.2,82.58,70.88,0.0,Townsville,NNE,1016.2,53.0,1011.9,37.0,3.0,8.0,19.0,26.0,NNE,53.0
N,79.52,80.96,2011-10-07,No,1.0,No,10.9,85.1,71.24000000000001,0.0,Townsville,N,1014.9,60.0,1009.4,35.0,1.0,7.0,15.0,24.0,NNW,80.0
N,82.58,82.94,2011-10-08,No,4.0,No,10.3,85.82,71.24000000000001,0.0,Townsville,NNW,1013.8,60.0,1009.5,35.0,2.0,8.4,15.0,24.0,N,61.0
N,82.4,92.66,2011-10-09,No,0.0,No,10.7,93.2,68.0,0.0,Townsville,N,1012.9,22.0,1007.2,31.0,0.0,6.6,11.0,17.0,NW,57.0
N,81.32,82.94,2011-10-10,No,1.0,No,10.2,87.26,65.66,0.0,Townsville,NNE,1011.9,66.0,1007.4,43.0,1.0,7.4,9.0,22.0,NNE,69.0
N,80.06,81.32,2011-10-11,No,7.0,No,5.7,87.26,72.68,0.0,Townsville,,1011.3,73.0,1006.0,,6.0,6.8,22.0,20.0,N,77.0
NNW,86.72,91.76,2011-10-12,No,0.0,No,10.3,94.28,64.22,0.0,Townsville,NE,1011.3,26.0,1006.7,31.0,1.0,4.4,13.0,15.0,WSW,29.0
NNE,82.04,82.94,2011-10-13,No,7.0,No,6.0,86.72,75.92,0.0,Townsville,NNE,1015.0,68.0,1011.6,31.0,6.0,10.2,15.0,17.0,N,68.0
NNE,82.4,86.36,2011-10-14,No,2.0,Yes,9.8,89.24,74.66,0.0,Townsville,N,1016.1,67.0,1012.2,37.0,2.0,5.6,20.0,28.0,NE,67.0
N,83.12,84.38000000000001,2011-10-15,Yes,7.0,No,8.5,87.26,72.32,3.4,Townsville,N,1014.2,70.0,1009.3,41.0,5.0,7.0,15.0,28.0,N,74.0
ENE,85.1,86.36,2011-10-16,No,5.0,Yes,7.6,91.22,73.58,0.0,Townsville,SW,1013.7,54.0,1010.5,35.0,7.0,6.0,19.0,19.0,SW,36.0
SSE,75.02,82.04,2011-10-17,Yes,8.0,No,1.0,83.12,73.94,11.2,Townsville,,1017.6,57.0,1016.0,,7.0,7.6,7.0,17.0,ESE,94.0
ESE,77.54,82.4,2011-10-18,No,7.0,No,4.8,84.74,73.58,0.2,Townsville,ESE,1020.7,51.0,1018.4,63.0,7.0,5.8,35.0,39.0,ESE,60.0
SE,74.12,74.66,2011-10-19,No,7.0,No,0.2,78.8,72.14,0.2,Townsville,ESE,1020.4,64.0,1017.9,54.0,8.0,9.8,28.0,22.0,SE,65.0
ESE,75.56,78.62,2011-10-20,No,7.0,No,1.3,80.6,70.34,0.6,Townsville,E,1019.8,51.0,1016.6,57.0,7.0,5.0,30.0,37.0,SE,59.0
E,79.34,80.24000000000001,2011-10-21,No,4.0,No,6.4,84.74,70.52,0.0,Townsville,E,1019.0,59.0,1015.4,56.0,7.0,7.4,33.0,37.0,ESE,53.0
ENE,78.44,82.58,2011-10-22,No,7.0,No,10.0,84.38000000000001,72.5,0.0,Townsville,ENE,1018.4,55.0,1015.1,48.0,6.0,12.0,30.0,31.0,ESE,61.0
ENE,80.24000000000001,82.04,2011-10-23,No,5.0,No,9.4,84.38000000000001,71.06,0.0,Townsville,ENE,1017.9,60.0,1014.2,46.0,6.0,10.4,28.0,31.0,ESE,61.0
ENE,80.42,80.42,2011-10-24,No,7.0,No,9.6,85.46000000000001,72.68,0.0,Townsville,ESE,1016.3,64.0,1012.8,39.0,3.0,9.0,22.0,28.0,E,63.0
ENE,80.42,81.32,2011-10-25,No,6.0,No,11.4,85.28,71.24000000000001,0.0,Townsville,ENE,1014.7,69.0,1011.5,39.0,1.0,8.0,17.0,30.0,ENE,63.0
ENE,80.96,82.75999999999999,2011-10-26,No,3.0,No,11.6,85.46000000000001,70.16,0.0,Townsville,ENE,1014.2,62.0,1011.6,41.0,1.0,6.0,13.0,31.0,NE,61.0
ENE,80.42,82.4,2011-10-27,No,3.0,No,11.2,85.64,70.34,0.0,Townsville,NE,1014.6,60.0,1012.2,37.0,1.0,8.6,17.0,24.0,NE,65.0
ENE,81.68,81.86,2011-10-28,No,2.0,No,11.7,86.36,75.56,0.0,Townsville,NE,1015.0,61.0,1012.0,41.0,6.0,7.6,26.0,26.0,ENE,60.0
ENE,80.96,82.75999999999999,2011-10-29,No,3.0,No,11.0,86.36,73.4,0.0,Townsville,ENE,1014.2,54.0,1010.6,31.0,1.0,10.8,20.0,24.0,ENE,62.0
ENE,81.5,82.75999999999999,2011-10-30,No,4.0,No,9.0,85.82,74.84,0.2,Townsville,ENE,1012.6,62.0,1009.5,39.0,4.0,8.8,20.0,30.0,NE,64.0
ENE,82.22,82.58,2011-10-31,No,3.0,No,12.2,85.64,74.12,0.0,Townsville,NE,1013.4,58.0,1008.9,35.0,1.0,9.4,20.0,28.0,ENE,53.0
ENE,82.4,82.75999999999999,2011-11-01,No,4.0,No,11.8,86.9,73.04,0.0,Townsville,E,1014.3,58.0,1011.0,43.0,1.0,11.0,30.0,30.0,ESE,54.0
ENE,81.32,80.78,2011-11-02,No,2.0,No,11.9,85.28,73.22,0.0,Townsville,ENE,1013.3,57.0,1010.1,44.0,2.0,10.2,24.0,33.0,E,50.0
ENE,79.34,80.24000000000001,2011-11-03,No,7.0,No,7.9,84.74,70.16,0.0,Townsville,ENE,1012.0,57.0,1009.9,44.0,6.0,10.4,15.0,35.0,E,54.0
ENE,79.16,81.68,2011-11-04,No,8.0,No,4.8,85.1,66.2,0.0,Townsville,ENE,1013.2,59.0,1010.7,31.0,7.0,8.0,11.0,24.0,NE,63.0
ENE,84.02,82.58,2011-11-05,No,6.0,No,5.0,86.18,71.78,0.0,Townsville,ENE,1014.6,58.0,1011.3,44.0,5.0,6.2,28.0,31.0,ENE,58.0
ENE,82.22,84.02,2011-11-06,No,7.0,Yes,6.6,86.36,73.94,0.0,Townsville,E,1014.2,52.0,1011.5,39.0,5.0,10.0,26.0,28.0,ESE,58.0
ENE,81.5,82.58,2011-11-07,Yes,2.0,No,11.1,85.64,72.5,3.8,Townsville,ENE,1014.7,61.0,1011.4,41.0,1.0,8.8,26.0,31.0,E,62.0
ENE,82.04,83.48,2011-11-08,No,2.0,No,12.4,86.18,71.6,0.0,Townsville,ENE,1015.9,57.0,1012.7,46.0,2.0,9.2,26.0,35.0,E,57.0
ESE,76.82,80.96,2011-11-09,No,7.0,No,4.5,86.36,70.7,0.0,Townsville,ENE,1016.4,67.0,1013.5,50.0,7.0,10.2,17.0,26.0,SSE,84.0
ENE,84.2,83.48,2011-11-10,No,3.0,No,11.7,87.98,75.02,0.4,Townsville,ENE,1016.4,66.0,1013.5,41.0,1.0,6.8,20.0,30.0,E,62.0
ENE,83.12,84.74,2011-11-11,No,2.0,No,11.8,87.61999999999999,74.48,0.0,Townsville,ENE,1016.4,55.0,1013.5,44.0,1.0,9.8,17.0,31.0,ENE,59.0
ENE,82.22,84.56,2011-11-12,No,3.0,No,11.7,88.52,68.9,0.0,Townsville,NE,1015.6,57.0,1012.4,43.0,1.0,10.6,15.0,31.0,SE,55.0
ENE,82.22,84.38000000000001,2011-11-13,No,2.0,No,11.7,86.9,76.46,0.0,Townsville,ENE,1014.9,48.0,1011.9,43.0,1.0,11.8,19.0,37.0,ENE,55.0
ENE,82.22,84.2,2011-11-14,No,1.0,No,11.3,87.26,73.04,0.0,Townsville,ENE,1015.1,56.0,1012.7,41.0,4.0,10.8,19.0,31.0,ENE,54.0
ENE,82.58,85.28,2011-11-15,No,5.0,No,12.2,86.72,71.96,0.0,Townsville,E,1016.2,48.0,1013.6,39.0,1.0,11.0,26.0,30.0,ESE,51.0
ENE,82.58,84.56,2011-11-16,No,2.0,No,12.2,87.8,73.22,0.0,Townsville,ENE,1015.7,49.0,1012.4,46.0,2.0,10.0,22.0,31.0,ENE,52.0
ENE,83.3,83.66,2011-11-17,No,3.0,No,12.0,87.26,73.22,0.0,Townsville,ENE,1014.4,58.0,1011.2,43.0,3.0,11.0,22.0,30.0,E,55.0
ENE,84.02,83.3,2011-11-18,No,5.0,No,9.9,87.61999999999999,73.75999999999999,0.0,Townsville,ENE,1014.5,62.0,1011.7,44.0,6.0,11.0,22.0,31.0,ENE,57.0
ENE,82.22,84.02,2011-11-19,No,6.0,No,10.4,87.44,75.56,0.0,Townsville,ENE,1014.8,54.0,1011.8,46.0,1.0,11.8,22.0,33.0,SE,58.0
ENE,83.12,84.56,2011-11-20,No,2.0,No,11.9,87.61999999999999,72.68,0.0,Townsville,ENE,1014.7,51.0,1011.8,44.0,1.0,12.0,26.0,33.0,ENE,55.0
NE,82.22,83.84,2011-11-21,No,3.0,No,11.8,87.26,72.68,0.0,Townsville,ENE,1013.7,54.0,1009.9,43.0,2.0,11.4,17.0,31.0,E,56.0
NE,82.75999999999999,86.36,2011-11-22,No,3.0,No,11.4,88.7,77.36,0.0,Townsville,NE,1011.9,54.0,1008.3,37.0,3.0,10.8,20.0,24.0,ENE,65.0
NE,81.14,85.1,2011-11-23,No,7.0,No,5.2,89.24,76.64,0.0,Townsville,ENE,1013.0,67.0,1010.0,39.0,4.0,10.2,30.0,28.0,ENE,74.0
ENE,86.53999999999999,82.4,2011-11-24,No,2.0,Yes,5.5,90.14,78.62,0.2,Townsville,ENE,1013.8,75.0,1011.8,39.0,7.0,7.0,22.0,24.0,E,64.0
ENE,85.28,85.1,2011-11-25,Yes,6.0,No,10.3,90.14,78.25999999999999,5.8,Townsville,NE,1014.5,70.0,1011.4,39.0,7.0,6.2,28.0,28.0,ENE,72.0
ENE,83.84,85.1,2011-11-26,No,3.0,No,11.7,87.98,77.72,0.0,Townsville,E,1012.5,60.0,1009.9,37.0,2.0,9.0,24.0,30.0,ENE,63.0
NE,84.74,87.61999999999999,2011-11-27,No,3.0,No,12.0,89.96000000000001,75.2,0.0,Townsville,ENE,1012.1,49.0,1009.6,39.0,1.0,10.4,11.0,31.0,ENE,61.0
ENE,86.18,86.36,2011-11-28,No,3.0,Yes,12.0,89.06,75.2,0.0,Townsville,ESE,1013.0,59.0,1009.6,52.0,5.0,11.0,19.0,33.0,E,62.0
E,81.86,86.18,2011-11-29,Yes,7.0,Yes,7.7,90.14,77.9,2.0,Townsville,ENE,1013.1,64.0,1010.5,48.0,5.0,10.0,26.0,30.0,E,81.0
ENE,83.12,87.26,2011-11-30,Yes,7.0,No,8.5,89.96000000000001,74.84,6.2,Townsville,ENE,1012.5,61.0,1008.8,43.0,2.0,9.6,20.0,33.0,ESE,70.0
NE,78.25999999999999,87.26,2011-12-01,No,7.0,No,8.5,89.06,77.18,0.0,Townsville,ENE,1011.1,53.0,1006.8,39.0,1.0,9.0,20.0,19.0,ESE,78.0
NE,86.18,85.46000000000001,2011-12-02,No,2.0,No,11.1,89.78,77.54,0.0,Townsville,NE,1009.6,60.0,1007.0,41.0,5.0,9.4,20.0,30.0,E,54.0
ENE,82.58,83.12,2011-12-03,No,7.0,Yes,0.1,87.44,76.1,0.4,Townsville,E,1011.1,68.0,1008.4,44.0,7.0,10.6,22.0,24.0,ESE,71.0
SE,74.12,75.38,2011-12-04,Yes,8.0,Yes,0.5,79.88,74.12,3.8,Townsville,ESE,1010.9,95.0,1008.4,50.0,8.0,7.8,31.0,13.0,E,93.0
E,79.7,81.32,2011-12-05,Yes,7.0,Yes,1.5,85.28,73.4,48.4,Townsville,E,1008.8,67.0,1006.0,56.0,7.0,10.2,26.0,35.0,ESE,69.0
ENE,81.5,83.84,2011-12-06,Yes,3.0,No,7.0,86.53999999999999,73.22,11.2,Townsville,ENE,1008.7,74.0,1005.1,39.0,4.0,6.6,20.0,26.0,E,73.0
N,86.53999999999999,89.6,2011-12-07,No,2.0,No,12.3,91.4,77.0,0.6,Townsville,N,1006.9,45.0,1002.9,33.0,2.0,5.4,9.0,24.0,WNW,54.0
ENE,85.82,91.76,2011-12-08,No,2.0,No,12.7,93.38000000000001,70.34,0.0,Townsville,ENE,1006.8,41.0,1003.2,33.0,1.0,9.0,20.0,19.0,S,35.0
ENE,85.46000000000001,87.08000000000001,2011-12-09,No,2.0,No,11.7,89.78,75.2,0.0,Townsville,ENE,1008.5,73.0,1006.4,37.0,2.0,10.0,15.0,28.0,NE,72.0
N,87.8,88.34,2011-12-10,No,4.0,No,8.8,89.78,78.62,0.0,Townsville,N,1009.6,68.0,1005.8,37.0,3.0,7.8,24.0,19.0,NNE,71.0
N,86.9,89.06,2011-12-11,No,3.0,Yes,9.5,92.66,78.98,0.4,Townsville,N,1007.8,60.0,1003.7,39.0,7.0,6.4,15.0,30.0,N,72.0
N,87.44,88.16,2011-12-12,Yes,6.0,No,11.2,89.41999999999999,77.54,9.2,Townsville,N,1006.1,74.0,1002.5,35.0,7.0,8.2,11.0,22.0,N,74.0
N,88.7,93.2,2011-12-13,No,3.0,No,11.7,95.72,75.92,0.4,Townsville,ENE,1004.6,52.0,1002.3,28.0,3.0,6.4,0.0,17.0,,59.0
ENE,88.34,88.88000000000001,2011-12-14,No,4.0,Yes,11.5,92.11999999999999,81.5,0.0,Townsville,ENE,1007.6,68.0,1005.8,43.0,5.0,9.2,22.0,33.0,ESE,71.0
E,79.88,81.5,2011-12-15,Yes,6.0,Yes,4.6,85.64,72.14,102.0,Townsville,,1010.2,87.0,1007.8,,7.0,,13.0,20.0,SE,84.0
E,83.48,84.2,2011-12-16,Yes,6.0,No,8.2,87.44,77.18,2.2,Townsville,ENE,1011.3,58.0,1009.8,43.0,7.0,5.6,24.0,28.0,ENE,65.0
E,84.2,84.2,2011-12-17,No,4.0,No,8.7,86.9,77.18,0.0,Townsville,ESE,1013.0,57.0,1011.0,52.0,6.0,8.0,30.0,31.0,ESE,62.0
E,82.4,84.91999999999999,2011-12-18,No,4.0,No,7.3,86.0,75.56,0.0,Townsville,ENE,1012.7,55.0,1010.2,48.0,6.0,10.2,26.0,31.0,ESE,67.0
ENE,82.4,84.02,2011-12-19,No,7.0,No,8.0,86.36,75.38,0.0,Townsville,ENE,1011.2,64.0,1008.0,41.0,6.0,8.0,24.0,33.0,ESE,65.0
ENE,84.02,84.38000000000001,2011-12-20,No,5.0,No,10.5,86.9,73.75999999999999,0.0,Townsville,NE,1010.8,61.0,1007.4,35.0,7.0,9.0,15.0,30.0,SE,57.0
ENE,82.94,85.28,2011-12-21,No,5.0,No,12.0,88.52,74.3,0.0,Townsville,ENE,1009.6,54.0,1006.8,39.0,5.0,10.2,15.0,30.0,SE,54.0
ENE,81.68,85.82,2011-12-22,No,7.0,No,9.3,88.16,71.06,0.0,Townsville,ENE,1009.0,58.0,1005.9,35.0,7.0,10.0,13.0,26.0,SSE,59.0
ENE,84.2,86.36,2011-12-23,No,6.0,No,10.9,89.96000000000001,75.2,0.0,Townsville,ENE,1006.5,61.0,1002.5,33.0,2.0,8.0,13.0,26.0,E,60.0
N,85.1,87.08000000000001,2011-12-24,No,4.0,No,10.5,89.41999999999999,77.9,0.0,Townsville,NNW,1006.1,62.0,1002.5,31.0,3.0,6.8,13.0,20.0,E,65.0
ENE,84.74,86.9,2011-12-25,No,4.0,No,10.5,89.06,77.18,0.0,Townsville,ENE,1007.0,64.0,1004.7,37.0,4.0,8.0,17.0,28.0,ENE,60.0
N,85.46000000000001,86.72,2011-12-26,No,7.0,No,7.0,90.68,80.42,0.0,Townsville,N,1008.1,72.0,1004.8,35.0,7.0,9.4,19.0,26.0,N,74.0
N,87.98,90.5,2011-12-27,No,6.0,No,8.6,93.2,79.88,0.0,Townsville,N,1006.9,65.0,1002.3,35.0,5.0,7.2,13.0,26.0,NE,68.0
NNW,83.84,82.4,2011-12-28,No,7.0,No,0.6,88.7,77.36,0.4,Townsville,S,1005.8,76.0,1003.9,39.0,8.0,8.2,11.0,13.0,W,68.0
NW,77.9,81.5,2011-12-29,No,8.0,No,1.6,84.2,72.86,0.4,Townsville,SSW,1007.4,60.0,1006.4,37.0,7.0,4.4,7.0,7.0,W,73.0
ENE,81.14,86.53999999999999,2011-12-30,No,7.0,No,6.8,89.6,73.04,0.6,Townsville,ENE,1009.2,57.0,1007.1,48.0,7.0,3.0,17.0,35.0,SSE,68.0
ENE,84.2,87.8,2011-12-31,No,2.0,No,11.1,88.88000000000001,74.12,0.2,Townsville,ENE,1011.3,50.0,1008.8,43.0,2.0,9.6,24.0,33.0,SSE,58.0
ENE,84.38000000000001,87.08000000000001,2012-01-01,No,2.0,No,11.4,89.78,74.84,0.0,Townsville,ENE,1012.7,52.0,1009.5,43.0,2.0,12.0,26.0,33.0,ESE,55.0
ENE,83.3,86.53999999999999,2012-01-02,No,3.0,No,12.3,89.6,72.14,0.0,Townsville,ENE,1014.1,45.0,1010.9,43.0,1.0,12.6,15.0,31.0,SE,53.0
ENE,83.3,85.46000000000001,2012-01-03,No,1.0,No,12.1,88.88000000000001,70.88,0.0,Townsville,ENE,1015.1,55.0,1011.8,44.0,1.0,12.0,20.0,31.0,S,46.0
ENE,83.3,85.82,2012-01-04,No,1.0,No,11.9,89.24,72.32,0.0,Townsville,ENE,1014.9,54.0,1011.5,39.0,1.0,11.4,11.0,28.0,SE,50.0
NE,82.94,87.08000000000001,2012-01-05,No,3.0,No,10.3,88.88000000000001,69.62,0.0,Townsville,NE,1013.6,45.0,1010.1,35.0,1.0,10.4,13.0,20.0,NE,53.0
ENE,83.48,86.72,2012-01-06,No,4.0,No,10.2,88.52,71.96,0.0,Townsville,NNE,1012.3,51.0,1008.9,35.0,1.0,10.8,11.0,22.0,NE,55.0
